datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed	Motor0	Motor1
2014-03-22_17:04:42_217995	17554887.0	-27.0	-11.0	-258.0	-1.4633587786259548	-2.957633587786259	0.49790076335877853	0.117529296875	0.247314453125	-0.99609375	0.0	5.97	0.0	-2.441417797501654	-0.042607640445055044	2.441417797501654	25444.228457895355	-2.957633587786259	0.005	0	0.0	50.596923828125	0.012207088987508271	241	221
2014-03-22_17:04:42_267746	17604634.0	45.0	-35.0	-293.0	-0.36412213740458066	-6.11793893129771	1.8108778625954196	-0.331201171875	-0.030517578125	-0.95263671875	0.0	-8.73	0.0	-2.270432867647221	-0.03962361025562341	2.270432867647221	25556.621536502684	-6.11793893129771	0.005	0	0.0	49.5029296875	0.011352164338236105	241	221
2014-03-22_17:04:42_318038	17654927.0	14.0	-38.0	-249.0	-0.37938931297709955	-0.5606870229007632	-3.0440839694656487	0.2017578125	0.037353515625	-1.137451171875	0.0	-3.22	0.0	-2.2616263490380053	-0.039469918831378806	2.2616263490380053	25670.897164939197	-0.5606870229007632	0.005	0	0.0	50.528076171875	0.011308131745190027	241	221
2014-03-22_17:04:42_367675	17704565.0	71.0	-42.0	-275.0	-0.7610687022900771	5.431679389312977	3.3375954198473283	-0.29482421875	0.05712890625	-1.00537109375	0.0	-14.48	0.0	-2.768932286884296	-0.04832342560007497	2.768932286884296	25807.696345693777	5.431679389312977	0.005	0	0.0	49.405029296875	0.013844661434421479	241	221
2014-03-22_17:04:42_419104	17756025.0	7.0	20.0	-264.0	-0.01297709923664181	4.698854961832062	-4.303625954198473	0.112646484375	-0.1103515625	-1.065185546875	0.0	-1.52	0.0	-2.9797158992784736	-0.052002022675016996	2.9797158992784736	25960.26638387932	4.698854961832062	0.005	0	0.0	51.202880859375	0.014898579496392369	241	221
2014-03-22_17:04:42_469042	17805933.0	35.0	-32.0	-272.0	-0.6847328244274817	1.4393129770992368	2.9635496183206107	-0.1947265625	0.1826171875	-0.828369140625	0.0	-7.33	0.0	-3.136050045596079	-0.054730367287889686	3.136050045596079	26114.278138498918	1.4393129770992368	0.005	0	0.0	49.110107421875	0.015680250227980395	241	221
2014-03-22_17:04:42_519144	17856036.0	61.0	7.0	-283.0	1.1473282442748083	-3.3774809160305344	-1.4257633587786258	0.069677734375	-0.219970703125	-1.1806640625	0.0	-12.16	0.0	-3.148996089441875	-0.0549563017354603	3.148996089441875	26273.756031761037	-3.3774809160305344	0.005	0	0.0	50.64404296875	0.015744980447209376	241	221
2014-03-22_17:04:42_568904	17905795.0	-17.0	-4.0	-250.0	-1.890839694656489	-4.637022900763359	0.871946564885496	-0.199365234375	0.21630859375	-0.92138671875	0.0	3.89	0.0	-2.783384678119404	-0.04857564883279938	2.783384678119404	26411.46086283953	-4.637022900763359	0.005	0	0.0	49.473876953125	0.013916923390597021	241	221
2014-03-22_17:04:42_620676	17957565.0	17.0	31.0	-256.0	0.04809160305343463	-2.789694656488549	-0.31125954198473293	0.115576171875	-0.404541015625	-1.130859375	0.0	-3.8	0.0	-2.665426731394691	-0.04651704592311852	2.665426731394691	26546.277704410986	-2.789694656488549	0.005	0	0.0	50.579833984375	0.013327133656973456	241	221
2014-03-22_17:04:42_668715	18005604.0	46.0	51.0	-270.0	-0.8908396946564889	-4.743893129770992	0.8948473282442747	-0.27041015625	0.262451171875	-0.880615234375	0.0	-9.67	0.0	-2.5753523180914404	-0.044945066633358476	2.5753523180914404	26673.772734111502	-4.743893129770992	0.005	0	0.0	49.505859375	0.012876761590457203	241	221
2014-03-22_17:04:42_718959	18055850.0	-11.0	41.0	-269.0	1.6282442748091595	-1.9499999999999997	-1.6166030534351146	0.10947265625	-0.34130859375	-1.114990234375	0.0	2.34	0.0	-2.3812965523567446	-0.04155840405509153	2.3812965523567446	26793.039878916894	-1.9499999999999997	0.005	0	0.0	50.0849609375	0.011906482761783724	241	221
2014-03-22_17:04:42_769294	18106180.0	-8.0	27.0	-224.0	-0.0053435114503823655	2.1645038167938933	1.0704198473282442	-0.1048828125	0.228759765625	-1.051513671875	0.0	2.05	0.0	-2.3989200749705373	-0.04186596989477378	2.3989200749705373	26913.09891771778	2.1645038167938933	0.005	0	0.0	50.047119140625	0.011994600374852686	241	221
2014-03-22_17:04:42_820517	18157414.0	-12.0	33.0	-265.0	-0.867938931297711	3.103435114503817	-1.9677480916030534	-0.092431640625	-0.2099609375	-0.87744140625	0.0	2.59	0.0	-2.4515253121922025	-0.042784036861993065	2.4515253121922025	27035.97683585604	3.103435114503817	0.005	0	0.0	50.123046875	0.012257626560961013	241	221
2014-03-22_17:04:42_869349	18206271.0	-24.0	28.0	-229.0	0.31526717557251827	2.309541984732825	-0.69293893129771	0.0062011718749999944	0.317138671875	-1.104736328125	0.0	5.98	0.0	-2.395784440019776	-0.04181124677172384	2.395784440019776	27155.54379269902	2.309541984732825	0.005	0	0.0	49.9072265625	0.011978922200098881	241	221
2014-03-22_17:04:42_920817	18257946.0	-12.0	43.0	-254.0	-0.34885496183206177	1.2408396946564886	1.2459923664122137	-0.176904296875	-0.11376953125	-0.910888671875	0.0	2.71	0.0	-2.3548857569959747	-0.041097482670086824	2.3548857569959747	27273.90267353569	1.2408396946564886	0.005	0	0.0	50.260986328125	0.011774428784979874	241	221
2014-03-22_17:04:42_970101	18306996.0	-3.0	31.0	-245.0	0.8648854961832053	-2.575954198473282	-2.6624045801526717	-0.007958984375000006	0.208251953125	-1.107177734375	0.0	0.7	0.0	-2.1676477367056397	-0.0378298034329082	2.1676477367056397	27382.187685570298	-2.575954198473282	0.005	0	0.0	49.955078125	0.0108382386835282	241	221
2014-03-22_17:04:43_020732	18357855.0	-4.0	40.0	-251.0	-1.1732824427480923	-1.7667938931297709	2.688740458015267	-0.14541015625	0.01416015625	-1.005859375	0.0	0.91	0.0	-2.0195868718639653	-0.0352458441861076	2.0195868718639653	27483.019603266355	-1.7667938931297709	0.005	0	0.0	49.927001953125	0.010097934359319827	241	220
