datetime	reltime	speed	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	asin	angle	angle_rad	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed
2014-02-02_00:01:38_505098	390323.0	18.42	111.0	132.0	-245.0	1.6412213740458015	-17.862595419847327	4.740458015267175	-0.3577880859375	-0.0472412109375	0.357177734375	0.0	0.0	-15.94	-9.695998610677533	-0.3383111866949593	9.695998610677533	9.007886152283854	-15.154845793092539	0.001	1e-05	0.002	0.066460205078125	-0.020523614113984706
2014-02-02_00:01:38_572307	397048.0	18.38	48.0	65.0	-338.0	3.3893129770992365	-17.129770992366414	0.7480916030534351	-0.34375	0.044189453125	1.0263671875	0.0	0.0	-7.54	-8.004919810358745	-0.27930634369709506	8.004919810358745	9.542447114434244	-25.323491889669967	0.001	1e-05	0.002	0.066779052734375	-0.042546639497836845
2014-02-02_00:01:38_639082	403717.90625	18.36	24.0	72.0	-171.0	-10.473282442748092	-12.358778625954198	3.0763358778625953	-0.2734375	0.105224609375	1.1331787109375	0.0	0.0	-8.37	-6.972991459484505	-0.2433004696261167	6.972991459484505	10.009979722708806	-15.390643240910181	0.001	1e-05	0.002	0.067049072265625	-0.02370819522510877
2014-02-02_00:01:38_706001	410409.5	18.34	76.0	107.0	-260.0	3.2290076335877864	-14.48091603053435	-0.9007633587786259	-0.4306640625	0.192626953125	0.8114013671875	0.0	0.0	-12.68	-6.297590475334802	-0.21973448971859044	6.297590475334802	10.430022549923404	-10.126107456751974	0.001	1e-05	0.002	0.066698974609375	-0.01385032421266991
2014-02-02_00:01:38_773130	417122.390625	18.35	32.0	99.0	-262.0	-2.2977099236641223	-6.709923664122138	1.1984732824427482	-0.466796875	0.301513671875	1.4671630859375	0.0	0.0	-11.67	-6.257482217359704	-0.21833503898673076	6.257482217359704	10.84743450092066	-0.6012686279078361	0.001	1e-05	0.002	0.0667060546875	0.005163419306553238
2014-02-02_00:01:38_839809	423790.5	18.36	36.0	97.0	-213.0	-0.366412213740458	-3.877862595419847	4.786259541984733	-0.309814453125	0.1016845703125	0.6572265625	0.0	0.0	-11.42	-6.4383970366025425	-0.22464748906498752	6.4383970366025425	11.279115189731227	2.698294054570788	0.001	1e-05	0.002	0.0670478515625	0.01194777629764143
2014-02-02_00:01:38_906726	430482.109375	18.37	89.0	72.0	-272.0	-5.068702290076335	-0.7709923664122137	0.33587786259541985	-0.4151611328125	0.1177978515625	1.3935546875	0.0	0.0	-8.37	-6.565633241512387	-0.2290869937722396	6.565633241512387	11.716169005249851	1.9114036459987356	0.001	1e-05	0.002	0.06656689453125	0.010505602223562357
2014-02-02_00:01:38_973415	437151.109375	18.38	17.0	94.0	-252.0	-5.748091603053435	-1.9083969465648856	-2.1908396946564888	-0.3984375	-0.0738525390625	0.6986083984375	0.0	0.0	-11.05	-6.849593943922671	-0.23899490383540373	6.849593943922671	12.173269031573023	4.255120095237921	0.001	1e-05	0.002	0.06673388671875	0.015481566824714244
2014-02-02_00:01:39_040083	443818.09375	18.39	103.0	87.0	-313.0	-4.900763358778626	-6.198473282442748	-1.9541984732824427	-0.3829345703125	0.078125	1.1865234375	0.0	0.0	-10.19	-6.650152762109659	-0.2320360349654452	6.650152762109659	12.616794930352405	-2.9903875506759197	0.001	1e-05	0.002	0.066694091796875	0.0007955456100613443
2014-02-02_00:01:39_106843	450497.296875	18.39	81.0	85.0	-271.0	-3.50381679389313	-3.969465648854962	-1.282442748091603	-0.2625732421875	-0.066162109375	0.5731201171875	0.0	0.0	-9.94	-6.639524830343457	-0.23166520692056722	6.639524830343457	13.05759064963096	-0.1600841699923689	0.001	1e-05	0.002	0.0663896484375	0.006449932396855029
2014-02-02_00:01:39_173725	457182.0	18.41	19.0	86.0	-187.0	-3.8091603053435112	0.9923664122137404	0.030534351145038167	-0.2607421875	0.3140869140625	1.15771484375	0.0	0.0	-10.06	-7.067350846564876	-0.24659284182012828	7.067350846564876	13.528699635909092	6.41804050865603	0.001	1e-05	0.002	0.066659912109375	0.020038718860236025
2014-02-02_00:01:39_240297	463839.296875	18.45	6.0	95.0	-234.0	-4.770992366412214	7.297709923664122	0.4351145038167939	-0.37744140625	-0.1064453125	0.4571533203125	0.0	0.0	-11.17	-8.106417783922799	-0.2828477942750453	8.106417783922799	14.070151345625092	15.556531724874452	0.001	1e-05	0.002	0.06679296875	0.03936018274712796
2014-02-02_00:01:39_307441	470553.6875	18.49	42.0	101.0	-253.0	-2.7480916030534353	6.450381679389313	1.534351145038168	-0.2760009765625	0.0821533203125	0.8265380859375	0.0	0.0	-11.92	-9.04010434834906	-0.3154258321126678	9.04010434834906	14.670431047986584	14.061151722871225	0.001	1e-05	0.002	0.06640185546875	0.03730911210457138
2014-02-02_00:01:39_374267	477236.296875	18.51	103.0	90.0	-325.0	-2.8091603053435112	3.801526717557252	0.8396946564885496	-0.34375	0.015625	1.283935546875	0.0	0.0	-10.55	-9.520150558730665	-0.33217552542675033	9.520150558730665	15.308497291183736	7.162441590831637	0.001	1e-05	0.002	0.067022705078125	0.023998118713305774
2014-02-02_00:01:39_440998	483912.703125	18.55	61.0	102.0	-194.0	-2.9770992366412212	6.7251908396946565	-4.190839694656488	-0.2962646484375	0.2333984375	0.8656005859375	0.0	0.0	-12.04	-10.351735773176019	-0.3611910597758555	10.351735773176019	15.999682890941038	12.454470139194015	0.001	1e-05	0.002	0.06677001953125	0.03542067288047346
2014-02-02_00:01:39_507798	490589.796875	18.6	96.0	72.0	-230.0	-4.091603053435114	17.46564885496183	-4.99236641221374	-0.4462890625	-0.0704345703125	0.7042236328125	0.0	0.0	-8.37	-11.65411380162444	-0.40663341945654013	11.65411380162444	16.775893532108313	19.554050088063978	0.001	1e-05	0.002	0.06660400390625	0.05092997291307348
2014-02-02_00:01:39_574646	497274.1875	18.67	35.0	119.0	-240.0	-3.9236641221374047	19.946564885496183	-0.8702290076335878	-0.3741455078125	-0.0394287109375	0.6959228515625	0.0	0.0	-14.22	-13.624737321317774	-0.47539209076475136	13.624737321317774	17.683788015624053	29.57307077256501	0.001	1e-05	0.002	0.0666357421875	0.07294771674660404
2014-02-02_00:01:39_641559	503969.0	18.73	96.0	109.0	-214.0	-4.267175572519084	17.022900763358777	2.4198473282442747	-0.438720703125	0.087890625	1.2840576171875	0.0	0.0	-12.93	-15.02170184577869	-0.5241347468869048	15.02170184577869	18.687161416842383	20.91423247825928	0.001	1e-05	0.002	0.066794921875	0.05703703841646568
2014-02-02_00:01:39_708391	510648.90625	18.78	53.0	102.0	-233.0	-4.030534351145038	16.87786259541985	-5.923664122137405	-0.4534912109375	0.1986083984375	0.908203125	0.0	0.0	-12.04	-16.175929251080127	-0.5644078594235913	16.175929251080127	19.76612670166095	17.304264660334642	0.001	1e-05	0.002	0.066701904296875	0.05098211983876602
2014-02-02_00:01:39_775129	517322.59375	18.84	58.0	131.0	-260.0	-6.236641221374046	16.045801526717558	-6.648854961832061	-0.3756103515625	0.1962890625	1.04638671875	0.0	0.0	-15.81	-17.51917659123473	-0.611276224397583	17.51917659123473	20.934500947729756	20.141309547907497	0.001	1e-05	0.002	0.066691162109375	0.05801114069652702
2014-02-02_00:01:39_841788	524013.09375	18.87	66.0	103.0	-280.0	-3.099236641221374	12.541984732824428	-0.7557251908396947	-0.466064453125	-0.100830078125	0.631103515625	0.0	0.0	-12.17	-18.061665875752592	-0.6302046711707116	18.061665875752592	22.137502260203743	8.144845809010384	0.001	1e-05	0.002	0.066605224609375	0.034572732516375396
2014-02-02_00:01:39_908630	530673.0	18.91	65.0	132.0	-239.0	-3.9083969465648853	11.473282442748092	-2.885496183206107	-0.4990234375	0.2174072265625	1.2054443359375	0.0	0.0	-15.94	-18.83494700353949	-0.6571858689301986	18.83494700353949	23.391612675567103	11.613577945195177	0.001	1e-05	0.002	0.066584228515625	0.04229601902068551
2014-02-02_00:01:39_975711	537380.890625	18.95	41.0	132.0	-285.0	-3.816793893129771	9.572519083969466	-3.6717557251908395	-0.4654541015625	0.30908203125	1.281494140625	0.0	0.0	-15.94	-19.367731742587726	-0.6757757063010372	19.367731742587726	24.681287992297406	8.00110831662037	0.001	1e-05	0.002	0.0665888671875	0.035616761255751445
2014-02-02_00:01:40_042451	544062.59375	18.99	105.0	134.0	-279.0	-5.038167938931298	9.969465648854962	1.8396946564885497	-0.422119140625	0.07958984375	0.822998046875	0.0	0.0	-16.21	-19.913820586123624	-0.6948297482946135	19.913820586123624	26.015713304244453	8.149362243729032	0.001	1e-05	0.002	0.067010009765625	0.03647270220662413
2014-02-02_00:01:40_109505	550760.609375	18.99	33.0	125.0	-263.0	-4.763358778625954	0.5190839694656488	-5.267175572519084	-0.5985107421875	0.2510986328125	1.7149658203125	0.0	0.0	-15.01	-19.467679486428224	-0.6792630665187797	19.467679486428224	27.312861518462224	-6.695712825561907	0.001	1e-05	0.002	0.066630859375	0.006349382450489034
2014-02-02_00:01:40_176460	557455.71875	19.0	100.0	119.0	-266.0	-12.977099236641221	2.9160305343511452	-0.2748091603053435	-0.4326171875	0.1234130859375	0.853271484375	0.0	0.0	-14.22	-19.194195139836953	-0.669720695737507	19.194195139836953	28.596243700381727	-4.090217232338752	0.001	1e-05	0.002	0.066863037109375	0.011299723112163268
2014-02-02_00:01:40_243197	564129.09375	18.99	11.0	119.0	-233.0	-5.748091603053435	-8.374045801526718	2.786259541984733	-0.4637451171875	0.170166015625	0.65771484375	0.0	0.0	-14.22	-17.976237844080334	-0.6272239303586997	17.976237844080334	29.79526227556584	-18.26017585181444	0.001	1e-05	0.002	0.0667001953125	-0.018246161236792888
2014-02-02_00:01:40_309844	570794.484375	18.97	146.0	162.0	-305.0	-1.1984732824427482	-16.12213740458015	-0.2748091603053435	-0.3897705078125	0.249267578125	1.186279296875	0.0	0.0	-20.2	-16.813305793244037	-0.5866470967635742	16.813305793244037	30.91576894929753	-17.449902482381	0.001	1e-05	0.002	0.06664404296875	-0.017777341482024988
2014-02-02_00:01:40_376902	577499.984375	18.94	71.0	134.0	-222.0	-2.480916030534351	-15.709923664122137	3.1068702290076335	-0.4437255859375	-0.2821044921875	0.4200439453125	0.0	0.0	-16.21	-15.404970498990513	-0.5375076936144632	15.404970498990513	31.940895268618657	-21.163600281992572	0.001	1e-05	0.002	0.066545166015625	-0.026602821112308446
2014-02-02_00:01:40_443795	584188.390625	18.89	112.0	86.0	-236.0	-8.129770992366412	-18.717557251908396	5.022900763358779	-0.3646240234375	0.1962890625	0.660888671875	0.0	0.0	-10.06	-13.255417044569572	-0.46250582849161104	13.255417044569572	32.82798557589142	-32.11987242374825	0.001	1e-05	0.002	0.0669228515625	-0.050656047947168006
2014-02-02_00:01:40_510434	590853.296875	18.87	-18.0	109.0	-192.0	-6.977099236641221	-14.549618320610687	1.618320610687023	-0.2747802734375	-0.000732421875	0.99853515625	0.0	0.0	-12.93	-11.970141085311212	-0.41766019139257543	11.970141085311212	33.627112311642705	-19.252183511814792	0.001	1e-05	0.002	0.066760009765625	-0.026197954815201943
2014-02-02_00:01:40_576969	597506.6875	18.85	36.0	100.0	-243.0	-1.282442748091603	-11.717557251908397	-0.48091603053435117	-0.4556884765625	-0.1466064453125	0.700927734375	0.0	0.0	-11.79	-10.947171530590413	-0.3819669061615636	10.947171530590413	34.35539320984991	-15.376791034431553	0.001	1e-05	0.002	0.06652685546875	-0.019462856606174195
2014-02-02_00:01:40_644107	604223.796875	18.85	47.0	104.0	-211.0	-4.343511450381679	-5.465648854961832	-2.5114503816793894	-0.297607421875	0.2197265625	0.8515625	0.0	0.0	-12.3	-10.614511682614149	-0.3703597935315474	10.614511682614149	35.05947533048456	-5.01507102537682	0.001	1e-05	0.002	0.06633203125	0.0009349643851653544
2014-02-02_00:01:40_710916	610901.796875	18.86	77.0	120.0	-283.0	-10.938931297709924	-4.564885496183206	4.32824427480916	-0.28125	-0.0328369140625	0.8870849609375	0.0	0.0	-14.35	-10.59328583100861	-0.36961918461300103	10.59328583100861	35.76958497011002	-0.31664337521547703	0.001	1e-05	0.002	0.067033935546875	0.010317694930278757
2014-02-02_00:01:40_777607	617595.015625	18.84	55.0	68.0	-247.0	-0.32061068702290074	-7.358778625954199	5.633587786259542	-0.2701416015625	-0.05712890625	0.3382568359375	0.0	0.0	-7.89	-9.690859170742774	-0.33813186220316727	9.690859170742774	36.415529472047766	-13.538763237902344	0.001	1e-05	0.002	0.066655029296875	-0.01702251201034144
2014-02-02_00:01:40_844413	624251.203125	18.85	95.0	67.0	-275.0	-3.8396946564885495	0.9007633587786259	-1.9770992366412214	-0.2955322265625	0.1697998046875	1.03466796875	0.0	0.0	-7.78	-9.576550557788641	-0.3341434249053957	9.576550557788641	37.051794929981234	-1.7204803396075856	0.001	1e-05	0.002	0.06643994140625	0.006506107827873283
2014-02-02_00:01:40_911122	630922.203125	18.87	46.0	90.0	-228.0	-3.564885496183206	4.816793893129771	-4.534351145038168	-0.3349609375	-0.1514892578125	0.4234619140625	0.0	0.0	-10.55	-10.089091224551588	-0.35202690944004145	10.089091224551588	37.72536246391488	7.677135970412275	0.001	1e-05	0.002	0.066761962890625	0.025820616790015287
2014-02-02_00:01:40_978003	637610.796875	18.91	97.0	100.0	-262.0	-0.8625954198473282	6.656488549618321	-2.6106870229007635	-0.2939453125	-0.0115966796875	0.772216796875	0.0	0.0	-11.79	-10.831007435290473	-0.37791372767936054	10.831007435290473	38.44628553059285	11.146404333965961	0.001	1e-05	0.002	0.06656103515625	0.03350827895852833
2014-02-02_00:01:41_044891	644299.109375	18.93	72.0	85.0	-221.0	1.5877862595419847	6.312977099236641	1.6030534351145038	-0.47119140625	0.1116943359375	1.693115234375	0.0	0.0	-9.94	-11.285509574172293	-0.39377214145751194	11.285509574172293	39.1994142033304	6.810639968317948	0.001	1e-05	0.002	0.066734130859375	0.025298783652841494
2014-02-02_00:01:41_111765	650986.609375	18.97	92.0	127.0	-313.0	8.076335877862595	6.687022900763359	-1.7251908396946565	-0.4100341796875	0.12109375	1.088623046875	0.0	0.0	-15.27	-12.259961662200617	-0.4277725632310055	12.259961662200617	40.01798514457558	14.594636382651862	0.001	1e-05	0.002	0.066767822265625	0.0418494142789501
2014-02-02_00:01:41_178834	657693.703125	19.02	79.0	81.0	-215.0	-11.297709923664122	14.679389312977099	-4.145038167938932	-0.2939453125	0.128662109375	0.60107421875	0.0	0.0	-9.46	-13.244953674046025	-0.4621407422905103	13.244953674046025	40.90322404052452	14.737460843508154	0.001	1e-05	0.002	0.0668359375	0.04312890760146758
2014-02-02_00:01:41_245907	664403.796875	19.05	17.0	106.0	-317.0	-11.603053435114504	9.664122137404581	-1.5419847328244274	-0.255126953125	0.0511474609375	0.9781494140625	0.0	0.0	-12.55	-14.009015541182807	-0.4888002631257085	14.009015541182807	41.840234282652375	11.423305840112489	0.001	1e-05	0.002	0.06688623046875	0.03727402956423431
2014-02-02_00:01:41_312773	671087.390625	19.09	67.0	100.0	-189.0	-8.526717557251908	10.099236641221374	-2.2595419847328246	-0.339599609375	0.041015625	0.6285400390625	0.0	0.0	-11.79	-14.658805667558672	-0.5114726332016285	14.658805667558672	42.820810322418666	9.7138281999144	0.001	1e-05	0.002	0.066893310546875	0.03451467017061166
2014-02-02_00:01:41_379825	677793.0	19.11	74.0	102.0	-175.0	2.7022900763358777	7.557251908396947	-1.7709923664122138	-0.5194091796875	0.21533203125	1.5799560546875	0.0	0.0	-12.04	-15.04832442207207	-0.5250636574344756	15.04832442207207	43.82581502024744	5.832415111155755	0.001	1e-05	0.002	0.06678515625	0.027151412794586056
2014-02-02_00:01:41_446852	684495.0	19.13	28.0	80.0	-197.0	5.00763358778626	6.435114503816794	2.5572519083969465	-0.4793701171875	-0.0421142578125	0.693359375	0.0	0.0	-9.34	-15.032583738042295	-0.5245144360796334	15.032583738042295	44.83208061459898	-0.23514979752851234	0.001	1e-05	0.002	0.06693896484375	0.01501060494913126
2014-02-02_00:01:41_513600	691176.296875	19.16	86.0	97.0	-197.0	-2.8625954198473282	9.007633587786259	-1.5572519083969465	-0.350341796875	0.0623779296875	0.9063720703125	0.0	0.0	-11.42	-15.448351828614118	-0.5390213478232421	15.448351828614118	45.86537772165108	6.215958312888965	0.001	1e-05	0.002	0.06688720703125	0.02833892223160856
2014-02-02_00:01:41_580459	697856.3125	19.19	76.0	115.0	-200.0	-3.3282442748091605	7.343511450381679	-4.145038167938932	-0.427490234375	0.2265625	1.5833740234375	0.0	0.0	-13.7	-15.904869892337512	-0.5549501009189641	15.904869892337512	46.92574250573063	6.847511833698995	0.001	1e-05	0.002	0.066669189453125	0.030069150984792806
2014-02-02_00:01:41_647245	704534.515625	19.21	30.0	81.0	-202.0	-0.8625954198473282	8.526717557251908	0.8091603053435115	-0.365966796875	-0.0413818359375	0.8040771484375	0.0	0.0	-9.46	-15.993251904629282	-0.5580339115362625	15.993251904629282	47.99209335739229	1.3255635180650813	0.001	1e-05	0.002	0.066675048828125	0.019124299874333367
2014-02-02_00:01:41_714512	711261.484375	19.23	37.0	124.0	-168.0	-1.6641221374045803	5.030534351145038	1.0	-0.5277099609375	0.111083984375	1.6065673828125	0.0	0.0	-14.87	-16.313797051816657	-0.5692183200215163	16.313797051816657	49.079505909266835	4.808946216543974	0.001	1e-05	0.002	0.066656005859375	0.02642248454399727
2014-02-02_00:01:41_781028	717913.390625	19.26	80.0	117.0	-241.0	-6.969465648854962	6.236641221374046	-3.5877862595419847	-0.3218994140625	-0.1787109375	0.195556640625	0.0	0.0	-13.96	-16.61778630851295	-0.5798250631023361	16.61778630851295	50.194228313106436	4.531736771830035	0.001	1e-05	0.002	0.067080078125	0.026183202135304087
2014-02-02_00:01:41_848028	724615.890625	19.27	31.0	90.0	-200.0	-9.931297709923664	4.358778625954199	-1.9694656488549618	-0.3406982421875	0.1121826171875	0.4986572265625	0.0	0.0	-10.55	-16.384079717093154	-0.5716706112035295	16.384079717093154	51.2802295970691	-3.525840605142141	0.001	1e-05	0.002	0.066283935546875	0.009845200802779565
2014-02-02_00:01:41_914958	731305.890625	19.26	31.0	64.0	-184.0	-10.49618320610687	-0.2748091603053435	2.6259541984732824	-0.3306884765625	-0.095703125	0.6368408203125	0.0	0.0	-7.42	-15.46388254668129	-0.5395632430802962	15.46388254668129	52.3162606479914	-13.734936757319995	0.001	1e-05	0.002	0.066996826171875	-0.011482828361478785
2014-02-02_00:01:41_981950	738027.90625	19.26	83.0	134.0	-215.0	3.5343511450381677	-5.99236641221374	1.9923664122137406	-0.4964599609375	-0.034912109375	0.80224609375	0.0	0.0	-16.21	-15.022744666529713	-0.5241711328168078	15.022744666529713	53.31932960278857	-6.6068256868655615	0.001	1e-05	0.002	0.06677001953125	0.0023422865888264744
2014-02-02_00:01:42_048586	744668.796875	19.25	88.0	104.0	-309.0	-5.343511450381679	-6.091603053435114	-2.931297709923664	-0.3277587890625	0.3125	1.02978515625	0.0	0.0	-12.3	-14.225318468880378	-0.4963474692561193	14.225318468880378	54.26955031430213	-11.937901878523983	0.001	1e-05	0.002	0.0667978515625	-0.009107789785024568
2014-02-02_00:01:42_115518	751362.0	19.22	99.0	97.0	-274.0	-7.557251908396947	-12.877862595419847	2.6412213740458017	-0.337158203125	0.012451171875	0.8189697265625	0.0	0.0	-11.42	-12.838974187802675	-0.44797537291705075	12.838974187802675	55.12437021877089	-20.8222086864321	0.001	1e-05	0.002	0.066580078125	-0.028254199482873818
2014-02-02_00:01:42_182460	758086.5	19.19	24.0	109.0	-277.0	5.305343511450381	-18.427480916030536	5.717557251908397	-0.4163818359375	0.0272216796875	0.82568359375	0.0	0.0	-12.93	-11.25933924046407	-0.3928590104837429	11.25933924046407	55.877047151092285	-23.629853638962665	0.001	1e-05	0.002	0.06684912109375	-0.03544159756595034
2014-02-02_00:01:42_249474	764761.1875	19.14	22.0	91.0	-296.0	5.396946564885496	-20.244274809160306	3.6030534351145036	-0.298095703125	0.1990966796875	0.9447021484375	0.0	0.0	-10.68	-9.454097175770661	-0.32987080166680605	9.454097175770661	56.509659200392875	-26.978515385961053	0.001	1e-05	0.002	0.0669140625	-0.043937837004147516
2014-02-02_00:01:42_316070	771417.40625	19.11	82.0	47.0	-360.0	-13.221374045801527	-10.19083969465649	-2.4656488549618323	-0.189697265625	-0.0306396484375	0.5880126953125	0.0	0.0	-5.42	-8.172589445266356	-0.28515664498486937	8.172589445266356	57.05569432322692	-19.180518091928246	0.001	1e-05	0.002	0.06681298828125	-0.029617889795357868
2014-02-02_00:01:42_382914	778123.78125	19.11	149.0	108.0	-295.0	2.4885496183206106	-10.412213740458014	-0.9847328244274809	-0.4007568359375	-0.17236328125	0.7496337890625	0.0	0.0	-12.8	-7.7434113985051365	-0.2701818352583788	7.7434113985051365	57.5701604513842	-6.459710362628672	0.001	1e-05	0.002	0.066439208984375	-0.004600307722238366
2014-02-02_00:01:42_449777	784815.609375	19.1	0.0	76.0	-203.0	-1.8015267175572518	-7.33587786259542	3.7099236641221376	-0.2095947265625	0.21533203125	0.8873291015625	0.0	0.0	-8.85	-7.2226652606999755	-0.25201204677948275	7.2226652606999755	58.05238973837264	-7.799557473287916	0.001	1e-05	0.002	0.06676611328125	-0.00779592578849213
2014-02-02_00:01:42_516636	791473.484375	19.1	104.0	91.0	-232.0	-9.50381679389313	-6.419847328244275	0.8778625954198473	-0.2216796875	-0.150390625	0.4305419921875	0.0	0.0	-10.68	-7.015837909680844	-0.2447954609100085	7.015837909680844	58.52039716990971	-3.1005216418747485	0.001	1e-05	0.002	0.066707275390625	0.0013999985976304447
2014-02-02_00:01:42_583136	798123.890625	19.09	48.0	77.0	-221.0	3.7022900763358777	-10.618320610687023	1.6717557251908397	-0.3282470703125	0.0975341796875	0.966552734375	0.0	0.0	-8.97	-6.298820056935074	-0.21977739207728797	6.298820056935074	58.94022060057461	-10.757776012888778	0.001	1e-05	0.002	0.066651123046875	-0.014627329762836736
2014-02-02_00:01:42_649645	804781.203125	19.08	47.0	62.0	-217.0	1.381679389312977	-8.717557251908397	0.916030534351145	-0.26611328125	0.1466064453125	1.14404296875	0.0	0.0	-7.18	-5.639462661688255	-0.19677120243155113	5.639462661688255	59.31528341859117	-9.91412966730896	0.001	1e-05	0.002	0.0665068359375	-0.01359564383874375
2014-02-02_00:01:42_716607	811471.109375	19.07	57.0	78.0	-210.0	-2.6946564885496183	-8.045801526717558	-0.5877862595419847	-0.33154296875	-0.1627197265625	0.597412109375	0.0	0.0	-9.09	-5.296732031219139	-0.1848127017173461	5.296732031219139	59.6665514106557	-5.167998079802904	0.001	1e-05	0.002	0.06631787109375	-0.004442598614280112
2014-02-02_00:01:42_783611	818171.296875	19.05	8.0	38.0	-183.0	-6.038167938931298	-8.374045801526718	-1.6106870229007633	-0.18701171875	-0.043212890625	0.855224609375	0.0	0.0	-4.37	-4.482839530666843	-0.15641449862759396	4.482839530666843	59.966049087922684	-12.18222962022051	0.001	1e-05	0.002	0.066809814453125	-0.01928195921889495
