datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pitch_offset_force	dt	Motor0	Motor1
2014-04-20_16:51:40_416846	7556569.0	-93.0	-19.0	-238.0	2.9841603053435115	86.34522900763359	2.6994274809160306	-0.479912109375	-0.105458984375	-0.942138671875	0.0	21.34	16.144241754473168	-16.144241754473168	-113959.27179246664	86.34522900763359	0.5	0	0.0	-8.072120877236584	-94.41734988487018	-48346.580794206784	1.0333183953450487	0.09550000000000002	0	0.0	-9.016856914005103	49.91796875	220	220
2014-04-20_16:51:40_467115	7606834.0	-88.0	-20.0	-239.0	5.556679389312977	79.2841603053435	3.470419847328244	-0.26287109375	-0.22826171875	-1.07080078125	0.0	20.22	12.328464654121996	-12.328464654121996	-114577.6424169284	79.2841603053435	0.5	0	0.0	-6.164232327060998	-85.4483926324045	-52632.4977671437	8.968957252465671	0.09550000000000002	0	0.0	-8.160321496394632	50.157958984375	220	220
2014-04-20_16:51:40_517331	7657048.0	-66.0	-20.0	-260.0	2.8849236641221374	69.17729007633588	-1.3845419847328246	-0.240166015625	0.1228125	-0.89697265625	0.0	14.24	8.978935526620841	-8.978935526620841	-115026.34586761407	69.17729007633588	0.5	0	0.0	-4.4894677633104205	-73.6667578396463	-56313.839318764636	11.781634792758211	0.09550000000000002	0	0.0	-7.035175373686222	49.972900390625	220	220
2014-04-20_16:51:40_567707	7707426.0	-37.0	33.0	-251.0	2.0452290076335875	62.93301526717558	2.9513358778625953	-0.190361328125	0.06958984375	-1.0244140625	0.0	8.39	5.887248188208858	-5.887248188208858	-115320.33744937985	62.93301526717558	0.5	0	0.0	-2.943624094104429	-65.87663936128001	-59603.52183054075	7.790118478366281	0.09550000000000002	0	0.0	-6.291219059002242	49.93701171875	220	220
2014-04-20_16:51:40_617654	7757376.0	-18.0	14.0	-262.0	1.9459923664122134	53.29942748091603	-4.10973282442748	-0.311455078125	0.040537109375	-0.9794921875	0.0	3.93	3.2390420489414185	-3.2390420489414185	-115482.12823234987	53.29942748091603	0.5	0	0.0	-1.6195210244707092	-54.91894850538674	-62346.734034741945	10.957690855893276	0.09550000000000002	0	0.0	-5.244759582264434	49.9501953125	220	220
2014-04-20_16:51:40_668473	7808186.0	-17.0	4.0	-270.0	0.8085877862595416	44.32232824427481	-0.10209923664122122	-0.0885546875	0.163583984375	-1.031982421875	0.0	3.6	1.0730535357172457	-1.0730535357172457	-115535.8173237943	44.32232824427481	0.5	0	0.0	-0.5365267678586229	-44.85885501213343	-64591.19909512564	10.060093493253305	0.09550000000000002	0	0.0	-4.284020653658743	50.033935546875	226	260
2014-04-20_16:51:40_718282	7858005.0	22.0	-2.0	-256.0	0.8085877862595416	35.35286259541984	-4.979961832061068	-0.180595703125	-0.0090234375	-1.04638671875	0.0	-4.91	-0.7779680802203728	0.7779680802203728	-115496.9407621488	35.35286259541984	0.5	0	0.0	0.3889840401101864	-34.963878555309655	-66338.41137102738	9.894976456823777	0.09550000000000002	0	0.0	-3.339050402032073	49.971923828125	230	256
2014-04-20_16:51:40_768569	7908289.0	-3.0	13.0	-251.0	2.770419847328244	29.46736641221374	0.6078244274809161	0.09748046875	-0.043447265625	-0.9580078125	0.0	0.68	-2.1942064811048683	2.1942064811048683	-115387.10937103674	29.46736641221374	0.5	0	0.0	1.0971032405524341	-28.370263171661303	-67758.48988104521	6.593615383648352	0.09550000000000002	0	0.0	-2.709360132893655	50.05517578125	232	253
2014-04-20_16:51:40_818936	7958688.0	22.0	-16.0	-262.0	1.052862595419847	32.032251908396944	3.073473282442748	-0.05486328125000001	0.062021484375	-1.002685546875	0.0	-4.8	-3.8156152577967783	3.8156152577967783	-115196.36400692127	32.032251908396944	0.5	0	0.0	1.9078076288983892	-30.124444279498555	-69264.43262019528	-1.7541811078372511	0.09550000000000002	0	0.0	-2.8768844286921125	49.99072265625	231	254
2014-04-20_16:51:40_868908	8008658.0	10.0	34.0	-274.0	1.3124045801526716	41.82614503816794	1.2719465648854964	0.156318359375	-0.1379296875	-0.938232421875	0.0	-2.09	-5.8296896709889285	5.8296896709889285	-114905.00761713901	41.82614503816794	0.5	0	0.0	2.9148448354944643	-38.91130020267347	-71209.14264570536	-8.786855923174919	0.09550000000000002	0	0.0	-3.716029169355317	49.97802734375	228	257
2014-04-20_16:51:40_919287	8059009.0	-33.0	-51.0	-262.0	3.5261450381679387	54.024618320610685	0.012404580152671874	0.273017578125	0.06763671875	-1.042724609375	0.0	7.18	-8.219894539831213	8.219894539831213	-114493.51921484062	54.024618320610685	0.5	0	0.0	4.109947269915606	-49.91467105069508	-73707.87400319091	-11.003370848021603	0.09550000000000002	0	0.0	-4.766851085341381	50.06005859375	224	262
2014-04-20_16:51:40_969338	8109057.0	58.0	-57.0	-255.0	2.50324427480916	69.22309160305343	-5.865458015267175	-0.17693359375	0.541513671875	-1.026611328125	0.0	-12.81	-11.703047510993319	11.703047510993319	-113908.48398405364	69.22309160305343	0.5	0	0.0	5.851523755496659	-63.371567847556776	-76875.81806102731	-13.456896796861699	0.09550000000000002	0	0.0	-6.051984729441673	49.989990234375	220	220
2014-04-20_16:51:41_019045	8158770.0	65.0	-46.0	-238.0	4.4421755725190835	86.81851145038168	-1.7738549618320612	0.40265625	-0.385732421875	-0.995849609375	0.0	-15.28	-16.030329168977975	16.030329168977975	-113106.646605929	86.81851145038168	0.5	0	0.0	8.015164584488987	-78.80334686589269	-80817.56301038714	-15.431779018335916	0.09550000000000002	0	0.0	-7.525719625692753	50.02001953125	220	220
2014-04-20_16:51:41_069709	8209434.0	80.0	2.0	-251.0	0.33530534351145036	110.74980916030535	-0.5448473282442746	0.1223828125	0.44654296875	-1.073486328125	0.0	-17.68	-21.494614610258328	21.494614610258328	-112031.01326952912	110.74980916030535	0.5	0	0.0	10.747307305129164	-100.00250185517618	-85821.88742695432	-21.199154989283485	0.09550000000000002	0	0.0	-9.550238927169326	50.0419921875	220	220
2014-04-20_16:51:41_119685	8259400.0	89.0	-12.0	-271.0	2.3124045801526716	120.12385496183207	-0.47614503816793874	0.192939453125	0.021249999999999998	-1.085205078125	0.0	-18.18	-27.307508862368643	27.307508862368643	-110667.24454263037	120.12385496183207	0.5	0	0.0	13.653754431184321	-106.47010053064774	-91139.12797735685	-6.467598675471564	0.09550000000000002	0	0.0	-10.167894600676862	49.941162109375	220	220
2014-04-20_16:51:41_170080	8309800.0	167.0	-10.0	-210.0	3.3276717557251905	123.26889312977099	-1.5448473282442747	0.5029980468749999	-0.32494140625	-0.923583984375	0.0	-38.5	-33.576377642746245	33.576377642746245	-108987.05670173663	123.26889312977099	0.5	0	0.0	16.788188821373122	-106.48070430839786	-96467.50456914869	-0.010603777750120003	0.09550000000000002	0	0.0	-10.168907261451997	50.040771484375	220	220
2014-04-20_16:51:41_219955	8359674.0	149.0	31.0	-211.0	9.961259541984733	121.09332061068702	-5.010496183206106	0.5796582031249999	-0.518056640625	-0.849609375	0.0	-35.23	-39.51728317907273	39.51728317907273	-107019.76941405892	121.09332061068702	0.5	0	0.0	19.758641589536364	-101.33467902115065	-101512.24473855343	5.1460252872472125	0.09550000000000002	0	0.0	-9.677461846519888	49.782958984375	220	220
2014-04-20_16:51:41_270292	8410040.0	166.0	-23.0	-235.0	3.2131679389312975	110.01698473282443	1.6230916030534353	0.5696484374999999	-0.039541015625	-0.62451171875	0.0	-35.24	-44.82655734806403	44.82655734806403	-104776.77806112912	110.01698473282443	0.5	0	0.0	22.413278674032014	-87.60370605879241	-105895.68096027258	13.730972962358237	0.09550000000000002	0	0.0	-8.366153928614677	50.037109375	220	220
2014-04-20_16:51:41_320874	8460592.0	373.0	178.0	-2.0	5.236068702290076	-14.288358778625954	4.798664122137405	-0.5241015625000001	-1.090322265625	-0.03369140625	0.0	-89.7	-45.024079358509596	45.024079358509596	-102526.2006489955	-14.288358778625954	0.5	0	0.0	22.512039679254798	36.80039845788075	-104056.17315229849	124.40410451667316	0.09550000000000002	0	0.0	3.5144380527276127	49.986083984375	256	226
2014-04-20_16:51:41_370632	8510422.0	253.0	-33.0	-168.0	-3.6494274809160316	-33.02118320610687	3.1727099236641223	0.9578320312499999	-0.16234375	-0.66064453125	0.0	-56.42	-43.63376863734167	43.63376863734167	-100344.28850884194	-33.02118320610687	0.5	0	0.0	21.816884318670834	54.8380675247777	-101313.98862385793	18.037669066896946	0.09550000000000002	0	0.0	5.237035448616271	50.005126953125	220	220
2014-04-20_16:51:41_420950	8560696.0	201.0	31.0	-210.0	-5.0082061068702295	-32.525	6.104007633587787	0.8750683593749999	-0.147451171875	-0.430908203125	0.0	-43.75	-42.04067836118637	42.04067836118637	-98240.05812955965	-32.525	0.5	0	0.0	21.020339180593187	53.54533918059319	-98633.92413001756	-1.2927283441845105	0.09550000000000002	0	0.0	5.11357989174665	50.05224609375	220	220
2014-04-20_16:51:41_471324	8611038.0	136.0	-49.0	-232.0	-4.328816793893131	-39.58606870229008	1.21087786259542	0.8491894531249999	0.296640625	-0.578369140625	0.0	-30.38	-39.867386380828115	39.867386380828115	-96246.2897473245	-39.58606870229008	0.5	0	0.0	19.933693190414058	59.51976189270414	-95657.34025651576	5.97442271211095	0.09550000000000002	0	0.0	5.684137260753246	50.010009765625	220	220
2014-04-20_16:51:41_520873	8660594.0	135.0	-12.0	-232.0	-5.374618320610688	-46.31125954198473	2.661259541984733	0.7520214843749999	0.15845703125	-0.63427734375	0.0	-30.2	-37.40713540178357	37.40713540178357	-94377.91475174269	-46.31125954198473	0.5	0	0.0	18.703567700891785	65.01482724287652	-92410.04328341287	5.495065350172382	0.09550000000000002	0	0.0	6.208916001694709	49.947021484375	220	220
2014-04-20_16:51:41_571431	8711142.0	146.0	-11.0	-232.0	3.571946564885496	-49.77690839694657	-8.125	0.5403515624999999	-0.030996093750000002	-0.777587890625	0.0	-32.19	-34.857288368428236	34.857288368428236	-92630.52297067187	-49.77690839694657	0.5	0	0.0	17.428644184214118	67.20555258116069	-89041.03680816999	2.1907253382841674	0.09550000000000002	0	0.0	6.418130271500846	50.1298828125	220	220
2014-04-20_16:51:41_621611	8761393.0	92.0	-34.0	-274.0	-1.1456106870229013	-48.105152671755725	-4.0868320610687014	0.7163769531249999	-0.152822265625	-0.783935546875	0.0	-18.56	-32.173936171783225	32.173936171783225	-91021.62978796057	-48.105152671755725	0.5	0	0.0	16.086968085891613	64.19212075764733	-85831.03897267557	-3.0134318235133577	0.09550000000000002	0	0.0	6.130347532355321	50.006103515625	220	220
2014-04-20_16:51:41_671985	8811695.0	103.0	-3.0	-251.0	-1.8250000000000002	-49.64713740458016	-2.758587786259542	0.392158203125	0.220712890625	-0.9033203125	0.0	-22.31	-29.54878002297325	29.54878002297325	-89547.09083797627	-49.64713740458016	0.5	0	0.0	14.774390011486625	64.42152741606678	-82616.28522248288	0.22940665841944963	0.09550000000000002	0	0.0	6.152255868234379	49.90185546875	220	220
2014-04-20_16:51:41_722030	8861743.0	108.0	23.0	-238.0	-3.618893129770992	-53.14332061068703	0.43225190839694666	0.494697265625	-0.01390625	-0.874267578125	0.0	-24.41	-26.837228365922996	26.837228365922996	-88202.78550215559	-53.14332061068703	0.5	0	0.0	13.418614182961498	66.56193479364853	-79282.12705660953	2.1404073775817523	0.09550000000000002	0	0.0	6.356664772793436	50.091064453125	220	220
2014-04-20_16:51:41_772345	8912063.0	121.0	19.0	-234.0	-1.5272900763358779	-51.792175572519085	-3.3692748091603053	0.225166015625	-0.095693359375	-1.024169921875	0.0	-27.35	-24.31006743073632	24.31006743073632	-86987.51953362103	-51.792175572519085	0.5	0	0.0	12.15503371536816	63.94720928788725	-76085.39107668087	-2.6147255057612853	0.09550000000000002	0	0.0	6.106958486993233	49.990234375	220	220
2014-04-20_16:51:41_822354	8962070.0	143.0	-26.0	-229.0	-4.038740458015267	-49.50209923664122	3.760496183206107	0.283271484375	0.2526953125	-0.97802734375	0.0	-31.99	-22.036996905179674	22.036996905179674	-85885.22851801384	-49.50209923664122	0.5	0	0.0	11.018498452589837	60.52059768923106	-73058.1495982226	-3.426611598656187	0.09550000000000002	0	0.0	5.779717079321567	50.02001953125	220	220
2014-04-20_16:51:41_872535	9012247.0	99.0	9.0	-249.0	-2.1532442748091603	-48.670038167938934	1.3482824427480917	0.335517578125	-0.210927734375	-0.907958984375	0.0	-21.68	-19.642238279098816	19.642238279098816	-84901.93691884975	-48.670038167938934	0.5	0	0.0	9.821119139549408	58.49115730748834	-70130.07883619348	-2.0294403817427167	0.09550000000000002	0	0.0	5.585905522865137	50.06005859375	220	220
2014-04-20_16:51:41_922526	9062245.0	128.0	-67.0	-249.0	-1.183778625954199	-47.6395038167939	2.875	0.04816406249999999	0.125986328125	-0.952880859375	0.0	-27.21	-17.461924902206196	17.461924902206196	-84029.85530707116	-47.6395038167939	0.5	0	0.0	8.730962451103098	56.370466267896994	-67314.83095516478	-2.1206910395913496	0.09550000000000002	0	0.0	5.383379528584164	49.94189453125	220	220
2014-04-20_16:51:41_972856	9112641.0	40.0	19.0	-257.0	-2.6494274809160308	-46.99828244274809	2.424618320610687	0.33673828125	-0.1984765625	-0.933349609375	0.0	-8.85	-14.984265285399754	14.984265285399754	-83279.84454040074	-46.99828244274809	0.5	0	0.0	7.492132642699877	54.49041508544797	-64587.410076261374	-1.880051182449023	0.09550000000000002	0	0.0	5.203834640660282	50.05322265625	220	220
2014-04-20_16:51:42_023363	9163109.0	79.0	10.0	-250.0	-1.3517175572519085	-40.76927480916031	-0.0410305343511449	0.064033203125	0.104990234375	-0.99609375	0.0	-17.54	-13.03605211089501	13.03605211089501	-82627.52316618068	-40.76927480916031	0.5	0	0.0	6.518026055447505	47.287300864607815	-62221.163238587396	-7.203114220840156	0.09550000000000002	0	0.0	4.515937232570047	50.039794921875	259	221
2014-04-20_16:51:42_073523	9213244.0	63.0	-31.0	-245.0	-1.6036259541984732	-39.784541984732826	-2.857824427480916	0.090888671875	0.095712890625	-0.859130859375	0.0	-14.42	-11.115305651596202	11.115305651596202	-82072.03739446076	-39.784541984732826	0.5	0	0.0	5.557652825798101	45.34219481053093	-59955.193694854184	-1.9451060540768879	0.09550000000000002	0	0.0	4.330179604405704	49.974853515625	259	222
2014-04-20_16:51:42_123730	9263445.0	24.0	-17.0	-258.0	0.373473282442748	-43.03645038167939	-1.2547709923664123	0.346748046875	-0.430166015625	-0.837646484375	0.0	-5.31	-8.889204518311638	8.889204518311638	-81627.30155111992	-43.03645038167939	0.5	0	0.0	4.444602259155819	47.48105264083521	-57579.66887197126	2.138857830304282	0.09550000000000002	0	0.0	4.534440527199763	50.031005859375	260	221
2014-04-20_16:51:42_174173	9313887.0	98.0	-38.0	-278.0	-0.5272900763358779	-62.14332061068703	-1.1020992366412212	0.19904296875	0.033212890625	-0.87109375	0.0	-19.42	-6.042202311811636	6.042202311811636	-81323.94198597902	-62.14332061068703	0.5	0	0.0	3.021101155905818	65.16442176659285	-54307.97262123041	17.683369125757643	0.09550000000000002	0	0.0	6.223202278709619	50.206787109375	220	220
2014-04-20_16:51:42_223682	9363396.0	8.0	-32.0	-275.0	-4.725763358778627	-98.15858778625955	4.058206106870229	-0.125908203125	-0.237294921875	-1.00634765625	0.0	-1.67	-1.1728166744317243	1.1728166744317243	-81265.64131490617	-98.15858778625955	0.5	0	0.0	0.5864083372158622	98.7449961234754	-49399.36272115886	33.58057435688255	0.09550000000000002	0	0.0	9.430147129791903	49.7099609375	220	220
2014-04-20_16:51:42_274014	9413730.0	-48.0	88.0	-273.0	-5.825000000000001	-116.15858778625955	0.14217557251908408	0.0911328125	1.725595703125	-0.55322265625	0.0	9.97	4.749175561892632	-4.749175561892632	-81503.40503274025	-116.15858778625955	0.5	0	0.0	-2.374587780946316	113.78400000531323	-43702.85676581474	15.039003881837829	0.09550000000000002	0	0.0	10.866372000507415	50.064208984375	220	220
2014-04-20_16:51:42_324012	9463723.0	-18.0	-66.0	-270.0	-0.9395038167938932	-137.13568702290075	-1.170801526717557	-0.169365234375	-0.449453125	-0.859130859375	0.0	3.81	11.45495101578445	-11.45495101578445	-82076.56368650783	-137.13568702290075	0.5	0	0.0	-5.727475507892225	131.40821151500853	-37127.73012387957	17.6242115096953	0.09550000000000002	0	0.0	12.549484199683317	50.035888671875	220	220
2014-04-20_16:51:42_374390	9514104.0	2.0	-6.0	-280.0	-7.771564885496183	-149.5631679389313	0.4017175572519085	-0.17400390625	-0.329580078125	-0.982177734375	0.0	-0.41	18.55578023499942	-18.55578023499942	-83005.55773672032	-149.5631679389313	0.5	0	0.0	-9.27789011749971	140.28527782143158	-30104.355909590096	8.877066306423046	0.09550000000000002	0	0.0	13.397244031946718	50.06494140625	220	220
2014-04-20_16:51:42_424649	9564365.0	-131.0	-25.0	-231.0	-4.985305343511451	-149.51736641221373	-1.7204198473282442	-0.343681640625	-0.377919921875	-1.017578125	0.0	29.56	26.097845867349243	-26.097845867349243	-84309.67270167083	-149.51736641221373	0.5	0	0.0	-13.048922933674621	136.46844347853911	-23284.998469575345	-3.816834342892463	0.09550000000000002	0	0.0	13.032736352200487	49.97021484375	220	220
2014-04-20_16:51:42_474606	9614354.0	-142.0	14.0	-216.0	0.2742366412213739	-147.67767175572519	-1.8730916030534353	-0.6993945312500001	0.25171875	-0.906494140625	0.0	33.32	33.474964299471345	-33.474964299471345	-85982.5873115764	-147.67767175572519	0.5	0	0.0	-16.737482149735673	130.9401896059895	-16741.249706888128	-5.528253872549612	0.09550000000000002	0	0.0	12.504788107371999	49.97509765625	220	220
2014-04-20_16:51:42_524936	9664711.0	-155.0	1.0	-187.0	-3.603625954198473	-151.02118320610688	3.8139312977099236	-0.7365039062500001	0.138193359375	-0.876220703125	0.0	39.66	41.00237420210758	-41.00237420210758	-88033.737087244	-151.02118320610688	0.5	0	0.0	-20.50118710105379	130.51999610505308	-10211.967782592794	-0.4201935009364206	0.09550000000000002	0	0.0	12.464659628032571	50.025146484375	220	220
2014-04-20_16:51:42_575720	9715438.0	-362.0	-130.0	45.0	-19.115076335877863	28.375763358778624	-5.834923664122137	-0.6376269531250001	0.06470703125	-1.548095703125	0.0	-82.92	37.12986746100126	-37.12986746100126	-89895.09831645289	28.375763358778624	0.5	0	0.0	-18.56493373050063	-46.940697089279254	-12565.156727471049	-177.46069319433235	0.09550000000000002	0	0.0	-4.482836572026169	50.131103515625	225	261
2014-04-20_16:51:42_625576	9765290.0	-211.0	59.0	-270.0	-2.718129770992367	34.7574427480916	-13.216603053435115	-0.8727343750000001	-0.456044921875	-0.8544921875	0.0	38.01	35.44718651359637	-35.44718651359637	-91664.50659462267	34.7574427480916	0.5	0	0.0	-17.723593256798186	-52.48103600488979	-15184.839378966108	-5.540338915610533	0.09550000000000002	0	0.0	-5.011938938466976	49.916748046875	220	220
2014-04-20_16:51:42_675954	9815669.0	-115.0	19.0	-217.0	-0.26774809160305413	22.76507633587786	-2.926526717557252	-0.8683398437500001	0.169931640625	-0.781494140625	0.0	27.92	34.180937068256895	-34.180937068256895	-93373.99573066848	22.76507633587786	0.5	0	0.0	-17.090468534128448	-39.85554487000631	-17178.13233142104	12.625491134883475	0.09550000000000002	0	0.0	-3.8062045350856035	50.012939453125	228	258
2014-04-20_16:51:42_726002	9865717.0	-166.0	10.0	-207.0	2.6940839694656487	34.96354961832061	-3.2166030534351147	-0.5048144531250001	-0.088857421875	-1.05859375	0.0	38.73	32.56120776901688	-32.56120776901688	-94999.67921454829	34.96354961832061	0.5	0	0.0	-16.28060388450844	-51.24415350282905	-19736.59928344302	-11.388608632822738	0.09550000000000002	0	0.0	-4.8938166595201755	49.927001953125	224	263
2014-04-20_16:51:42_776074	9915790.0	-131.0	-5.0	-205.0	5.678816793893129	46.44446564885496	-0.7814885496183205	-0.428154296875	0.10181640625	-0.9501953125	0.0	32.58	30.283944008653215	-30.283944008653215	-96515.14071049499	46.44446564885496	0.5	0	0.0	-15.141972004326608	-61.58643765318156	-22818.49227958811	-10.342284150352512	0.09550000000000002	0	0.0	-5.88150479587884	50.041748046875	220	220
2014-04-20_16:51:42_825829	9965547.0	-161.0	-54.0	-194.0	5.6559160305343505	66.41393129770992	2.325381679389313	-0.4059375	-0.22630859375	-0.80517578125	0.0	39.69	27.213979084728827	-27.213979084728827	-97877.44752189415	66.41393129770992	0.5	0	0.0	-13.606989542364413	-80.02092084007434	-26824.266120137556	-18.434483186892777	0.09550000000000002	0	0.0	-7.6419979402271005	50.05908203125	220	220
2014-04-20_16:51:42_875940	10015656.0	-134.0	45.0	-222.0	5.00706106870229	87.77270992366412	-0.7051526717557252	-0.5140917968750001	-0.19310546875	-0.8125	0.0	31.12	22.992134216839638	-22.992134216839638	-99026.80163360533	87.77270992366412	0.5	0	0.0	-11.496067108419819	-99.26877703208395	-31786.614372384713	-19.247856192009607	0.09550000000000002	0	0.0	-9.480168206564018	49.989013671875	220	220
2014-04-20_16:51:42_926245	10065994.0	-100.0	-2.0	-229.0	4.205534351145038	97.48263358778625	-0.42270992366412197	-0.6122363281250001	0.54908203125	-0.8671875	0.0	23.59	18.222719053286337	-18.222719053286337	-99938.84516309749	97.48263358778625	0.5	0	0.0	-9.111359526643168	-106.59399311442942	-37121.62290862262	-7.325216082345477	0.09550000000000002	0	0.0	-10.179726342428012	50.0498046875	220	220
2014-04-20_16:51:42_976604	10116326.0	-60.0	-66.0	-283.0	3.6253816793893128	96.69637404580152	2.615458015267176	-0.5917285156250001	0.260263671875	-0.98486328125	0.0	11.97	13.355308299588888	-13.355308299588888	-100607.21052356696	96.69637404580152	0.5	0	0.0	-6.677654149794444	-103.37402819559597	-42294.96807357527	3.2199649188334547	0.09550000000000002	0	0.0	-9.872219692679417	50.044921875	220	220
2014-04-20_16:51:43_026580	10166298.0	-41.0	5.0	-261.0	4.793320610687022	96.5513358778626	-0.4837786259541984	-0.17107421875	-0.139150390625	-0.893310546875	0.0	8.93	8.53614313094975	-8.53614313094975	-101033.98225178602	96.5513358778626	0.5	0	0.0	-4.268071565474875	-100.81940744333747	-47335.520005818675	2.5546207522585007	0.09550000000000002	0	0.0	-9.62825341083873	49.995849609375	220	220
2014-04-20_16:51:43_076829	10216624.0	-57.0	-64.0	-257.0	4.487977099236641	92.30706106870228	0.22614503816793907	-0.116142578125	-0.105947265625	-1.1181640625	0.0	12.51	4.0929604889720235	-4.0929604889720235	-101238.60929181805	92.30706106870228	0.5	0	0.0	-2.0464802444860117	-94.35354131318829	-52052.7133252946	6.46586613014918	0.09550000000000002	0	0.0	-9.010763195409483	49.994873046875	220	220
2014-04-20_16:51:43_127223	10266946.0	-14.0	-61.0	-270.0	1.0833969465648852	85.35286259541985	-6.033396946564885	-0.21892578125	0.215830078125	-1.124267578125	0.0	2.97	-0.12060111035443591	0.12060111035443591	-101232.56657553923	85.35286259541985	0.5	0	0.0	0.060300555177217954	-85.29256204024263	-56326.29548045061	9.060979272945659	0.09550000000000002	0	0.0	-8.145439674843173	50.10498046875	220	220
2014-04-20_16:51:43_177450	10317166.0	-44.0	-29.0	-272.0	3.7322519083969463	75.27652671755725	-1.7356870229007635	0.00031249999999999334	-0.297841796875	-1.05419921875	0.0	9.19	-3.6346194406417593	3.6346194406417593	-101050.26059535344	75.27652671755725	0.5	0	0.0	1.8173097203208797	-73.45921699723637	-60010.877808001445	11.833345043006261	0.09550000000000002	0	0.0	-7.0153552232360745	50.158203125	220	220
2014-04-20_16:51:43_227344	10367063.0	1.0	-62.0	-275.0	1.6711832061068699	65.4368320610687	-1.224236641221374	-0.138115234375	0.18482421875	-0.90625	0.0	-0.21	-6.7598801209041	6.7598801209041	-100713.5967805625	65.4368320610687	0.5	0	0.0	3.37994006045205	-62.05689200061665	-63101.51101766302	11.402324996619718	0.09550000000000002	0	0.0	-5.926433186058891	49.80322265625	220	220
2014-04-20_16:51:43_277827	10417552.0	54.0	-55.0	-273.0	2.2589694656488546	56.207824427480915	1.0505725190839696	0.19953125	-0.28490234375	-0.90771484375	0.0	-11.19	-9.604366314111312	9.604366314111312	-100233.08067322562	56.207824427480915	0.5	0	0.0	4.802183157055656	-51.40564127042526	-65673.3869572686	10.651250730191393	0.09550000000000002	0	0.0	-4.909238741325613	50.031005859375	224	263
2014-04-20_16:51:43_328072	10467825.0	41.0	-49.0	-266.0	1.3276717557251905	46.146755725190836	0.5238549618320612	-0.04656250000000001	0.1237890625	-1.0078125	0.0	-8.76	-11.846146290101423	11.846146290101423	-99641.45011610138	46.146755725190836	0.5	0	0.0	5.9230731450507115	-40.22368258014012	-67682.27315128445	11.181958690285136	0.09550000000000002	0	0.0	-3.841361686403382	49.94287109375	228	258
2014-04-20_16:51:43_378313	10518034.0	52.0	-82.0	-279.0	-0.01583969465648849	37.329961832061066	0.04293893129770998	0.278876953125	0.052744140625	-1.028564453125	0.0	-10.56	-13.650837187865655	13.650837187865655	-98958.43167718712	37.329961832061066	0.5	0	0.0	6.825418593932827	-30.50454323812824	-69208.56529114083	9.719139342011882	0.09550000000000002	0	0.0	-2.9131838792412474	50.034912109375	231	254
2014-04-20_16:51:43_428517	10568239.0	37.0	-56.0	-274.0	3.251335877862595	42.23072519083969	0.31774809160305356	0.388984375	-0.129140625	-0.88330078125	0.0	-7.69	-15.600947336697887	15.600947336697887	-98178.38431035222	42.23072519083969	0.5	0	0.0	7.8004736683489435	-34.43025152249075	-70930.07786726537	-3.9257082843625106	0.09550000000000002	0	0.0	-3.288089020397867	50.0	230	256
2014-04-20_16:51:43_478665	10618378.0	37.0	-33.0	-264.0	0.9154580152671752	55.0398854961832	0.4398854961832062	0.09650390625	0.095224609375	-1.05859375	0.0	-7.98	-18.14997389503721	18.14997389503721	-97269.36573253249	55.0398854961832	0.5	0	0.0	9.074986947518605	-45.9648985486646	-73232.17190607608	-11.53464702617385	0.09550000000000002	0	0.0	-4.38964781139747	50.083740234375	226	260
2014-04-20_16:51:43_528690	10668442.0	6.0	70.0	-279.0	3.5643129770992363	67.26125954198473	-3.5677480916030535	-0.2037890625	0.184580078125	-1.23193359375	0.0	-1.23	-21.10550245669288	21.10550245669288	-96214.70378225457	67.26125954198473	0.5	0	0.0	10.55275122834644	-56.70850831363829	-76065.94978452916	-10.74360976497369	0.09550000000000002	0	0.0	-5.4156625439524575	49.970947265625	220	220
2014-04-20_16:51:43_578756	10718475.0	87.0	-39.0	-249.0	3.3353053435114504	88.97118320610687	-0.3540076335877861	0.4329296875	-0.29955078125	-0.950927734375	0.0	-19.26	-25.43038715707747	25.43038715707747	-94942.5449395674	88.97118320610687	0.5	0	0.0	12.715193578538734	-76.25598962756814	-79880.66683595924	-19.54748131392985	0.09550000000000002	0	0.0	-7.282447009432759	50.025146484375	220	220
2014-04-20_16:51:43_628745	10768492.0	108.0	-46.0	-237.0	5.037595419847328	108.06278625954198	0.6383587786259544	0.296455078125	-0.375478515625	-0.9638671875	0.0	-24.5	-30.707716727037216	30.707716727037216	-93406.91170217744	108.06278625954198	0.5	0	0.0	15.353858363518608	-92.70892789602337	-84516.86015327519	-16.452938268455227	0.09550000000000002	0	0.0	-8.853702614070233	50.008056640625	220	220
2014-04-20_16:51:43_679165	10818881.0	147.0	-22.0	-238.0	1.2895038167938928	110.26889312977099	1.974236641221374	0.383125	0.347666015625	-0.927490234375	0.0	-31.7	-36.12962623143753	36.12962623143753	-91600.82732253437	110.26889312977099	0.5	0	0.0	18.064813115718763	-92.20408001405222	-89126.05116970031	0.5048478819711448	0.09550000000000002	0	0.0	-8.805489641341989	49.989013671875	220	220
