datetime	reltime	speed	x	y	z	d	error	integral	derivative	dt	diff_speed
2014-01-12_15:45:02_831358	368824.1875	19.6	39.0	85.0	-211.0	0.0	100.66666666666667	73751.13338216145	1.0420119203372586	17.9140625	1.052816098337747
2014-01-12_15:45:02_849446	370633.890625	17.71	22.0	54.0	-222.0	0.0	66.66666666666667	74945.46931966145	-1.8978468247478877	17.9150390625	-1.8904307033880243
2014-01-12_15:45:02_867985	372487.28125	17.53	37.0	51.0	-137.0	0.0	63.333333333333336	76086.59806315103	-0.1850020099095316	18.017822265625	-0.17790781059556676
2014-01-12_15:45:02_886043	374293.6875	19.3	81.0	183.0	-307.0	0.0	96.0	77861.63712565103	1.7667216830615522	18.489990234375	1.7771002994328087
2014-01-12_15:45:02_904093	376098.078125	18.96	30.0	35.0	-292.0	0.0	89.66666666666667	79476.53466796874	-0.35165629645695773	18.010009765625	-0.3418948644436114
2014-01-12_15:45:02_922155	377904.296875	21.15	50.0	169.0	-289.0	0.0	129.0	81807.19555664061	2.177064893765568	18.067138671875	2.190782965721134
2014-01-12_15:45:02_940238	379712.578125	18.95	-29.0	64.0	-287.0	0.0	89.33333333333333	83411.61873372394	-2.2086165334493324	17.9599609375	-2.198849083928662
2014-01-12_15:45:02_958304	381519.390625	20.68	63.0	128.0	-342.0	0.0	120.33333333333333	85584.43448893227	1.7168199026500812	18.056640625	1.729709080328304
2014-01-12_15:45:02_976415	383330.078125	19.42	-41.0	100.0	-290.0	0.0	97.33333333333333	87336.62459309894	-1.2776391450580449	18.001953125	-1.2670324454787805
2014-01-12_15:45:02_994506	385139.390625	20.17	31.0	104.0	-326.0	0.0	110.66666666666667	89335.37915039061	0.7382374940297571	18.06103515625	0.7501975144879277
2014-01-12_15:45:03_012500	386938.59375	19.27	7.0	79.0	-196.0	0.0	94.33333333333333	91035.35978190103	-0.9063501955365293	18.02099609375	-0.8960065086053769
2014-01-12_15:45:03_030737	388763.0	18.63	68.0	65.0	-156.0	0.0	82.66666666666667	92519.6260579427	-0.6497785875836807	17.954833984375	-0.6405867246564346
2014-01-12_15:45:03_048828	390572.09375	19.65	10.0	159.0	-300.0	0.0	101.0	94354.3936360677	1.0092104791599468	18.166015625	1.0202540230963075
2014-01-12_15:45:03_066713	392360.5	19.74	-42.0	83.0	-86.0	0.0	102.33333333333333	96202.03995768228	0.07384770713326276	18.05517578125	0.08504306086617291
2014-01-12_15:45:03_085010	394198.203125	20.72	93.0	117.0	-277.0	0.0	119.66666666666667	98332.60913085936	0.9735530994889803	17.80419921875	0.9865030922469555
2014-01-12_15:45:03_103731	396062.296875	18.33	33.0	27.0	-265.0	0.0	75.66666666666667	99721.15527343749	-2.3977117009246323	18.350830078125	-2.3891478227052314
2014-01-12_15:45:03_121842	397873.09375	19.85	16.0	167.0	-207.0	0.0	103.66666666666667	101649.16292317706	1.5055265299692824	18.59814453125	1.516909688265181
2014-01-12_15:45:03_139901	399679.078125	18.38	-10.0	37.0	-305.0	0.0	77.0	103039.01668294269	-1.4773736581319126	18.050048828125	-1.4686432679650832
2014-01-12_15:45:03_158143	401505.984375	21.08	-7.0	172.0	-320.0	0.0	125.33333333333333	105298.68855794269	2.6808218683421803	18.029296875	2.694408188561093
2014-01-12_15:45:03_176168	403305.78125	20.1	24.0	113.0	-174.0	0.0	107.33333333333333	107251.59969075519	-0.9892923275098623	18.19482421875	-0.9774864781796214
2014-01-12_15:45:03_194113	405100.296875	22.0	86.0	139.0	-363.0	0.0	141.33333333333334	109795.59969075519	1.8888888888888897	18.0	1.9041201782191306
2014-01-12_15:45:03_212275	406915.6875	21.51	112.0	145.0	-297.0	0.0	132.33333333333334	112179.82893880206	-0.4995325013211919	18.016845703125	-0.4851773696984706
2014-01-12_15:45:03_230352	408723.90625	20.97	-52.0	83.0	-120.0	0.0	122.33333333333333	114369.49405924477	-0.5586851258269121	17.899169921875	-0.5453080975529864
2014-01-12_15:45:03_248253	410513.890625	19.62	23.0	65.0	-248.0	0.0	97.66666666666667	116136.57877604164	-1.3633251921718905	18.093017578125	-1.3523971597174633
2014-01-12_15:45:03_266420	412330.984375	19.2	-117.0	122.0	-17.0	0.0	90.0	117743.87858072914	-0.42929141034404217	17.85888671875	-0.4191139715582349
2014-01-12_15:45:03_284391	414128.28125	21.37	38.0	200.0	-324.0	0.0	129.0	120076.20865885414	2.157070325159339	18.080078125	2.1711710872459276
2014-01-12_15:45:03_302555	415951.296875	21.74	15.0	84.0	-288.0	0.0	135.33333333333334	122503.68424479164	0.35308742797513776	17.93701171875	0.367845798150919
2014-01-12_15:45:03_320810	417769.984375	22.0	13.0	161.0	-177.0	0.0	148.33333333333334	125200.98974609372	0.7149109852044789	18.18408203125	0.7309963284352732
2014-01-12_15:45:03_338980	419586.796875	20.32	105.0	108.0	-245.0	0.0	117.66666666666667	127335.4504394531	-1.6905649542626167	18.139892578125	-1.6775249330915554
2014-01-12_15:45:03_357046	421392.890625	20.69	108.0	103.0	-277.0	0.0	124.0	129579.7414550781	0.3499249107472053	18.09912109375	0.36362070816175607
2014-01-12_15:45:03_375288	423224.5	21.09	-25.0	182.0	-334.0	0.0	131.0	131939.69238281247	0.3885674016452317	18.014892578125	0.40298679856905983
2014-01-12_15:45:03_393400	425028.890625	20.28	-19.0	63.0	-269.0	0.0	116.0	134055.64453124997	-0.8223248343706083	18.240966796875	-0.8093842779252958
2014-01-12_15:45:03_412298	426918.1875	20.31	81.0	104.0	-315.0	0.0	116.33333333333333	136178.84147135413	0.018263862878341725	18.2509765625	0.0312589846263886
2014-01-12_15:45:03_430380	428726.59375	19.12	57.0	115.0	-262.0	0.0	94.0	137920.64127604163	-1.2052667176122338	18.52978515625	-1.1944875111994735
2014-01-12_15:45:03_448463	430534.6875	20.72	-34.0	149.0	-77.0	0.0	122.66666666666667	140134.15169270828	1.5886279178843312	18.044921875	1.602295926067925
2014-01-12_15:45:03_466760	432364.984375	22.0	-30.0	186.0	-318.0	0.0	150.0	142844.07600911453	1.5129573823069677	18.066162109375	1.529385823067059
2014-01-12_15:45:03_484731	434161.78125	21.74	29.0	100.0	-197.0	0.0	145.0	145485.83015950516	-0.2744388609715243	18.218994140625	-0.25848400266992927
2014-01-12_15:45:03_503018	435991.09375	20.03	32.0	56.0	-145.0	0.0	114.0	147529.9536946614	-1.7288583293621076	17.930908203125	-1.715983029825161
2014-01-12_15:45:03_520583	437746.875	20.24	-32.0	197.0	-230.0	0.0	117.66666666666667	149676.53727213538	0.2009912164483049	18.242919921875	0.2142546484876929
2014-01-12_15:45:03_538361	439524.984375	20.23	-23.0	99.0	-98.0	0.0	117.33333333333333	151732.79248046872	-0.019020552970568837	17.52490234375	-0.005769891712430817
2014-01-12_15:45:03_556479	441339.484375	20.4	72.0	64.0	-226.0	0.0	120.0	153858.22216796872	0.15055779162301766	17.7119140625	0.16409637384469736
2014-01-12_15:45:03_574519	443140.890625	17.86	66.0	59.0	-252.0	0.0	74.0	155196.79833984372	-2.543000593856287	18.0888671875	-2.5340486258728885
2014-01-12_15:45:03_592526	444941.6875	17.91	-13.0	101.0	-355.0	0.0	74.66666666666667	156553.50406901038	0.03669018027096656	18.170166015625	0.04572238197832333
2014-01-12_15:45:03_610453	446734.0	19.76	51.0	162.0	-290.0	0.0	107.33333333333333	158459.66650390622	1.8394141852941441	17.75927734375	1.8517321152925166
2014-01-12_15:45:03_628439	448532.390625	19.83	61.0	62.0	-257.0	0.0	108.33333333333333	160395.46362304685	0.055963164869997674	17.868896484375	0.06840045283956148
2014-01-12_15:45:03_646242	450313.09375	19.9	-18.0	104.0	-275.0	0.0	109.33333333333333	162355.61596679685	0.05577797750360868	17.92822265625	0.06833486699660998
2014-01-12_15:45:03_664229	452110.59375	19.14	-18.0	121.0	-282.0	0.0	95.66666666666667	164055.98819986975	-0.7689166048551774	17.77392578125	-0.7577093783065121
2014-01-12_15:45:03_682502	453938.890625	18.04	1.0	2.0	-284.0	0.0	75.66666666666667	165414.86621093747	-1.113663861662067	17.958740234375	-1.104443046333291
2014-01-12_15:45:03_700408	455729.703125	18.74	8.0	142.0	-337.0	0.0	88.33333333333333	167020.6739095052	0.6967763885344895	18.178955078125	0.7072799286069179
2014-01-12_15:45:03_718957	457585.0	18.32	9.0	98.0	-275.0	0.0	80.66666666666667	168461.38924153644	-0.4292620691226386	17.860107421875	-0.41951078856355656
2014-01-12_15:45:03_737087	459397.890625	19.94	16.0	91.0	-294.0	0.0	110.33333333333333	170503.55257161456	1.6028209761738308	18.509033203125	1.6155593450328802
2014-01-12_15:45:03_754695	461161.890625	19.9	96.0	139.0	-294.0	0.0	109.33333333333333	172483.9913736979	-0.055206620481440545	18.11376953125	-0.042548447234370235
2014-01-12_15:45:03_772880	462976.875	19.42	42.0	72.0	-71.0	0.0	100.66666666666667	174252.5149739583	-0.4933179542054035	17.568115234375	-0.4815087623889972
2014-01-12_15:45:03_790832	464771.984375	20.26	27.0	136.0	-368.0	0.0	115.66666666666667	176343.7491048177	0.8296536358112214	18.079833984375	0.8429837399689363
2014-01-12_15:45:03_808821	466570.78125	18.74	-129.0	57.0	-78.0	0.0	88.33333333333333	177925.36002604166	-1.5265729466359423	17.905029296875	-1.5159603597023485
2014-01-12_15:45:03_826863	468375.171875	20.26	24.0	153.0	-277.0	0.0	115.33333333333333	179994.43326822916	1.5050216379521515	17.93994140625	1.518354915618167
2014-01-12_15:45:03_845033	470199.390625	19.25	18.0	81.0	-290.0	0.0	97.0	181738.3966471354	-1.0197079565103244	17.97900390625	-1.0081905725438531
2014-01-12_15:45:03_863131	472004.703125	20.2	82.0	108.0	-128.0	0.0	114.0	183815.58463541666	0.9329921080487183	18.220947265625	0.9462302638950725
2014-01-12_15:45:03_881099	473798.390625	19.21	16.0	99.0	-305.0	0.0	96.0	185541.38151041666	-1.0012765841866529	17.97705078125	-0.9898211703715487
2014-01-12_15:45:03_899113	475599.6875	19.46	137.0	94.0	-288.0	0.0	100.33333333333333	187340.1553548177	0.24170786068025701	17.927978515625	0.2536145955671385
2014-01-12_15:45:03_917529	477442.1875	20.05	-43.0	139.0	-314.0	0.0	110.66666666666667	189322.7530110677	0.5767965839920056	17.9150390625	0.589756478188783
2014-01-12_15:45:03_935534	479242.390625	19.07	-9.0	44.0	-277.0	0.0	92.33333333333333	191018.81445312497	-0.9980639473322794	18.368896484375	-0.9869204258544149
2014-01-12_15:45:03_953486	481037.390625	20.02	26.0	145.0	-359.0	0.0	109.33333333333333	192983.45117187497	0.9460612483356431	17.96923828125	0.9589244161806951
2014-01-12_15:45:03_971503	482838.578125	20.2	-79.0	148.0	-32.0	0.0	112.33333333333333	195002.10530598956	0.16694291226258728	17.97021484375	0.18012626664898052
2014-01-12_15:45:03_989810	484670.09375	20.33	73.0	50.0	-351.0	0.0	114.33333333333333	197057.36979166666	0.11125899769115849	17.97607421875	0.12466290472240849
2014-01-12_15:45:04_007916	486480.6875	19.37	-42.0	92.0	-99.0	0.0	96.66666666666667	198814.47998046875	-0.9719241221531252	18.177001953125	-0.9602693106866538
2014-01-12_15:45:04_026747	488363.484375	18.03	38.0	75.0	-224.0	0.0	72.33333333333333	200124.0029296875	-1.3440857314957166	18.10400390625	-1.3348511581330864
2014-01-12_15:45:04_045001	490196.484375	17.99	-24.0	47.0	-269.0	0.0	71.33333333333333	201458.1417643229	-0.053467698774263446	18.702880859375	-0.04431978402328689
2014-01-12_15:45:04_063400	492029.0	17.16	113.0	46.0	-332.0	0.0	56.0	202482.2198893229	-0.8384776958951901	18.287109375	-0.8308528736962968
2014-01-12_15:45:04_081297	493818.1875	18.53	4.0	150.0	-291.0	0.0	81.0	203966.7189127604	1.3640965524591038	18.3271484375	1.3742362196482314
2014-01-12_15:45:04_099336	495622.296875	19.63	66.0	105.0	-299.0	0.0	100.33333333333333	205752.65714518228	1.086139342650884	17.800048828125	1.0982302025556692
2014-01-12_15:45:04_117637	497452.59375	21.87	37.0	166.0	-341.0	0.0	140.33333333333334	208279.37662760416	2.221589445280615	18.005126953125	2.237705572380224
2014-01-12_15:45:04_135712	499260.0	18.2	-23.0	-51.0	-271.0	0.0	73.33333333333333	209613.9501953125	-3.68157548764455	18.19873046875	-3.6721460148092637
2014-01-12_15:45:04_153238	501012.390625	18.41	52.0	116.0	-390.0	0.0	77.0	211000.11938476562	0.2036788405639867	18.002197265625	0.21348884175783434
2014-01-12_15:45:04_171235	502815.078125	16.25	-21.0	52.0	-45.0	0.0	39.0	211684.533203125	-2.1653566310986214	17.549072265625	-2.15933978576659
2014-01-12_15:45:04_189457	504634.875	19.69	25.0	133.0	-317.0	0.0	100.33333333333333	213482.91512044272	3.421841444533736	17.924072265625	3.434009607018274
2014-01-12_15:45:04_207503	506439.28125	19.22	-46.0	90.0	-167.0	0.0	91.66666666666667	215145.3133951823	-0.4778905611947259	18.13525390625	-0.4665724413941074
2014-01-12_15:45:04_225699	508258.890625	20.64	6.0	128.0	-193.0	0.0	117.0	217252.25602213544	1.4067777461440776	18.008056640625	1.420650268704299
2014-01-12_15:45:04_243707	510066.578125	19.01	78.0	44.0	-294.0	0.0	87.33333333333333	218836.4733072917	-1.6354378361888358	18.139892578125	-1.6245161381224296
2014-01-12_15:45:04_261875	511876.484375	20.25	-76.0	156.0	-101.0	0.0	109.33333333333333	220808.74414062503	1.2195755738414897	18.0390625	1.2327169946162293
2014-01-12_15:45:04_280091	513697.375	20.43	108.0	137.0	-275.0	0.0	112.33333333333333	222834.556233724	0.16635303992310504	18.033935546875	0.17981471881877562
2014-01-12_15:45:04_298390	515527.296875	21.94	91.0	126.0	-299.0	0.0	139.66666666666666	225381.56339518234	1.498839741530113	18.236328125	1.5150602238307314
2014-01-12_15:45:04_316528	517341.484375	22.0	35.0	169.0	-305.0	0.0	144.0	227996.16886393234	0.23865933405942333	18.156982421875	0.25533929574806263
2014-01-12_15:45:04_334757	519164.671875	19.91	3.0	22.0	-283.0	0.0	105.66666666666667	229921.69620768234	-2.1036084315827077	18.22265625	-2.090742547953964
2014-01-12_15:45:04_352615	520950.09375	20.33	10.0	148.0	-348.0	0.0	113.0	231961.90348307297	0.40616788140215154	18.054931640625	0.41978750043698226
2014-01-12_15:45:04_370523	522740.796875	18.39	-21.0	65.0	-86.0	0.0	78.33333333333333	233356.0111490886	-1.947880799850017	17.797119140625	-1.9377139064051927
2014-01-12_15:45:04_388589	524548.09375	19.49	56.0	80.0	-232.0	0.0	97.66666666666667	235099.8237304688	1.0828125925824645	17.854736328125	1.094930257486436
2014-01-12_15:45:04_406728	526361.484375	18.55	42.0	97.0	-222.0	0.0	80.66666666666667	236553.43863932297	-0.9433952039019103	18.02001953125	-0.9329630028488505
2014-01-12_15:45:04_424578	528146.484375	19.1	-22.0	94.0	-145.0	0.0	90.33333333333333	238187.11344401047	0.534514102633331	18.0849609375	0.5459293071011044
2014-01-12_15:45:04_442670	529955.890625	18.53	-46.0	49.0	-279.0	0.0	80.0	239613.91031901047	-0.5793863731770973	17.8349609375	-0.5689902340739071
2014-01-12_15:45:04_460731	531761.875	19.36	49.0	141.0	-256.0	0.0	94.66666666666667	241320.84554036462	0.813413670931781	18.031005859375	0.8252935460538513
2014-01-12_15:45:04_479080	533596.171875	19.57	34.0	105.0	-285.0	0.0	98.33333333333333	243088.87695312503	0.20393051444296537	17.97998046875	0.21619473654582994
