datetime	reltime	speed	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	avgy	error	integral	derivative	Kp	Ki	Kd	dt	diff_speed
2014-02-01_22:42:39_665603	5231250.0	25.0	-9.0	492.0	-155.0	5.129770992366412	6.4961832061068705	1.9465648854961832	-1.21923828125	0.139404296875	0.5966796875	0.0	-36.27	-9.492461777492347	-0.33120941303183343	9.492461777492347	433.0042473347019	104.85179012992822	0.2120000000000001	0.013000000000000001	0.500000000000001	0.036473876953125	60.06735217714372
2014-02-01_22:42:39_705196	5235208.890625	25.0	79.0	111.0	-104.0	-28.885496183206108	6.694656488549619	7.33587786259542	-1.11962890625	-0.89697265625	0.771240234375	0.0	-23.44	-11.73324347089121	-0.4093943988447736	11.73324347089121	433.46400370935794	57.18601986418364	0.2120000000000001	0.014000000000000002	0.500000000000001	0.03918408203125	37.14895359985183
2014-02-01_22:42:39_743648	5239053.984375	13.79	-24.0	181.0	-30.0	30.198473282442748	-35.35114503816794	8.595419847328245	0.19873046875	0.26220703125	1.99993896484375	0.0	-40.31	-10.202696295607133	-0.35599079886975343	10.202696295607133	433.8568174803094	-39.75346372836767	0.2120000000000001	0.015000000000000003	0.500000000000001	0.0385009765625	-11.205907987310518
2014-02-01_22:42:39_782929	5242982.890625	10.0	232.0	210.0	-310.0	-31.198473282442748	-48.38931297709924	3.435114503816794	-0.726318359375	0.341064453125	-1.691650390625	0.0	-17.06	-4.823623322174192	-0.16830507055736887	4.823623322174192	434.04433583695896	-138.36843661563836	0.2120000000000001	0.016000000000000004	0.500000000000001	0.038875	-61.21690079012705
2014-02-01_22:42:39_821242	5246816.890625	10.0	17.0	24.0	-512.0	49.18320610687023	-61.88549618320611	1.717557251908397	-0.171875	-0.34521484375	1.99993896484375	0.0	-1.34	3.2568865106209914	0.11363874775369824	-3.2568865106209914	433.9181243284276	-208.517462310788	0.2120000000000001	0.017000000000000005	0.500000000000001	0.038752197265625	-97.5725829820626
2014-02-01_22:42:39_860984	5250788.28125	10.0	-103.0	32.0	178.0	17.748091603053435	-15.83206106870229	-1.3587786259541985	-0.98486328125	-0.27783203125	1.989013671875	0.0	5.1	5.391461546837669	0.18811798837535482	-5.391461546837669	433.7121181096017	-55.864717541985414	0.2120000000000001	0.018000000000000006	0.500000000000001	0.038209716796875	-21.268530492949516
2014-02-01_22:42:39_899712	5254664.1875	10.0	-92.0	36.0	149.0	-65.65648854961832	-6.061068702290076	11.297709923664122	-0.928466796875	-0.11474609375	-0.707763671875	0.0	6.79	6.31811759458013	0.22045071858269819	-6.31811759458013	433.45788328933287	-23.028796264709293	0.2120000000000001	0.019000000000000006	0.500000000000001	0.040239013671875	-4.61813927990833
2014-02-01_22:42:39_938688	5258557.890625	10.0	1.0	57.0	-420.0	44.083969465648856	-38.49618320610687	1.4122137404580153	-1.31982421875	-0.200927734375	-0.279052734375	0.0	-3.87	10.071926849095204	0.3514280128784091	-10.071926849095204	433.0706378655106	-97.63341253655153	0.2120000000000001	0.020000000000000007	0.500000000000001	0.038447998046875	-42.29054200297384
2014-02-01_22:42:39_976983	5262387.484375	10.0	-91.0	187.0	2.0	-0.8854961832061069	-1.366412213740458	2.4122137404580153	-0.064453125	0.14111328125	-0.67138671875	0.0	44.71	13.704351978421753	0.4781699922687283	-13.704351978421753	432.5469114670149	-95.04969130931846	0.2120000000000001	0.021000000000000008	0.500000000000001	0.038216064453125	-41.346683133277416
2014-02-01_22:42:40_015171	5266207.390625	25.0	140.0	104.0	-338.0	-18.580152671755727	26.740458015267176	2.213740458015267	-0.44873046875	-0.087158203125	1.907470703125	0.0	-8.55	8.198517336799807	0.286061316706204	-8.198517336799807	432.2350235345393	144.73044982725898	0.2120000000000001	0.02200000000000001	0.500000000000001	0.0380419921875	80.13630975598794
2014-02-01_22:42:40_053432	5270032.59375	25.0	50.0	99.0	-344.0	-48.67175572519084	29.404580152671755	-5.8320610687022905	-0.15185546875	-0.131591796875	-0.40673828125	0.0	-8.03	2.9569650837796075	0.1031739387222473	-2.9569650837796075	432.1221629055421	137.32944016612234	0.2120000000000001	0.02300000000000001	0.500000000000001	0.038167724609375	77.9766532321275
2014-02-01_22:42:40_091847	5273874.6875	25.0	-13.0	2.0	-181.0	-5.061068702290076	58.13740458015267	-7.938931297709924	-0.373779296875	-0.000732421875	0.478515625	0.0	-0.32	-4.530778355733155	-0.15808717221678836	4.530778355733155	432.29523399291344	196.01948785491953	0.2120000000000001	0.02400000000000001	0.500000000000001	0.038198974609375	109.34535455470532
2014-02-01_22:42:40_130162	5277706.1875	25.0	11.0	239.0	-419.0	10.51908396946565	40.770992366412216	-12.580152671755725	-0.308837890625	0.361328125	1.37890625	0.0	-14.86	-10.602204656802233	-0.3699303788137555	10.602204656802233	432.7016276794214	158.3944493718564	0.2120000000000001	0.025000000000000012	0.500000000000001	0.0383310546875	92.26243276515598
2014-02-01_22:42:40_168594	5281551.890625	25.0	-11.0	511.0	-116.0	-4.106870229007634	58.44274809160305	-10.183206106870228	-0.483154296875	0.16064453125	1.19482421875	0.0	-38.62	-20.643014474227794	-0.7202726613477947	20.643014474227794	433.4946500460104	261.3704116387151	0.2120000000000001	0.026000000000000013	0.500000000000001	0.038416015625	146.33238578909038
2014-02-01_22:42:40_207465	5285435.578125	25.0	20.0	134.0	-437.0	-47.0	47.63358778625954	-4.534351145038168	0.28857421875	-0.03662109375	1.4501953125	0.0	-8.53	-25.344712386719934	-0.8843235305903675	25.344712386719934	434.4704771619644	122.11505437093183	0.2120000000000001	0.027000000000000014	0.500000000000001	0.038502197265625	78.16130909482371
2014-02-01_22:42:40_245778	5289268.28125	25.0	-17.0	25.0	-184.0	-8.595419847328245	18.206106870229007	-3.0	-0.1025390625	-0.100341796875	1.076904296875	0.0	-3.87	-25.440180449694303	-0.8876545865210852	25.440180449694303	435.442520619264	2.498576304394879	0.2120000000000001	0.028000000000000014	0.500000000000001	0.038208984375	18.83499698487203
2014-02-01_22:42:40_283909	5293080.0	25.0	74.0	-64.0	-366.0	15.557251908396946	19.236641221374047	-0.648854961832061	-0.5322265625	0.106689453125	1.99993896484375	0.0	4.96	-24.76958150897424	-0.8642561587220601	24.76958150897424	436.3888202268935	-17.553061406849093	0.2120000000000001	0.029000000000000015	0.500000000000001	0.0382041015625	9.129896363057894
2014-02-01_22:42:40_322100	5296899.390625	12.47	-85.0	124.0	142.0	-50.282442748091604	18.015267175572518	-0.7709923664122137	-1.269287109375	-1.13818359375	1.084228515625	0.0	20.57	-22.45040237396357	-0.7833357422876333	22.45040237396357	437.2449610596115	-60.81535042896101	0.2120000000000001	0.030000000000000016	0.500000000000001	0.038134765625	-12.530841079411935
2014-02-01_22:42:40_360617	5300751.40625	10.0	-34.0	247.0	101.0	-3.6259541984732824	-21.358778625954198	10.816793893129772	-0.290283203125	0.415283203125	1.99993896484375	0.0	33.89	-14.183585545517026	-0.4948913309670979	14.183585545517026	437.7871161510469	-216.27225406101607	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03822412109375	-91.55780629417617
2014-02-01_22:42:40_397601	5304449.796875	10.0	161.0	175.0	-493.0	23.259541984732824	-53.9236641221374	3.2748091603053435	-0.106201171875	0.086181640625	-2.0	0.0	-9.78	-7.398702739972103	-0.25815431751472795	7.398702739972103	438.0570875164799	-185.9431681699463	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036489013671875	-77.82328939108837
2014-02-01_22:42:40_434418	5308131.484375	10.0	182.0	438.0	-285.0	-14.755725190839694	-61.86259541984733	6.152671755725191	-0.739501953125	0.379150390625	-2.0	0.0	-28.49	-2.163169463275	-0.07547695266137475	2.163169463275	438.13673714834323	-142.18955496924326	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03682080078125	-57.05394670680882
2014-02-01_22:42:40_470719	5311761.28125	10.0	71.0	290.0	-348.0	27.419847328244273	-45.404580152671755	14.412213740458014	-0.462890625	-0.090576171875	1.99993896484375	0.0	-19.91	1.4413553808621218	0.05029153457299797	-1.4413553808621218	438.0837743759646	-98.09534218503767	0.2120000000000001	0.031000000000000017	0.500000000000001	0.0367451171875	-35.77264142760679
2014-02-01_22:42:40_507504	5315449.0	25.0	-32.0	205.0	-94.0	-59.74045801526717	-22.053435114503817	12.198473282442748	-0.585205078125	-0.2646484375	1.57958984375	0.0	-32.7	0.6067142625140401	0.021169374128194002	-0.6067142625140401	438.0617670603301	23.01001535096142	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03627294921875	24.956299030698
2014-02-01_22:42:40_544382	5319127.296875	10.0	136.0	5.0	-221.0	-39.29007633587786	-18.916030534351144	-0.8091603053435115	-0.53173828125	-0.494873046875	0.32373046875	0.0	-0.65	2.7157606140587904	0.09475787208858306	-2.7157606140587904	437.962267187383	-57.56454601501508	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036637939453125	-15.78118397487918
2014-02-01_22:42:40_581144	5322803.6875	25.0	69.0	71.0	-182.0	-26.366412213740457	8.17557251908397	1.7328244274809161	-0.60693359375	-0.20556640625	1.060791015625	0.0	-10.66	0.4111502541123899	0.014345786954375085	-0.4111502541123899	437.94718411622006	62.82149867791229	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03668505859375	44.89994819268721
2014-02-01_22:42:40_617541	5326442.78125	25.0	83.0	87.0	-206.0	-22.03053435114504	-0.183206106870229	-3.549618320610687	0.216064453125	0.268798828125	0.251708984375	0.0	-11.45	-0.7536655232013277	-0.02629677331477068	0.7536655232013277	437.97470873184886	31.89441422472751	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03652099609375	29.684200173969792
2014-02-01_22:42:40_654374	5330126.875	25.0	-37.0	120.0	11.0	3.572519083969466	37.49618320610687	-4.114503816793893	0.020751953125	0.35400390625	0.800537109375	0.0	42.4	-0.8259766756537489	-0.02881984213725572	0.8259766756537489	438.00468507090875	1.992482310665965	0.2120000000000001	0.031000000000000017	0.500000000000001	0.0362919921875	14.749493447769758
2014-02-01_22:42:40_690976	5333786.796875	25.0	142.0	-166.0	-199.0	-43.770992366412216	28.435114503816795	-5.221374045801527	-0.5458984375	-0.471435546875	1.255859375	0.0	19.93	-2.1283906322892547	-0.0742634554183271	2.1283906322892547	438.0830946492413	35.35340609677548	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03683984375	31.708497796559584
2014-02-01_22:42:40_727524	5337441.390625	25.0	-116.0	-166.0	-56.0	17.045801526717558	26.12213740458015	-7.3816793893129775	-0.115966796875	-0.005859375	0.309326171875	0.0	35.69	-1.409195564215372	-0.0491694195469425	1.409195564215372	438.1343441606749	-19.77553485651218	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036367919921875	3.993146700338478
2014-02-01_22:42:40_763927	5341082.984375	25.0	159.0	197.0	-415.0	-16.404580152671755	-4.022900763358779	-1.8854961832061068	0.224365234375	0.138916015625	1.40869140625	0.0	-12.7	-2.065578281762778	-0.07207181722828952	2.065578281762778	438.2096550641413	18.002836554668374	0.2120000000000001	0.031000000000000017	0.500000000000001	0.0364599609375	23.0238201800563
2014-02-01_22:42:40_800300	5344719.296875	25.0	78.0	375.0	-229.0	-28.244274809160306	-14.83206106870229	2.5801526717557253	-0.138916015625	0.12548828125	0.614501953125	0.0	-29.31	-3.0545274792449244	-0.10657806975732464	3.0545274792449244	438.3204853423244	27.25584153363212	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036283935546875	27.863415638028073
2014-02-01_22:42:40_837179	5348410.390625	10.0	49.0	307.0	-460.0	-11.648854961832061	-32.99236641221374	3.763358778625954	-0.263671875	0.69677734375	0.92181396484375	0.0	-16.87	-0.5843113302297706	-0.02038769470445815	0.5843113302297706	438.3416408076471	-68.22706388017498	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036205810546875	-20.40106707304178
2014-02-01_22:42:40_874234	5352113.203125	25.0	196.0	347.0	-512.0	51.50381679389313	0.06870229007633588	-0.8320610687022901	-0.206298828125	0.4609375	1.99993896484375	0.0	-17.07	-2.2410885004488454	-0.07819569087400019	2.2410885004488454	438.42404348701683	45.059023473283474	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03676904296875	36.59576784683447
2014-02-01_22:42:40_910803	5355769.296875	25.0	-163.0	168.0	287.0	-58.76335877862596	13.488549618320612	2.8473282442748094	-1.390380859375	-0.2578125	-1.01568603515625	0.0	15.18	-2.1078767891890395	-0.07354768978328818	2.1078767891890395	438.50201331424586	-3.6013145622082043	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03698974609375	12.2397750109456
2014-02-01_22:42:40_947592	5359456.1875	24.36	-297.0	46.0	493.0	-152.206106870229	-4.908396946564886	9.145038167938932	-1.4033203125	1.102783203125	1.99993896484375	0.0	2.67	-1.0535263822108034	-0.03675946902340556	1.0535263822108034	438.54041867198174	-28.922682545627094	0.2120000000000001	0.031000000000000017	0.500000000000001	0.0364541015625	-0.6432407009534433
2014-02-01_22:42:40_984435	5363132.6875	10.0	-44.0	60.0	156.0	101.16793893129771	-93.77862595419847	11.740458015267176	0.298583984375	0.6435546875	1.99993896484375	0.0	10.52	11.185821113787528	0.3902938281154057	-11.185821113787528	438.1304594205268	-333.95307254032934	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03664990234375	-155.76588610425162
2014-02-01_22:42:41_021089	5366799.09375	10.0	472.0	381.0	-512.0	173.91603053435114	-84.90839694656489	-7.374045801526718	-1.601318359375	0.903076171875	-0.28125	0.0	-18.33	18.280937706900772	0.6378554677913738	-18.280937706900772	437.45954989930743	-193.32768482129714	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036699951171875	-86.9781551576332
2014-02-01_22:42:41_057506	5370440.703125	10.0	132.0	29.0	-512.0	-41.0	-114.00763358778626	19.076335877862597	-0.01513671875	0.925537109375	0.752197265625	0.0	-1.62	29.657431453047373	1.0348022139932789	-29.657431453047373	436.3811083782277	-312.8566332595907	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03636328125	-149.18787773811664
2014-02-01_22:42:41_094056	5374094.984375	10.0	29.0	87.0	-34.0	-39.19083969465649	-111.68702290076335	13.488549618320612	0.87255859375	0.59814453125	-0.673095703125	0.0	-34.34	36.348853592498	1.2682782132762735	-36.348853592498	435.0596820127383	-184.06286572193048	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03635400390625	-86.25053968018011
2014-02-01_22:42:41_130665	5377755.78125	10.0	76.0	88.0	-512.0	32.038167938931295	-94.19847328244275	1.702290076335878	1.263916015625	-0.404052734375	1.5107421875	0.0	-4.88	43.348011130597335	1.5124916654081415	-43.348011130597335	433.4723256803434	-191.13512994816264	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036618896484375	-91.31970123767749
2014-02-01_22:42:41_167198	5381413.296875	10.0	228.0	186.0	-493.0	-48.16030534351145	-96.41984732824427	3.4732824427480917	-0.782958984375	-0.62109375	-1.00341796875	0.0	-10.34	49.28255608015953	1.7195588304312468	-49.28255608015953	431.6804668066144	-163.22130530200738	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03635888671875	-78.67646006899261
2014-02-01_22:42:41_203981	5385091.09375	10.0	-182.0	18.0	139.0	-78.78625954198473	-72.38931297709924	3.854961832061069	0.81494140625	0.201416015625	-0.673583984375	0.0	3.69	53.245035805965315	1.8578170204454052	-53.245035805965315	429.7364510315386	-108.52914754393571	0.2120000000000001	0.031000000000000017	0.500000000000001	0.0365107421875	-52.23069138085491
2014-02-01_22:42:41_240550	5388744.5	25.0	121.0	-51.0	-156.0	32.48854961832061	-4.206106870229007	-6.480916030534351	-0.623291015625	0.2568359375	-0.9052734375	0.0	9.06	49.32285071577062	1.720964784220887	-49.32285071577062	427.9297969149763	107.07824364931363	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036629150390625	56.34850117727782
2014-02-01_22:42:41_277339	5392423.078125	25.0	7.0	66.0	-122.0	-31.717557251908396	-23.9618320610687	-9.244274809160306	-0.22998046875	-0.054931640625	0.011962890625	0.0	-14.21	45.77673997303457	1.5972344721924137	-45.77673997303457	426.266377920629	97.58779353695503	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036337646484375	52.30348560973379
2014-02-01_22:42:41_313981	5396086.984375	25.0	27.0	-18.0	-413.0	-45.33587786259542	35.595419847328245	-1.4274809160305344	-0.390625	0.5185546875	1.986328125	0.0	1.25	37.11004855288254	1.2948377024732218	-37.11004855288254	424.90384298610275	236.04630695690994	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036716064453125	123.3278423178133
2014-02-01_22:42:41_350582	5399747.578125	25.0	75.0	5.0	-311.0	-14.251908396946565	49.93129770992366	-7.809160305343512	-0.00048828125	0.154296875	-1.057861328125	0.0	-0.46	27.525890729776957	0.960428846119224	-27.525890729776957	423.90754148948577	264.79181439708924	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036195068359375	139.70155215000622
2014-02-01_22:42:41_387188	5403408.28125	25.0	100.0	-368.0	-287.0	8.17557251908397	39.908396946564885	1.900763358778626	0.36962890625	0.095947265625	1.590087890625	0.0	26.04	22.661881577638024	0.7907146398338459	-22.661881577638024	423.0771461906317	132.7411168517418	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036642822265625	74.68163106332135
2014-02-01_22:42:41_424050	5407094.375	25.0	162.0	303.0	-386.0	8.938931297709924	55.29007633587786	1.0687022900763359	-0.81494140625	0.6875	1.768310546875	0.0	-19.07	11.995793611029915	0.41855525509525177	-11.995793611029915	422.64026032448936	292.86410891314165	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036419921875	156.99079428109195
2014-02-01_22:42:41_460850	5410774.1875	25.0	-77.0	92.0	201.0	-12.358778625954198	50.41984732824427	-2.0839694656488548	-0.1513671875	0.6806640625	1.99993896484375	0.0	12.3	6.044630865843497	0.21090826468400198	-6.044630865843497	422.41784122531766	161.7333320347643	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036796142578125	92.68015735180833
2014-02-01_22:42:41_497415	5414431.28125	25.0	172.0	-16.0	-458.0	45.274809160305345	35.37404580152672	-2.717557251908397	-0.061279296875	0.63916015625	1.397216796875	0.0	1.0	1.3575079573945588	0.04736594408215487	-1.3575079573945588	422.3680572060784	127.80821522109838	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036673095703125	76.70972569697011
2014-02-01_22:42:41_534364	5418128.890625	25.0	116.0	71.0	-249.0	65.26717557251908	18.15267175572519	-9.717557251908397	-0.154296875	0.876953125	1.423828125	0.0	-7.96	-1.7016121671784403	-0.05937237149959666	1.7016121671784403	422.4299039121732	84.16674635596115	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036345947265625	55.53944197869987
2014-02-01_22:42:41_571095	5421799.09375	25.0	-3.0	-96.0	-199.0	-35.83969465648855	10.450381679389313	-8.694656488549619	-0.115234375	-0.158203125	-1.616943359375	0.0	12.88	-1.4881869036244246	-0.05192557235256192	1.4881869036244246	422.4848890756548	-5.776406979854685	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03694775390625	10.524323694986336
2014-02-01_22:42:41_607577	5425469.390625	25.0	10.0	101.0	-254.0	-22.3206106870229	4.893129770992366	-0.08396946564885496	-0.28125	-0.09716796875	0.89111328125	0.0	-10.85	-2.9979657838926426	-0.10460452839820805	2.9979657838926426	422.59394593644583	41.50372009113168	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036376953125	34.48784111578095
2014-02-01_22:42:41_644473	5429135.984375	25.0	-47.0	42.0	-23.0	-18.53435114503817	24.442748091603054	-0.21374045801526717	-0.857177734375	-0.521484375	1.9892578125	0.0	-30.66	-8.66334193107804	-0.3022798998980475	8.66334193107804	422.9126452436174	154.00438478146663	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036787109375	91.94911288267416
2014-02-01_22:42:41_680630	5432752.484375	25.0	-105.0	20.0	90.0	-33.01526717557252	14.045801526717558	0.183206106870229	-0.351318359375	0.993408203125	1.99993896484375	0.0	6.27	-8.823682479309022	-0.30787447590052414	8.823682479309022	423.234787206009	4.3918341952260445	0.2120000000000001	0.031000000000000017	0.500000000000001	0.0365087890625	17.186816186612827
2014-02-01_22:42:41_717746	5436464.0	11.49	-157.0	35.0	189.0	16.80916030534351	-5.290076335877862	6.541984732824427	0.128173828125	0.49560546875	1.9931640625	0.0	5.25	-6.8027584352123895	-0.23736072697879934	6.8027584352123895	423.4795768949167	-56.16191657927817	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03598388671875	-13.510906617631688
2014-02-01_22:42:41_754596	5440148.59375	10.0	321.0	74.0	-328.0	18.81679389312977	-62.44274809160305	5.015267175572519	-0.453369140625	0.153564453125	-2.0	0.0	-6.36	0.6873744941285936	0.0239837576457988	-0.6873744941285936	423.45415578575665	-202.5295710287735	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03698291015625	-88.28343007778375
2014-02-01_22:42:41_791112	5443800.78125	10.0	315.0	38.0	-306.0	-13.16030534351145	-71.79389312977099	4.419847328244275	-0.451904296875	-0.674072265625	0.3505859375	0.0	-3.54	8.772389218481885	0.30608475989120326	-8.772389218481885	423.1317362148321	-219.9770187516678	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03675390625	-98.73117206749248
2014-02-01_22:42:41_827604	5447453.59375	10.0	31.0	146.0	-512.0	27.549618320610687	-78.89312977099236	9.076335877862595	-0.331787109375	-0.984619140625	1.99993896484375	0.0	-7.96	16.367547753674856	0.5710937806585784	-16.367547753674856	422.53535168552423	-208.44625222887316	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03643701171875	-94.59445033596461
2014-02-01_22:42:41_864040	5451093.484375	10.0	270.0	172.0	-314.0	-33.25190839694657	-61.916030534351144	9.099236641221374	-0.197265625	0.89990234375	1.99993896484375	0.0	-14.36	20.55478254956302	0.7171940875632595	-20.55478254956302	421.7878169997502	-115.1353941848507	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036367919921875	-48.84988866594056
2014-02-01_22:42:41_900543	5454747.390625	10.0	351.0	87.0	-512.0	53.541984732824424	-35.37404580152672	12.16793893129771	0.572265625	-0.320556640625	1.99993896484375	0.0	-4.82	22.14981384633831	0.7728476568854958	-22.14981384633831	420.985194484976	-44.01776134151445	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036236083984375	-13.65410017714673
2014-02-01_22:42:41_937304	5458420.1875	17.49	42.0	-20.0	-155.0	-33.29007633587786	-16.27480916030534	7.641221374045801	0.334716796875	0.0283203125	1.99993896484375	0.0	3.68	22.209608223398792	0.7749339924423864	-22.209608223398792	420.1780574142479	-1.6453335333458452	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036341796875	7.4944160698082225
2014-02-01_22:42:41_974304	5462119.890625	25.0	96.0	14.0	-359.0	-48.06870229007634	5.526717557251908	-2.7938931297709924	-0.001953125	-0.23388671875	0.1640625	0.0	-1.12	19.224158888536934	0.6707661859224331	-19.224158888536934	419.4738224062139	81.49659092819745	0.2120000000000001	0.031000000000000017	0.500000000000001	0.0366328125	49.67646227432161
2014-02-01_22:42:42_010601	5465749.78125	25.0	-5.0	15.0	-34.0	-16.9618320610687	41.64885496183206	-6.824427480916031	-0.2998046875	0.01806640625	1.928955078125	0.0	-11.91	11.150413837696968	0.38905840326925917	-11.150413837696968	419.061926772394	218.56410009015173	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03693994140625	119.90908204142853
2014-02-01_22:42:42_047272	5469416.875	25.0	108.0	236.0	-277.0	-5.557251908396947	38.908396946564885	-11.664122137404581	-0.0791015625	-0.05078125	0.64404296875	0.0	-20.22	3.4762265693295555	0.12129192495916105	-3.4762265693295555	418.93621314616473	212.20622203401757	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036163818359375	118.35317359184225
2014-02-01_22:42:42_083961	5473088.890625	25.0	-33.0	369.0	-176.0	-7.900763358778626	48.954198473282446	-8.038167938931299	0.3125	0.43603515625	1.464599609375	0.0	-32.26	-5.864167744440732	-0.20461157517239123	5.864167744440732	419.1504485458499	255.67034736401	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036532958984375	142.07204114874804
2014-02-01_22:42:42_120585	5476748.390625	25.0	-55.0	-399.0	-53.0	2.6030534351145036	62.48854961832061	-10.290076335877863	-0.59765625	0.33544921875	0.7919921875	0.0	41.23	-8.529503089255359	-0.2976100170710174	8.529503089255359	419.4626729222384	72.81297610538373	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036605224609375	51.21808556820347
2014-02-01_22:42:42_157515	5480440.6875	25.0	87.0	183.0	-199.0	9.65648854961832	59.274809160305345	-2.7022900763358777	-0.89794921875	-0.0556640625	1.362060546875	0.0	-21.31	-16.75767948406662	-0.5847061927448228	16.75767948406662	420.07208213794866	226.26035052966955	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036365966796875	129.70503786173356
2014-02-01_22:42:42_194278	5484116.796875	25.0	24.0	211.0	14.0	-12.16030534351145	57.97709923664122	0.46564885496183206	-0.5322265625	0.234619140625	1.9921875	0.0	43.12	-17.651259431141174	-0.6158848370949468	17.651259431141174	420.72186050697854	24.274140568618062	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03681201171875	28.921514959427327
2014-02-01_22:42:42_230742	5487763.5	25.0	271.0	307.0	-461.0	50.36641221374046	39.16793893129771	4.2748091603053435	-0.1572265625	0.3330078125	1.497314453125	0.0	-16.84	-22.20514217483958	-0.7747781638115694	22.20514217483958	421.5368748793963	124.0709577567276	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036703857421875	79.8106121406912
2014-02-01_22:42:42_267406	5491430.09375	25.0	106.0	272.0	-285.0	33.091603053435115	9.885496183206106	-0.6106870229007634	-0.263427734375	0.525146484375	0.8994140625	0.0	-21.84	-23.328512645465608	-0.8139746212653736	23.328512645465608	422.3857570805086	30.871847937443558	0.2120000000000001	0.031000000000000017	0.500000000000001	0.03638818359375	33.475527119056295
2014-02-01_22:42:42_304447	5495137.78125	10.0	118.0	6.0	-404.0	-5.931297709923665	-5.0534351145038165	3.595419847328244	-0.110595703125	0.646240234375	-1.07470703125	0.0	-0.43	-20.442692992722403	-0.7132830772059456	20.442692992722403	423.132938507571	-78.95528857741463	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036550048828125	-22.026672280515534
2014-02-01_22:42:42_341129	5498802.78125	10.0	56.0	-118.0	-280.0	5.312977099236641	-3.480916030534351	0.11450381679389313	-0.27685546875	-0.157470703125	0.919189453125	0.0	11.43	-16.839934360107705	-0.587576216333137	16.839934360107705	423.7562339784363	-97.33781444668583	0.2120000000000001	0.031000000000000017	0.500000000000001	0.037012939453125	-31.962397885668647
2014-02-01_22:42:42_377721	5502461.28125	10.0	-61.0	61.0	194.0	-23.236641221374047	6.312977099236641	1.1755725190839694	-0.2265625	-0.476318359375	1.99993896484375	0.0	8.73	-15.023471274072545	-0.5241964854875277	15.023471274072545	424.30289247017436	-49.92071175314186	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036386962890625	-8.621990299892186
2014-02-01_22:42:42_414715	5506161.28125	25.0	66.0	83.0	-385.0	7.427480916030534	7.0458015267175576	-0.6641221374045801	-0.322998046875	-0.683349609375	1.99951171875	0.0	-6.09	-14.960835857997772	-0.5220110208652398	14.960835857997772	424.85026328601407	-1.7119622597242126	0.2120000000000001	0.031000000000000017	0.500000000000001	0.0365869140625	15.486074233899863
2014-02-01_22:42:42_451186	5509807.6875	24.75	214.0	147.0	-418.0	4.152671755725191	-5.702290076335878	0.1297709923664122	-0.0048828125	0.294677734375	1.670166015625	0.0	-9.69	-13.757362466857028	-0.48001962550094307	13.757362466857028	425.35652146161635	-32.703905752127895	0.2120000000000001	0.031000000000000017	0.500000000000001	0.036799072265625	-0.2493398677801757
