datetime	reltime		adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	pid_output	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pid_output2	pitch_offset_force	pitch_offset	dt	m1_pos	m2_pos	m1_percent	m2_percent	sleep_time	sensor_time	pid_time	motors_time	curses_time	sum_time
2014-06-12_22:21:11_003300	29797057	0.020836	148	57	-243	-1.107	-14.747	0.91	0.621	-2.01	-0.915	0	-31.35	-25.3652414299	25.3652414299	1000	-14.7472519084	0.065	0	0	1.649	1.649	0	0	0	0.08	0	0	0	0	1.649	20.7780761719	236	253	0.044	0.088	-0.0109	0.0075	0.0036	0.0034	0.005	0.0195
2014-06-12_22:21:11_024944	29818705	0.021648	85	-54	-226	1.282	-13.411	-3.365	0.254	-0.309	-1.178	0	-20.61	-24.9877013607	24.9877013607	1000	-13.4113740458	0.065	0	0	1.624	1.624	0	0	0	0.08	0	0	0	0	1.624	21.4938964844	236	253	0.044	0.088	-0.0111	0.0075	0.0041	0.0032	0.0051	0.0199
2014-06-12_22:21:11_046411	29840173	0.021468	80	-175	-255	-5.443	4.619	1.123	0.478	1.502	-1.111	0	-17.42	-24.931472091	24.931472091	1000	4.6191603053	0.065	0	0	1.621	1.621	0	0	0	0.08	0	0	0	0	1.621	21.0170898438	236	253	0.044	0.088	-0.0112	0.0075	0.0039	0.0035	0.0052	0.0201
2014-06-12_22:21:11_067415	29861173	0.021	71	-110	-231	-1.092	3.535	1.192	0.445	1.99	-0.572	0	-17.09	-24.8475952858	24.8475952858	1000	3.5351908397	0.065	0	0	1.615	1.615	0	0	0	0.08	0	0	0	0	1.615	21.0771484375	236	253	0.044	0.088	-0.0108	0.0076	0.0037	0.0033	0.0051	0.0197
2014-06-12_22:21:11_088504	29882258	0.021085	134	3	-264	4.809	7.062	-1.419	0.696	-1.579	-0.634	0	-26.91	-25.0318816072	25.0318816072	1000	7.0619083969	0.065	0	0	1.627	1.627	0	0	0	0.08	0	0	0	0	1.627	20.6589355469	236	253	0.044	0.088	-0.0109	0.0075	0.0035	0.0035	0.0052	0.0197
2014-06-12_22:21:11_109586	29903342	0.021084	169	107	-229	5.595	-7.221	-1.296	0.21	-0.433	-1.345	0	-36.43	-25.1096462573	25.1096462573	1000	-7.2205343511	0.065	0	0	1.632	1.632	0	0	0	0.08	0	0	0	0	1.632	21.2250976563	236	253	0.044	0.088	-0.0109	0.0075	0.0039	0.0033	0.005	0.0197
2014-06-12_22:21:11_130869	29924623	0.021281	163	107	-218	-0.84	-6.434	-1.8	0.103	0.878	-0.572	0	-36.79	-25.2112198243	25.2112198243	1000	-6.4342748092	0.065	0	0	1.639	1.639	0	0	0	0.08	0	0	0	0	1.639	20.9340820313	236	253	0.044	0.088	-0.0111	0.0075	0.0039	0.0036	0.005	0.02
2014-06-12_22:21:11_151815	29945568	0.020945	113	-98	-238	-5.801	-1.472	0.971	0.338	1.49	-1.049	0	-25.4	-25.1848348044	25.1848348044	1000	-1.4724427481	0.065	0	0	1.637	1.637	0	0	0	0.08	0	0	0	0	1.637	20.8981933594	236	253	0.044	0.088	-0.0107	0.0075	0.0037	0.0034	0.0051	0.0197
2014-06-12_22:21:11_172549	29966297	0.020729	125	-97	-243	-5.061	-5.083	-0.67	0.364	1.364	-0.564	0	-27.22	-25.123133005	25.123133005	1000	-5.083129771	0.065	0	0	1.633	1.633	0	0	0	0.08	0	0	0	0	1.633	20.5710449219	236	253	0.044	0.088	-0.0106	0.0075	0.0034	0.0035	0.0049	0.0193
2014-06-12_22:21:11_193404	29987156	0.020859	84	-57	-262	0.733	-2.03	-2.06	0.524	-0.4	-0.961	0	-17.78	-24.9348371705	24.9348371705	1000	-2.0296946565	0.065	0	0	1.621	1.621	0	0	0	0.08	0	0	0	0	1.621	20.8071289063	236	253	0.044	0.088	-0.0106	0.0075	0.0036	0.0033	0.005	0.0194
2014-06-12_22:21:11_214802	30008561	0.021405	89	3	-248	2.55	-0.961	0.207	0.326	0.01	-1.006	0	-19.74	-24.8112088886	24.8112088886	1000	-0.9609923664	0.065	0	0	1.613	1.613	0	0	0	0.08	0	0	0	0	1.613	21.0161132813	236	253	0.044	0.088	-0.0111	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:21:11_236033	30029786	0.021225	90	18	-255	-2.756	1.428	-1.823	0.291	0.393	-0.717	0	-19.44	-24.7335270422	24.7335270422	1000	1.4283206107	0.065	0	0	1.608	1.608	0	0	0	0.08	0	0	0	0	1.608	21.2272949219	236	253	0.044	0.087	-0.0111	0.0075	0.004	0.0034	0.005	0.0199
2014-06-12_22:21:11_257179	30050931	0.021145	120	18	-253	-7.588	3.268	-0.579	0.357	0.916	-1.171	0	-25.38	-24.812994064	24.812994064	1000	3.2680152672	0.065	0	0	1.613	1.613	0	0	0	0.08	0	0	0	0	1.613	20.79296875	236	253	0.044	0.088	-0.0108	0.0075	0.0036	0.0035	0.0051	0.0197
2014-06-12_22:21:11_277819	30071573	0.020642	136	49	-225	-3.855	3.283	-1.266	0.359	1.332	-0.714	0	-31.15	-25.0064914625	25.0064914625	1000	3.2832824427	0.065	0	0	1.625	1.625	0	0	0	0.08	0	0	0	0	1.625	20.7292480469	236	253	0.044	0.088	-0.0104	0.0074	0.0035	0.0032	0.0051	0.0192
2014-06-12_22:21:11_298948	30092700	0.021127	100	16	-242	1.657	-4.182	-3.319	0.535	-0.812	-0.841	0	-22.45	-24.8699639435	24.8699639435	1000	-4.1823664122	0.065	0	0	1.617	1.617	0	0	0	0.08	0	0	0	0	1.617	20.8508300781	236	253	0.044	0.088	-0.0109	0.0075	0.0038	0.0035	0.005	0.0198
2014-06-12_22:21:11_320368	30114119	0.021419	86	-32	-247	0.29	-4.617	-0.8	0.336	-0.434	-1.031	0	-19.2	-24.6602965744	24.6602965744	1000	-4.617480916	0.065	0	0	1.603	1.603	0	0	0	0.08	0	0	0	0	1.603	21.2670898438	236	253	0.044	0.087	-0.0112	0.0075	0.0041	0.0033	0.0051	0.02
2014-06-12_22:21:11_341628	30135385	0.021266	158	-62	-225	3.466	-3.045	-2.159	0.202	0.101	-0.851	0	-35.08	-24.8057412736	24.8057412736	1000	-3.0449618321	0.065	0	0	1.612	1.612	0	0	0	0.08	0	0	0	0	1.612	21.0949707031	236	253	0.044	0.088	-0.0111	0.0076	0.0039	0.0035	0.005	0.02
2014-06-12_22:21:11_362782	30156532	0.021147	111	-109	-246	2.038	-9.175	-3.739	0.253	0.554	-1.028	0	-24.29	-24.6053949209	24.6053949209	1000	-9.1747328244	0.065	0	0	1.599	1.599	0	0	0	0.08	0	0	0	0	1.599	21.1298828125	236	253	0.044	0.087	-0.0109	0.0075	0.0039	0.0034	0.005	0.0198
2014-06-12_22:21:11_384216	30177975	0.021443	105	-35	-250	-2.046	5.94	-0.541	0.227	-0.353	-0.581	0	-22.78	-24.6913612494	24.6913612494	1000	5.9397709924	0.065	0	0	1.605	1.605	0	0	0	0.08	0	0	0	0	1.605	21.0261230469	236	253	0.044	0.087	-0.0112	0.0074	0.004	0.0035	0.0051	0.02
2014-06-12_22:21:11_405490	30199246	0.021271	109	-31	-248	1.466	-1.732	-2.235	0.53	-0.305	-1.076	0	-23.73	-24.6361429359	24.6361429359	1000	-1.7319847328	0.065	0	0	1.601	1.601	0	0	0	0.08	0	0	0	0	1.601	21.1809082031	236	253	0.044	0.087	-0.0111	0.0075	0.0039	0.0034	0.0051	0.0199
2014-06-12_22:21:11_426661	30220413	0.021167	124	18	-265	0.832	8.68	2.726	0.629	0.011	-1.007	0	-25.08	-24.8231393989	24.8231393989	1000	8.6802290076	0.065	0	0	1.614	1.614	0	0	0	0.08	0	0	0	0	1.614	20.9438476563	236	253	0.044	0.088	-0.011	0.0075	0.0038	0.0035	0.0051	0.0199
2014-06-12_22:21:11_448237	30242026	0.021613	149	55	-231	-2.305	-16.671	2.612	0.364	0.563	-1.203	0	-32.83	-24.6338371652	24.6338371652	1000	-16.6709160305	0.065	0	0	1.601	1.601	0	0	0	0.08	0	0	0	0	1.601	21.3830566406	236	253	0.044	0.087	-0.0114	0.0075	0.0041	0.0032	0.0053	0.0201
2014-06-12_22:21:11_469831	30263604	0.021578	89	-55	-252	2.855	-8.434	-3.823	0.339	-0.867	-0.848	0	-19.45	-24.354236753	24.354236753	1000	-8.4342748092	0.065	0	0	1.583	1.583	0	0	0	0.08	0	0	0	0	1.583	21.2919921875	236	253	0.044	0.087	-0.0113	0.0075	0.004	0.0036	0.0051	0.0202
2014-06-12_22:21:11_490861	30284614	0.02101	78	-147	-250	5.366	-12.663	-1.35	0.488	-0.164	-0.698	0	-17.33	-23.9499504097	23.9499504097	1000	-12.6632824427	0.065	0	0	1.557	1.557	0	0	0	0.08	0	0	0	0	1.557	21.255859375	236	253	0.044	0.087	-0.0108	0.0075	0.0039	0.0034	0.0049	0.0197
2014-06-12_22:21:11_512215	30305969	0.021355	80	-189	-233	-3.359	4.718	3.139	0.544	0.846	-0.764	0	-18.95	-23.9464971673	23.9464971673	1000	4.7183969466	0.065	0	0	1.557	1.557	0	0	0	0.08	0	0	0	0	1.557	20.8740234375	236	253	0.044	0.087	-0.0111	0.0075	0.0039	0.0035	0.0051	0.02
2014-06-12_22:21:11_532911	30326746	0.020777	51	-107	-293	-4.618	9.764	5.352	0.563	1.615	-0.936	0	-9.87	-23.8635782169	23.8635782169	1000	9.7641984733	0.065	0	0	1.551	1.551	0	0	0	0.08	0	0	0	0	1.551	20.7458496094	236	252	0.044	0.087	-0.0107	0.0074	0.0036	0.0034	0.005	0.0194
2014-06-12_22:21:11_554347	30348100	0.021354	105	59	-262	-0.847	-15.9	0.398	0.47	-1.726	-1.045	0	-21.84	-23.4950141048	23.4950141048	1000	-15.8999236641	0.065	0	0	1.527	1.527	0	0	0	0.08	0	0	0	0	1.527	21.0568847656	236	252	0.045	0.087	-0.011	0.0075	0.0038	0.0035	0.0051	0.0199
2014-06-12_22:21:11_575773	30369531	0.021431	130	120	-266	3.237	-15.701	-5.983	0.227	-0.42	-1.474	0	-26.05	-23.2175145575	23.2175145575	1000	-15.7014503817	0.065	0	0	1.509	1.509	0	0	0	0.08	0	0	0	0	1.509	21.3520507813	237	252	0.045	0.086	-0.0112	0.0075	0.004	0.0033	0.0053	0.0201
2014-06-12_22:21:11_597169	30390929	0.021398	125	103	-247	-0.542	-24.282	-0.159	0.506	0.842	-1.149	0	-26.84	-22.7886757669	22.7886757669	1000	-24.2816030534	0.065	0	0	1.481	1.481	0	0	0	0.08	0	0	0	0	1.481	21.0700683594	237	252	0.045	0.086	-0.0112	0.0075	0.0038	0.0035	0.0053	0.0201
2014-06-12_22:21:11_618253	30412009	0.02108	126	-11	-242	3.015	-3.075	3.765	0.623	1.654	-0.921	0	-27.51	-22.819182761	22.819182761	1000	-3.0754961832	0.065	0	0	1.483	1.483	0	0	0	0.08	0	0	0	0	1.483	21.1828613281	237	252	0.045	0.086	-0.0109	0.0075	0.0037	0.0034	0.0051	0.0197
2014-06-12_22:21:11_639357	30433108	0.021099	74	-90	-264	-0.733	2.497	4.139	0.629	-1.766	-0.766	0	-15.66	-22.7270205469	22.7270205469	1000	2.4970229008	0.065	0	0	1.477	1.477	0	0	0	0.08	0	0	0	0	1.477	20.8540039063	237	252	0.045	0.086	-0.0109	0.0075	0.0037	0.0035	0.0051	0.0198
2014-06-12_22:21:11_660502	30454254	0.021146	84	-161	-249	2.328	-1.221	1.085	0.109	-1.019	-0.767	0	-18.64	-22.620257255	22.620257255	1000	-1.2205343511	0.065	0	0	1.47	1.47	0	0	0	0.08	0	0	0	0	1.47	20.9729003906	237	252	0.045	0.086	-0.011	0.0076	0.0037	0.0036	0.005	0.0199
2014-06-12_22:21:11_681708	30475465	0.021211	48	-111	-265	1.71	-5.251	-3.625	0.204	0.145	-1.298	0	-10.27	-22.2648897716	22.2648897716	1000	-5.2510687023	0.065	0	0	1.447	1.447	0	0	0	0.08	0	0	0	0	1.447	21.0478515625	237	252	0.046	0.086	-0.0109	0.0075	0.0037	0.0035	0.0051	0.0198
2014-06-12_22:21:11_702983	30496736	0.021271	40	-50	-267	-1.916	-11.564	-0.281	0.299	0.98	-1.126	0	-8.52	-21.7488456304	21.7488456304	1000	-11.5640458015	0.065	0	0	1.414	1.414	0	0	0	0.08	0	0	0	0	1.414	21.2802734375	237	252	0.046	0.085	-0.0111	0.0075	0.004	0.0033	0.0051	0.0199
2014-06-12_22:21:11_724284	30518042	0.021306	61	52	-255	0.252	5.092	2.818	0.541	1.47	-0.81	0	-13.45	-21.6877813019	21.6877813019	1000	5.0924427481	0.065	0	0	1.41	1.41	0	0	0	0.08	0	0	0	0	1.41	21.0051269531	237	252	0.046	0.085	-0.0111	0.0074	0.0039	0.0035	0.005	0.0198
2014-06-12_22:21:11_746102	30539858	0.021816	140	105	-255	1.053	-4.854	2.184	0.304	-1.344	-0.815	0	-28.77	-21.7260599554	21.7260599554	1000	-4.8541221374	0.065	0	0	1.412	1.412	0	0	0	0.08	0	0	0	0	1.412	21.7280273438	237	252	0.046	0.085	-0.0115	0.008	0.0039	0.0033	0.0052	0.0204
2014-06-12_22:21:11_767307	30561094	0.021236	87	34	-247	4.199	-3.785	-0.045	0.131	-1.009	-0.468	0	-19.41	-21.6022883882	21.6022883882	1000	-3.7854198473	0.065	0	0	1.404	1.404	0	0	0	0.08	0	0	0	0	1.404	20.8510742188	237	252	0.046	0.085	-0.011	0.0075	0.0037	0.0034	0.0052	0.0198
2014-06-12_22:21:11_788272	30582024	0.02093	177	-34	-223	-1.794	-3.274	-0.846	0.288	-0.302	-1.241	0	-38.44	-21.8714319019	21.8714319019	1000	-3.2739694656	0.065	0	0	1.422	1.422	0	0	0	0.08	0	0	0	0	1.422	21.0888671875	237	252	0.046	0.085	-0.0108	0.0074	0.0038	0.0033	0.0051	0.0196
2014-06-12_22:21:11_809619	30603375	0.021351	77	-78	-231	-0.176	-12.152	-2.594	0.297	-0.235	-1.085	0	-18.44	-21.5521446191	21.5521446191	1000	-12.1518320611	0.065	0	0	1.401	1.401	0	0	0	0.08	0	0	0	0	1.401	21.0419921875	237	252	0.046	0.085	-0.011	0.0075	0.0038	0.0035	0.005	0.0198
2014-06-12_22:21:11_830649	30624404	0.021029	131	-91	-251	-3.183	-16.717	-0.167	0.46	-0.405	-0.535	0	-27.56	-21.3282285364	21.3282285364	1000	-16.7167175573	0.065	0	0	1.386	1.386	0	0	0	0.08	0	0	0	0	1.386	21.005859375	237	252	0.046	0.085	-0.0108	0.0075	0.0038	0.0033	0.0051	0.0197
2014-06-12_22:21:11_851681	30645436	0.021032	133	-45	-233	-3.061	-12.091	2.612	0.476	-0.596	-1.128	0	-29.72	-21.2502330625	21.2502330625	1000	-12.0907633588	0.065	0	0	1.381	1.381	0	0	0	0.08	0	0	0	0	1.381	20.748046875	237	252	0.046	0.085	-0.0108	0.0075	0.0036	0.0035	0.005	0.0196
2014-06-12_22:21:11_872716	30666464	0.021028	68	-2	-246	-0.42	-12.961	2.146	0.251	-0.553	-0.508	0	-15.45	-20.8684069357	20.8684069357	1000	-12.9609923664	0.065	0	0	1.356	1.356	0	0	0	0.08	0	0	0	0	1.356	20.9328613281	237	252	0.046	0.085	-0.0108	0.0075	0.0037	0.0033	0.0051	0.0196
2014-06-12_22:21:11_894052	30687918	0.021454	54	-33	-260	-1.672	-11.602	0.032	0.266	-0.63	-1.325	0	-11.73	-20.445614541	20.445614541	1000	-11.6022137405	0.065	0	0	1.329	1.329	0	0	0	0.08	0	0	0	0	1.329	21.1169433594	237	252	0.047	0.084	-0.0113	0.0076	0.004	0.0034	0.0051	0.0201
2014-06-12_22:21:11_915497	30709255	0.021337	50	-17	-273	-3.45	-12.381	-1.251	0.156	0.469	-1.231	0	-10.38	-19.9882705655	19.9882705655	1000	-12.3808396947	0.065	0	0	1.299	1.299	0	0	0	0.08	0	0	0	0	1.299	21.1008300781	237	251	0.047	0.084	-0.0111	0.0075	0.0039	0.0035	0.0051	0.02
2014-06-12_22:21:11_936890	30730640	0.021385	113	29	-276	-1.992	-12.503	0.337	0.421	0.443	-1.015	0	-22.27	-19.7740924348	19.7740924348	1000	-12.5029770992	0.065	0	0	1.285	1.285	0	0	0	0.08	0	0	0	0	1.285	21.1989746094	237	251	0.047	0.084	-0.0112	0.0075	0.0039	0.0034	0.0052	0.02
2014-06-12_22:21:11_957943	30751696	0.021056	146	40	-253	1.26	-12.915	1.871	0.512	0.216	-1.143	0	-29.99	-19.7118263828	19.7118263828	1000	-12.9151908397	0.065	0	0	1.281	1.281	0	0	0	0.08	0	0	0	0	1.281	21.0629882813	237	251	0.047	0.084	-0.0109	0.0075	0.0037	0.0033	0.0052	0.0197
2014-06-12_22:21:11_978995	30772750	0.021054	172	34	-241	0.229	-9.923	1.352	0.411	-0.2	-0.743	0	-35.52	-19.824629139	19.824629139	1000	-9.9228244275	0.065	0	0	1.289	1.289	0	0	0	0.08	0	0	0	0	1.289	20.9079589844	237	251	0.047	0.084	-0.0108	0.0075	0.0037	0.0034	0.0051	0.0197
2014-06-12_22:21:12_000222	30794013	0.021263	169	-4	-239	1.023	-8.556	1.559	0.493	-0.046	-0.702	0	-35.27	-19.956491352	19.956491352	1000	-8.5564122137	0.065	0	0	1.297	1.297	0	0	0	0.08	0	0	0	0	1.297	21.1071777344	237	251	0.047	0.084	-0.0111	0.0075	0.0039	0.0033	0.0051	0.0198
2014-06-12_22:21:12_021457	30815209	0.021196	184	-11	-247	3.221	-26.938	-1.022	0.048	-0.115	-0.707	0	-36.69	-19.7356243193	19.7356243193	1000	-26.9380916031	0.065	0	0	1.283	1.283	0	0	0	0.08	0	0	0	0	1.283	21.041015625	237	251	0.047	0.084	-0.011	0.0075	0.0038	0.0034	0.0051	0.0198
2014-06-12_22:21:12_042376	30836133	0.020924	129	-31	-242	1.458	-27.19	-0.9	0.217	-0.2	-1.048	0	-28.06	-19.3457095131	19.3457095131	1000	-27.19	0.065	0	0	1.257	1.257	0	0	0	0.08	0	0	0	0	1.257	20.8828125	238	251	0.047	0.083	-0.0107	0.0075	0.0037	0.0035	0.0049	0.0196
2014-06-12_22:21:12_063728	30857482	0.021349	139	0	-240	-3.656	-31.579	-1.067	0.216	-0.101	-1.043	0	-30.08	-18.9121065666	18.9121065666	1000	-31.5793129771	0.065	0	0	1.229	1.229	0	0	0	0.08	0	0	0	0	1.229	20.9479980469	238	251	0.048	0.083	-0.0112	0.0075	0.0039	0.0035	0.0051	0.02
2014-06-12_22:21:12_084941	30878787	0.021305	122	31	-261	1.031	-21.037	-0.625	0.353	0.1	-0.878	0	-25.05	-18.5976630407	18.5976630407	1000	-21.0373282443	0.065	0	0	1.209	1.209	0	0	0	0.08	0	0	0	0	1.209	21.2109375	238	251	0.048	0.083	-0.011	0.0075	0.0038	0.0034	0.0051	0.0198
2014-06-12_22:21:12_106466	30900220	0.021433	109	18	-264	-1.824	-24.518	1.352	0.364	-0.325	-0.717	0	-22.44	-18.1617558747	18.1617558747	1000	-24.5182442748	0.065	0	0	1.181	1.181	0	0	0	0.08	0	0	0	0	1.181	21.3369140625	238	251	0.048	0.083	-0.0112	0.0075	0.0041	0.0034	0.0051	0.0201
2014-06-12_22:21:12_127778	30921565	0.021345	67	36	-263	1.527	-22.839	0.391	0.31	-0.301	-0.895	0	-14.29	-17.6106693622	17.6106693622	1000	-22.8388549618	0.065	0	0	1.145	1.145	0	0	0	0.08	0	0	0	0	1.145	21.1650390625	238	251	0.049	0.082	-0.0111	0.0075	0.0039	0.0033	0.0051	0.0198
2014-06-12_22:21:12_148783	30942581	0.021016	41	23	-256	-1.572	-41.388	-3.655	0.223	-0.251	-1.208	0	-9.1	-16.596626434	16.596626434	1000	-41.3884732824	0.065	0	0	1.079	1.079	0	0	0	0.08	0	0	0	0	1.079	20.8039550781	238	250	0.049	0.081	-0.0109	0.0075	0.0036	0.0034	0.0051	0.0196
2014-06-12_22:21:12_169939	30963692	0.021111	57	-6	-259	-1.092	-37.213	-1.548	0.197	0.222	-1.144	0	-12.41	-15.7430879963	15.7430879963	1000	-37.2129007634	0.065	0	0	1.023	1.023	0	0	0	0.08	0	0	0	0	1.023	21.1101074219	238	250	0.05	0.081	-0.0108	0.0075	0.0038	0.0033	0.0051	0.0197
2014-06-12_22:21:12_191128	30984877	0.021185	84	-23	-254	0.702	-26.259	-1.472	0.27	0.323	-0.498	0	-18.3	-15.2563081255	15.2563081255	1000	-26.2587022901	0.065	0	0	0.992	0.992	0	0	0	0.08	0	0	0	0	0.992	20.9040527344	239	250	0.05	0.08	-0.011	0.0075	0.0038	0.0035	0.0051	0.0199
2014-06-12_22:21:12_212186	31005938	0.021061	97	-49	-259	-1.389	-21.564	4.459	0.375	-0.004	-0.83	0	-20.53	-14.9162440148	14.9162440148	1000	-21.5640458015	0.065	0	0	0.97	0.97	0	0	0	0.08	0	0	0	0	0.97	21.0859375	239	250	0.05	0.08	-0.011	0.0075	0.0039	0.0034	0.005	0.0198
2014-06-12_22:21:12_233431	31027215	0.021277	150	-59	-248	1.351	-25.411	2.841	0.308	-0.408	-0.874	0	-31.17	-14.7180931513	14.7180931513	1000	-25.4113740458	0.065	0	0	0.957	0.957	0	0	0	0.08	0	0	0	0	0.957	21.0100097656	239	250	0.05	0.08	-0.0111	0.0075	0.0038	0.0034	0.005	0.0197
2014-06-12_22:21:12_254703	31048455	0.02124	109	-41	-251	1.595	-26.61	-1.006	0.331	-0.896	-1.053	0	-23.48	-14.3436510649	14.3436510649	1000	-26.6098473282	0.065	0	0	0.932	0.932	0	0	0	0.08	0	0	0	0	0.932	21.0749511719	239	250	0.051	0.08	-0.0109	0.0075	0.0038	0.0033	0.0051	0.0197
2014-06-12_22:21:12_275786	31069541	0.021086	9	-22	-283	-1.885	-30.602	1.711	0.198	0.25	-0.996	0	-1.82	-13.4644351682	13.4644351682	1000	-30.6022137405	0.065	0	0	0.875	0.875	0	0	0	0.08	0	0	0	0	0.875	20.9660644531	239	250	0.051	0.079	-0.0109	0.0074	0.0038	0.0034	0.005	0.0196
2014-06-12_22:21:12_297028	31090779	0.021238	88	-17	-266	1.595	-46.602	-2.38	0.075	0.224	-1.007	0	-18.31	-12.6007403458	12.6007403458	1000	-46.6022137405	0.065	0	0	0.819	0.819	0	0	0	0.08	0	0	0	0	0.819	21.0322265625	239	249	0.052	0.078	-0.011	0.0075	0.0038	0.0033	0.0052	0.0198
2014-06-12_22:21:12_318395	31112149	0.02137	42	-9	-276	-6.985	-41.427	0.192	0.118	0.29	-1.202	0	-8.65	-11.6694270785	11.6694270785	1000	-41.4266412214	0.065	0	0	0.759	0.759	0	0	0	0.08	0	0	0	0	0.759	20.9951171875	239	249	0.052	0.078	-0.0112	0.0075	0.0038	0.0035	0.0052	0.02
2014-06-12_22:21:12_339356	31133108	0.020959	26	2	-289	-6.26	-42.923	4.917	0.331	0.213	-1.018	0	-5.14	-10.648444843	10.648444843	1000	-42.9228244275	0.065	0	0	0.692	0.692	0	0	0	0.08	0	0	0	0	0.692	21.16796875	240	249	0.053	0.077	-0.0108	0.0075	0.0038	0.0034	0.005	0.0197
2014-06-12_22:21:12_360615	31154402	0.021294	71	33	-266	2.687	-54.144	1.917	0.321	-0.396	-1.338	0	-14.95	-9.623772917	9.623772917	1000	-54.1441984733	0.065	0	0	0.626	0.626	0	0	0	0.08	0	0	0	0	0.626	20.9309082031	240	248	0.054	0.076	-0.0111	0.0075	0.0039	0.0035	0.005	0.0199
2014-06-12_22:21:12_381792	31175548	0.021146	31	37	-272	-3.114	-52.411	2.383	0.032	-0.386	-0.873	0	-6.5	-8.475823623	8.475823623	1000	-52.4113740458	0.065	0	0	0.551	0.551	0	0	0	0.08	0	0	0	0	0.551	21.1342773438	240	248	0.054	0.075	-0.0109	0.0075	0.0039	0.0033	0.005	0.0197
2014-06-12_22:21:12_402824	31196574	0.021026	76	-10	-241	-3.405	-46.03	2.475	0.045	-0.376	-0.818	0	-17.5	-7.7134701544	7.7134701544	1000	-46.0296946565	0.065	0	0	0.501	0.501	0	0	0	0.08	0	0	0	0	0.501	20.9030761719	240	248	0.055	0.075	-0.0108	0.0075	0.0038	0.0034	0.0049	0.0196
2014-06-12_22:21:12_424267	31218020	0.021446	98	-36	-245	2.924	-39.831	-3.006	-0.054	-0.16	-0.987	0	-21.8	-7.1679582285	7.1679582285	1000	-39.831221374	0.065	0	0	0.466	0.466	0	0	0	0.08	0	0	0	0	0.466	21.1940917969	241	248	0.055	0.074	-0.0112	0.0075	0.0041	0.0033	0.0051	0.02
2014-06-12_22:21:12_445591	31239355	0.021335	84	-29	-272	-1.977	-44.251	-3.083	-0.126	0.503	-0.805	0	-17.16	-6.459949632	6.459949632	1000	-44.2510687023	0.065	0	0	0.42	0.42	0	0	0	0.08	0	0	0	0	0.42	20.9360351563	241	248	0.056	0.074	-0.0111	0.0075	0.0038	0.0033	0.0054	0.02
2014-06-12_22:21:12_466444	31260233	0.020878	73	-74	-268	-4.458	-47.495	-1.251	0.253	0.471	-0.624	0	-15.24	-5.6583890069	5.6583890069	1000	-47.4953435115	0.065	0	0	0.368	0.368	0	0	0	0.08	0	0	0	0	0.368	20.9929199219	241	247	0.056	0.073	-0.0107	0.0075	0.0036	0.0033	0.0051	0.0195
2014-06-12_22:21:12_487874	31281623	0.02139	23	-65	-265	-0.679	-37.923	5.039	0.191	0.182	-0.963	0	-4.96	-4.8618709352	4.8618709352	1000	-37.9228244275	0.065	0	0	0.316	0.316	0	0	0	0.08	0	0	0	0	0.316	21.0568847656	241	247	0.057	0.073	-0.0112	0.0075	0.0039	0.0034	0.0052	0.02
2014-06-12_22:21:12_508775	31302528	0.020905	60	-70	-278	-4.183	-37.999	-0.678	0.175	-0.394	-0.683	0	-12.18	-4.2258032394	4.2258032394	1000	-37.9991603053	0.065	0	0	0.275	0.275	0	0	0	0.08	0	0	0	0	0.275	21.0109863281	241	247	0.057	0.072	-0.0108	0.0075	0.0037	0.0033	0.005	0.0195
2014-06-12_22:21:12_529793	31323546	0.021018	19	-54	-256	-0.855	-38.465	1.444	0.186	-0.648	-1.141	0	-4.24	-3.4439951066	3.4439951066	1000	-38.4648091603	0.065	0	0	0.224	0.224	0	0	0	0.08	0	0	0	0	0.224	20.7502441406	241	247	0.058	0.072	-0.0107	0.0074	0.0037	0.0034	0.0051	0.0196
2014-06-12_22:21:12_550873	31344628	0.021082	74	-51	-234	1.947	-33.014	0.009	0.267	-0.026	-0.858	0	-17.55	-3.0483666636	3.0483666636	1000	-33.0144274809	0.065	0	0	0.198	0.198	0	0	0	0.08	0	0	0	0	0.198	20.9479980469	242	247	0.058	0.071	-0.0109	0.0075	0.0038	0.0034	0.0051	0.0198
2014-06-12_22:21:12_571943	31365690	0.021062	15	-41	-256	0.191	-41.877	-0.266	-0.237	-0.181	-0.869	0	-3.35	-2.1987437667	2.1987437667	1000	-41.8770229008	0.065	0	0	0.143	0.143	0	0	0	0.08	0	0	0	0	0.143	20.8513183594	242	246	0.059	0.071	-0.0109	0.0075	0.0038	0.0035	0.005	0.0198
2014-06-12_22:21:12_593138	31386927	0.021237	2	-58	-248	-2.947	-43.396	-0.732	-0.311	-0.105	-0.865	0	-0.46	-1.2641179754	1.2641179754	1000	-43.3961068702	0.065	0	0	0.082	0.082	0	0	0	0.08	0	0	0	0	0.082	21.1599121094	242	246	0.059	0.07	-0.011	0.0075	0.0039	0.0033	0.005	0.0197
