datetime	reltime	adxlx	adxly	adxlz	gyrox	gyroy	gyroz	mpu_accelx	mpu_accely	mpu_accelz	distance	atan	angle	error	integral	derivative	Kp	Ki	Kd	pid_output	target_angleRate2	error2	integral2	derivative2	Kp2	Ki2	Kd2	pid_output2	pitch_offset_force	pitch_offset	dt	m1_pos	m2_pos	m1_percent	m2_percent	sleep_time	sensor_time	getch_time	pid_time	motors_time	curses_time
2014-06-12_22:45:23_280306	17603074.0	0.0	0.0	0.0	-2.277	-2.228	2.037	0.603	1.053	-0.832	0.0	-90.0	-75.689	75.689	1000.0	-2.228	0.025	0.0	0.0	1.902	1.902	0	0	0	0.08	0.0	0.0	0.0	0.0	1.902	20.758	235.0	254.0	0.041	0.091	-0.0102	0.0063	0.0035	0.0002	0.0034	0.0055
2014-06-12_22:45:23_301037	17623876.0	0.0	0.0	0.0	-1.453	-3.015	2.091	0.383	0.503	-0.163	0.0	-90.01	-75.915	75.915	1000.0	-3.015	0.025	0.0	0.0	1.908	1.908	0	0	0	0.08	0.0	0.0	0.0	0.0	1.908	20.549	235.0	254.0	0.041	0.091	-0.0103	0.0066	0.0032	0.0002	0.0035	0.0053
2014-06-12_22:45:23_321136	17643901.0	0.0	0.0	0.0	7.494	3.573	0.365	0.358	-0.658	-1.013	0.0	-90.0	-76.266	76.266	1000.0	3.573	0.025	0.0	0.0	1.917	1.917	0	0	0	0.08	0.0	0.0	0.0	0.0	1.917	19.998	235.0	254.0	0.041	0.091	-0.0098	0.0063	0.0032	0.0002	0.0034	0.0054
2014-06-12_22:45:23_341657	17664455.0	0.0	0.0	0.0	1.318	-13.19	-1.306	0.161	-1.382	-1.03	0.0	-90.0	-76.28	76.28	1000.0	-13.19	0.025	0.0	0.0	1.917	1.917	0	0	0	0.08	0.0	0.0	0.0	0.0	1.917	20.183	235.0	254.0	0.041	0.091	-0.0103	0.0064	0.0034	0.0002	0.0036	0.0053
2014-06-12_22:45:23_361709	17684474.0	0.0	0.0	0.0	1.242	-5.022	-2.512	0.28	-1.004	-0.785	0.0	-90.0	-76.456	76.456	1000.0	-5.022	0.025	0.0	0.0	1.921	1.921	0	0	0	0.08	0.0	0.0	0.0	0.0	1.921	20.027	235.0	254.0	0.041	0.091	-0.0098	0.0064	0.0031	0.0002	0.0034	0.0054
2014-06-12_22:45:23_381880	17704644.0	0.0	0.0	0.0	4.631	1.123	-1.825	0.508	0.332	-1.083	0.0	-90.0	-76.749	76.749	1000.0	1.123	0.025	0.0	0.0	1.929	1.929	0	0	0	0.08	0.0	0.0	0.0	0.0	1.929	19.884	235.0	254.0	0.041	0.091	-0.0099	0.0063	0.0032	0.0002	0.0035	0.0054
2014-06-12_22:45:23_402292	17725052.0	0.0	0.0	0.0	-2.04	-11.793	1.411	0.634	1.38	-0.955	0.0	-90.0	-76.778	76.778	1000.0	-11.793	0.025	0.0	0.0	1.929	1.929	0	0	0	0.08	0.0	0.0	0.0	0.0	1.929	20.397	235.0	254.0	0.041	0.091	-0.0102	0.0063	0.0036	0.0002	0.0034	0.0053
2014-06-12_22:45:23_422473	17745240.0	0.0	0.0	0.0	2.746	0.23	0.678	0.576	1.307	-0.505	0.0	-90.01	-77.047	77.047	1000.0	0.23	0.025	0.0	0.0	1.936	1.936	0	0	0	0.08	0.0	0.0	0.0	0.0	1.936	19.908	235.0	254.0	0.041	0.091	-0.0099	0.0064	0.0032	0.0002	0.0035	0.0054
2014-06-12_22:45:23_442598	17765394.0	0.0	0.0	0.0	3.891	4.008	0.602	0.476	-0.154	-0.773	0.0	-90.0	-77.385	77.385	1000.0	4.008	0.025	0.0	0.0	1.945	1.945	0	0	0	0.08	0.0	0.0	0.0	0.0	1.945	20.143	235.0	254.0	0.041	0.091	-0.0099	0.0064	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:23_462626	17785390.0	0.0	0.0	0.0	-5.834	-1.457	3.037	0.533	1.049	-1.609	0.0	-90.0	-77.61	77.61	1000.0	-1.457	0.025	0.0	0.0	1.95	1.95	0	0	0	0.08	0.0	0.0	0.0	0.0	1.95	19.761	235.0	254.0	0.04	0.091	-0.0098	0.0063	0.0032	0.0002	0.0034	0.0054
2014-06-12_22:45:23_482738	17805501.0	0.0	0.0	0.0	-1.483	-7.572	0.892	0.153	1.237	-0.631	0.0	-90.0	-77.709	77.709	1000.0	-7.572	0.025	0.0	0.0	1.953	1.953	0	0	0	0.08	0.0	0.0	0.0	0.0	1.953	20.035	235.0	254.0	0.04	0.091	-0.0099	0.0064	0.0033	0.0002	0.0035	0.0052
2014-06-12_22:45:23_502816	17825586.0	0.0	0.0	0.0	-2.514	-7.9	-0.566	0.187	0.15	-0.789	0.0	-90.0	-77.801	77.801	1000.0	-7.9	0.025	0.0	0.0	1.955	1.955	0	0	0	0.08	0.0	0.0	0.0	0.0	1.955	19.78	235.0	254.0	0.04	0.091	-0.0099	0.0064	0.0032	0.0002	0.0035	0.0053
2014-06-12_22:45:23_522543	17845308.0	0.0	0.0	0.0	-2.811	-9.763	-0.314	0.429	-0.917	-1.198	0.0	-90.0	-77.856	77.856	1000.0	-9.763	0.025	0.0	0.0	1.956	1.956	0	0	0	0.08	0.0	0.0	0.0	0.0	1.956	19.786	235.0	254.0	0.04	0.091	-0.0096	0.0063	0.003	0.0002	0.0034	0.0052
2014-06-12_22:45:23_542593	17865389.0	0.0	0.0	0.0	-1.483	-5.664	-1.764	0.448	-0.924	-0.824	0.0	-90.0	-77.99	77.99	1000.0	-5.664	0.025	0.0	0.0	1.96	1.96	0	0	0	0.08	0.0	0.0	0.0	0.0	1.96	19.694	235.0	254.0	0.04	0.092	-0.0097	0.0064	0.003	0.0002	0.0034	0.0054
2014-06-12_22:45:23_562392	17885158.0	0.0	0.0	0.0	-2.262	0.688	1.533	0.654	-0.135	-1.145	0.0	-90.0	-78.243	78.243	1000.0	0.688	0.025	0.0	0.0	1.966	1.966	0	0	0	0.08	0.0	0.0	0.0	0.0	1.966	19.774	235.0	254.0	0.04	0.092	-0.0095	0.0064	0.0029	0.0002	0.0034	0.0053
2014-06-12_22:45:23_582668	17905428.0	0.0	0.0	0.0	-5.086	5.336	4.32	0.626	-1.151	-1.149	0.0	-90.0	-78.583	78.583	1000.0	5.336	0.025	0.0	0.0	1.975	1.975	0	0	0	0.08	0.0	0.0	0.0	0.0	1.975	19.997	235.0	254.0	0.04	0.092	-0.01	0.0063	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:23_602537	17925299.0	0.0	0.0	0.0	6.731	-1.251	0.266	0.214	-1.393	-0.424	0.0	-90.0	-78.787	78.787	1000.0	-1.251	0.025	0.0	0.0	1.98	1.98	0	0	0	0.08	0.0	0.0	0.0	0.0	1.98	19.865	235.0	254.0	0.04	0.092	-0.0097	0.0064	0.0031	0.0002	0.0034	0.0052
2014-06-12_22:45:23_622866	17945634.0	0.0	0.0	0.0	7.776	-0.77	-1.948	0.294	-0.607	-1.407	0.0	-90.0	-78.996	78.996	1000.0	-0.77	0.025	0.0	0.0	1.985	1.985	0	0	0	0.08	0.0	0.0	0.0	0.0	1.985	19.981	235.0	254.0	0.04	0.092	-0.0101	0.0063	0.0035	0.0002	0.0035	0.0053
2014-06-12_22:45:23_643644	17966448.0	0.0	0.0	0.0	2.196	-0.549	0.259	0.363	-1.066	-1.337	0.0	-90.0	-79.206	79.206	1000.0	-0.549	0.025	0.0	0.0	1.99	1.99	0	0	0	0.08	0.0	0.0	0.0	0.0	1.99	20.001	235.0	254.0	0.04	0.092	-0.0106	0.0066	0.0031	0.0002	0.0034	0.006
2014-06-12_22:45:23_663952	17986715.0	0.0	0.0	0.0	-4.43	-9.32	-1.245	0.263	-0.922	-0.456	0.0	-90.0	-79.232	79.232	1000.0	-9.32	0.025	0.0	0.0	1.991	1.991	0	0	0	0.08	0.0	0.0	0.0	0.0	1.991	20.796	235.0	254.0	0.04	0.092	-0.01	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:23_683656	18006417.0	0.0	0.0	0.0	2.479	2.962	-2.398	0.68	-0.099	-1.447	0.0	-90.0	-79.504	79.504	1000.0	2.962	0.025	0.0	0.0	1.998	1.998	0	0	0	0.08	0.0	0.0	0.0	0.0	1.998	19.646	235.0	254.0	0.04	0.092	-0.0094	0.0063	0.003	0.0002	0.0035	0.0052
2014-06-12_22:45:23_704180	18026947.0	0.0	0.0	0.0	-6.781	-0.885	3.64	0.702	0.908	-0.875	0.0	-90.0	-79.697	79.697	1000.0	-0.885	0.025	0.0	0.0	2.002	2.002	0	0	0	0.08	0.0	0.0	0.0	0.0	2.002	20.174	235.0	254.0	0.04	0.092	-0.0103	0.0064	0.0036	0.0002	0.0036	0.0053
2014-06-12_22:45:23_724078	18046845.0	0.0	0.0	0.0	-2.964	-12.427	4.312	0.356	0.973	-0.758	0.0	-90.0	-79.66	79.66	1000.0	-12.427	0.025	0.0	0.0	2.002	2.002	0	0	0	0.08	0.0	0.0	0.0	0.0	2.002	19.919	235.0	254.0	0.04	0.092	-0.0098	0.0063	0.0032	0.0002	0.0035	0.0052
2014-06-12_22:45:23_744012	18066815.0	0.0	0.0	0.0	8.296	6.733	0.22	0.18	-0.055	-0.649	0.0	-90.0	-79.997	79.997	1000.0	6.733	0.025	0.0	0.0	2.01	2.01	0	0	0	0.08	0.0	0.0	0.0	0.0	2.01	19.63	235.0	255.0	0.04	0.092	-0.0096	0.0063	0.003	0.0002	0.0035	0.0053
2014-06-12_22:45:23_764230	18086993.0	0.0	0.0	0.0	2.166	-8.931	0.35	0.359	-1.013	-1.197	0.0	-90.0	-80.02	80.02	1000.0	-8.931	0.025	0.0	0.0	2.011	2.011	0	0	0	0.08	0.0	0.0	0.0	0.0	2.011	20.156	235.0	255.0	0.04	0.092	-0.01	0.0063	0.0035	0.0002	0.0035	0.0052
2014-06-12_22:45:23_784602	18107360.0	0.0	0.0	0.0	0.609	-16.03	-1.192	0.186	-0.929	-0.877	0.0	-90.0	-79.905	79.905	1000.0	-16.03	0.025	0.0	0.0	2.008	2.008	0	0	0	0.08	0.0	0.0	0.0	0.0	2.008	20.06	235.0	254.0	0.04	0.092	-0.01	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:23_804606	18127367.0	0.0	0.0	0.0	2.769	7.054	-2.841	0.477	-0.015	-0.868	0.0	-90.0	-80.246	80.246	1000.0	7.054	0.025	0.0	0.0	2.016	2.016	0	0	0	0.08	0.0	0.0	0.0	0.0	2.016	20.076	235.0	255.0	0.04	0.092	-0.0099	0.0064	0.0032	0.0002	0.0034	0.0052
2014-06-12_22:45:23_825378	18148140.0	0.0	0.0	0.0	-4.269	-9.351	0.671	0.664	0.95	-1.09	0.0	-90.0	-80.256	80.256	1000.0	-9.351	0.025	0.0	0.0	2.016	2.016	0	0	0	0.08	0.0	0.0	0.0	0.0	2.016	20.171	235.0	255.0	0.04	0.092	-0.0105	0.0063	0.0035	0.0003	0.0036	0.0054
2014-06-12_22:45:23_845454	18168255.0	0.0	0.0	0.0	-6.689	-10.748	1.297	0.496	1.118	-0.392	0.0	-90.01	-80.239	80.239	1000.0	-10.748	0.025	0.0	0.0	2.016	2.016	0	0	0	0.08	0.0	0.0	0.0	0.0	2.016	20.143	235.0	255.0	0.04	0.092	-0.0099	0.0063	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:23_865686	18188446.0	0.0	0.0	0.0	2.914	-8.74	-1.031	0.396	0.098	-0.836	0.0	-90.0	-80.264	80.264	1000.0	-8.74	0.025	0.0	0.0	2.017	2.017	0	0	0	0.08	0.0	0.0	0.0	0.0	2.017	19.895	235.0	255.0	0.04	0.092	-0.01	0.0063	0.0031	0.0002	0.0036	0.0053
2014-06-12_22:45:23_885514	18208280.0	0.0	0.0	0.0	3.212	-16.786	-1.726	0.294	-1.057	-1.287	0.0	-90.0	-80.13	80.13	1000.0	-16.786	0.025	0.0	0.0	2.013	2.013	0	0	0	0.08	0.0	0.0	0.0	0.0	2.013	19.941	235.0	255.0	0.04	0.092	-0.0096	0.0063	0.0031	0.0002	0.0034	0.0053
2014-06-12_22:45:23_905662	18228425.0	0.0	0.0	0.0	0.219	-20.526	-1.68	0.171	-1.305	-1.0	0.0	-90.0	-79.927	79.927	1000.0	-20.526	0.025	0.0	0.0	2.008	2.008	0	0	0	0.08	0.0	0.0	0.0	0.0	2.008	19.905	235.0	254.0	0.04	0.092	-0.0099	0.0064	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:23_925837	18248606.0	0.0	0.0	0.0	-1.598	-20.725	-2.749	0.249	-0.543	-0.446	0.0	-90.0	-79.723	79.723	1000.0	-20.725	0.025	0.0	0.0	2.003	2.003	0	0	0	0.08	0.0	0.0	0.0	0.0	2.003	19.997	235.0	254.0	0.04	0.092	-0.01	0.0063	0.0033	0.0002	0.0034	0.0053
2014-06-12_22:45:23_945955	18268719.0	0.0	0.0	0.0	-1.468	-22.015	-1.146	0.467	0.543	-1.236	0.0	-90.0	-79.496	79.496	1000.0	-22.015	0.025	0.0	0.0	1.997	1.997	0	0	0	0.08	0.0	0.0	0.0	0.0	1.997	20.058	235.0	254.0	0.04	0.092	-0.01	0.0063	0.0033	0.0002	0.0033	0.0053
2014-06-12_22:45:23_966122	18288971.0	0.0	0.0	0.0	-3.231	-17.106	2.678	0.585	1.011	-0.855	0.0	-90.0	-79.371	79.371	1000.0	-17.106	0.025	0.0	0.0	1.994	1.994	0	0	0	0.08	0.0	0.0	0.0	0.0	1.994	19.945	235.0	254.0	0.04	0.092	-0.0098	0.0064	0.0031	0.0002	0.0034	0.0053
2014-06-12_22:45:23_986441	18309216.0	0.0	0.0	0.0	-3.933	-34.595	2.503	0.522	0.639	-0.749	0.0	-90.0	-78.905	78.905	1000.0	-34.595	0.025	0.0	0.0	1.983	1.983	0	0	0	0.08	0.0	0.0	0.0	0.0	1.983	20.032	235.0	254.0	0.04	0.092	-0.01	0.0063	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:24_006780	18329550.0	0.0	0.0	0.0	2.922	-37.267	-1.78	0.388	-0.522	-0.82	0.0	-90.0	-78.387	78.387	1000.0	-37.267	0.025	0.0	0.0	1.97	1.97	0	0	0	0.08	0.0	0.0	0.0	0.0	1.97	20.245	235.0	254.0	0.04	0.092	-0.0101	0.0063	0.0035	0.0002	0.0033	0.0054
2014-06-12_22:45:24_027082	18349857.0	0.0	0.0	0.0	4.693	-23.74	2.182	0.352	-0.878	-1.038	0.0	-90.0	-78.155	78.155	1000.0	-23.74	0.025	0.0	0.0	1.964	1.964	0	0	0	0.08	0.0	0.0	0.0	0.0	1.964	19.992	235.0	254.0	0.04	0.092	-0.0101	0.0063	0.0034	0.0002	0.0033	0.0055
2014-06-12_22:45:24_047435	18370206.0	0.0	0.0	0.0	-3.849	-53.236	-1.932	0.171	-0.63	-0.739	0.0	-90.0	-77.333	77.333	1000.0	-53.236	0.025	0.0	0.0	1.943	1.943	0	0	0	0.08	0.0	0.0	0.0	0.0	1.943	20.296	235.0	254.0	0.041	0.091	-0.0101	0.0064	0.0035	0.0002	0.0034	0.0054
2014-06-12_22:45:24_067714	18390478.0	0.0	0.0	0.0	-3.888	-32.923	-2.054	0.189	0.017	-1.234	0.0	-90.0	-76.938	76.938	1000.0	-32.923	0.025	0.0	0.0	1.933	1.933	0	0	0	0.08	0.0	0.0	0.0	0.0	1.933	20.088	235.0	254.0	0.041	0.091	-0.01	0.0063	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:24_088094	18410864.0	0.0	0.0	0.0	-6.498	-50.03	-1.093	0.146	0.277	-0.594	0.0	-90.0	-76.205	76.205	1000.0	-50.03	0.025	0.0	0.0	1.915	1.915	0	0	0	0.08	0.0	0.0	0.0	0.0	1.915	20.275	235.0	254.0	0.041	0.091	-0.0101	0.0063	0.0036	0.0002	0.0034	0.0053
2014-06-12_22:45:24_108298	18431062.0	0.0	0.0	0.0	1.334	-31.19	2.404	0.343	0.439	-0.739	0.0	-90.0	-75.87	75.87	1000.0	-31.19	0.025	0.0	0.0	1.907	1.907	0	0	0	0.08	0.0	0.0	0.0	0.0	1.907	20.001	235.0	254.0	0.041	0.091	-0.0101	0.0063	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:24_128593	18451361.0	0.0	0.0	0.0	-1.575	-44.946	4.427	0.469	0.264	-1.441	0.0	-90.0	-75.266	75.266	1000.0	-44.946	0.025	0.0	0.0	1.892	1.892	0	0	0	0.08	0.0	0.0	0.0	0.0	1.892	20.121	235.0	254.0	0.041	0.091	-0.01	0.0063	0.0033	0.0002	0.0034	0.0054
2014-06-12_22:45:24_148817	18471589.0	0.0	0.0	0.0	-4.834	-52.442	2.121	0.381	-0.631	-0.72	0.0	-90.0	-74.528	74.528	1000.0	-52.442	0.025	0.0	0.0	1.873	1.873	0	0	0	0.08	0.0	0.0	0.0	0.0	1.873	20.095	235.0	254.0	0.041	0.091	-0.0101	0.0064	0.0033	0.0002	0.0034	0.0054
2014-06-12_22:45:24_169133	18491896.0	0.0	0.0	0.0	4.746	-50.557	-0.39	0.249	-0.202	-0.839	0.0	-90.0	-73.84	73.84	1000.0	-50.557	0.025	0.0	0.0	1.856	1.856	0	0	0	0.08	0.0	0.0	0.0	0.0	1.856	20.136	235.0	254.0	0.041	0.09	-0.01	0.0063	0.0034	0.0002	0.0034	0.0054
2014-06-12_22:45:24_189393	18512166.0	0.0	0.0	0.0	-0.269	-43.022	1.495	0.168	-0.069	-1.223	0.0	-90.0	-73.321	73.321	1000.0	-43.022	0.025	0.0	0.0	1.843	1.843	0	0	0	0.08	0.0	0.0	0.0	0.0	1.843	19.977	235.0	254.0	0.042	0.09	-0.0101	0.0064	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:24_209611	18532376.0	0.0	0.0	0.0	-3.643	-54.091	-2.001	0.174	-0.23	-1.35	0.0	-90.0	-72.584	72.584	1000.0	-54.091	0.025	0.0	0.0	1.825	1.825	0	0	0	0.08	0.0	0.0	0.0	0.0	1.825	20.194	235.0	254.0	0.042	0.09	-0.01	0.0064	0.0033	0.0002	0.0034	0.0054
2014-06-12_22:45:24_229853	18552620.0	0.0	0.0	0.0	-4.323	-58.045	-0.741	0.061	-0.058	-1.225	0.0	-89.98	-71.8	71.8	1000.0	-58.045	0.025	0.0	0.0	1.805	1.805	0	0	0	0.08	0.0	0.0	0.0	0.0	1.805	19.9	235.0	254.0	0.042	0.09	-0.01	0.0064	0.0032	0.0002	0.0035	0.0054
2014-06-12_22:45:24_250028	18572791.0	0.0	0.0	0.0	0.502	-64.686	-0.665	0.265	0.375	-0.916	0.0	-90.0	-70.883	70.883	1000.0	-64.686	0.025	0.0	0.0	1.782	1.782	0	0	0	0.08	0.0	0.0	0.0	0.0	1.782	20.2	236.0	254.0	0.042	0.089	-0.0099	0.0063	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:24_270489	18593284.0	0.0	0.0	0.0	-6.62	-67.709	1.526	0.135	-0.164	-0.923	0.0	-90.0	-69.936	69.936	1000.0	-67.709	0.025	0.0	0.0	1.758	1.758	0	0	0	0.08	0.0	0.0	0.0	0.0	1.758	20.03	236.0	253.0	0.042	0.089	-0.0103	0.0063	0.0035	0.0002	0.0036	0.0053
2014-06-12_22:45:24_291991	18614762.0	0.0	0.0	0.0	-2.582	-80.396	3.64	0.046	-0.669	-1.223	0.0	-89.97	-68.745	68.745	1000.0	-80.396	0.025	0.0	0.0	1.729	1.729	0	0	0	0.08	0.0	0.0	0.0	0.0	1.729	20.208	236.0	253.0	0.043	0.089	-0.0113	0.0063	0.0033	0.0002	0.0037	0.0064
2014-06-12_22:45:24_312452	18635214.0	0.0	0.0	0.0	-5.911	-68.992	3.281	-0.041	-0.402	-0.449	0.0	89.99	-64.113	64.113	1000.0	-68.992	0.025	0.0	0.0	1.613	1.613	0	0	0	0.08	0.0	0.0	0.0	0.0	1.613	21.557	236.0	253.0	0.044	0.088	-0.0101	0.0064	0.0034	0.0002	0.0035	0.0053
2014-06-12_22:45:24_332741	18655506.0	0.0	0.0	0.0	-4.804	-70.61	-0.688	0.093	0.136	-1.059	0.0	-89.99	-63.233	63.233	1000.0	-70.61	0.025	0.0	0.0	1.591	1.591	0	0	0	0.08	0.0	0.0	0.0	0.0	1.591	20.186	236.0	253.0	0.044	0.087	-0.0101	0.0063	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:24_352955	18675715.0	0.0	0.0	0.0	-4.598	-79.725	1.335	-0.365	0.611	-0.915	0.0	90.0	-58.599	58.599	1000.0	-79.725	0.025	0.0	0.0	1.475	1.475	0	0	0	0.08	0.0	0.0	0.0	0.0	1.475	20.085	237.0	252.0	0.045	0.086	-0.0099	0.0062	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:24_373093	18695987.0	0.0	0.0	0.0	-15.735	-85.274	2.793	-0.237	-0.089	-1.22	0.0	90.0	-53.955	53.955	1000.0	-85.274	0.025	0.0	0.0	1.359	1.359	0	0	0	0.08	0.0	0.0	0.0	0.0	1.359	20.008	237.0	252.0	0.046	0.085	-0.01	0.0063	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:24_393384	18716155.0	0.0	0.0	0.0	0.181	-78.656	6.808	0.062	-0.076	-1.087	0.0	-89.98	-53.133	53.133	1000.0	-78.656	0.025	0.0	0.0	1.338	1.338	0	0	0	0.08	0.0	0.0	0.0	0.0	1.338	20.013	237.0	252.0	0.047	0.084	-0.0099	0.0063	0.0033	0.0002	0.0035	0.0053
2014-06-12_22:45:24_413301	18736100.0	0.0	0.0	0.0	-2.147	-99.083	8.442	0.065	0.33	-0.99	0.0	-89.98	-51.938	51.938	1000.0	-99.083	0.025	0.0	0.0	1.308	1.308	0	0	0	0.08	0.0	0.0	0.0	0.0	1.308	19.901	237.0	251.0	0.047	0.084	-0.0097	0.0063	0.0032	0.0002	0.0034	0.0052
2014-06-12_22:45:24_433679	18756440.0	0.0	0.0	0.0	-2.529	-96.244	4.091	-0.211	-0.565	-0.202	0.0	90.01	-47.206	47.206	1000.0	-96.244	0.025	0.0	0.0	1.19	1.19	0	0	0	0.08	0.0	0.0	0.0	0.0	1.19	20.066	238.0	251.0	0.048	0.083	-0.0101	0.0063	0.0035	0.0002	0.0035	0.0053
2014-06-12_22:45:24_453720	18776487.0	0.0	0.0	0.0	0.303	-72.007	6.381	-0.222	-1.144	-1.472	0.0	90.0	-43.047	43.047	1000.0	-72.007	0.025	0.0	0.0	1.086	1.086	0	0	0	0.08	0.0	0.0	0.0	0.0	1.086	20.056	238.0	250.0	0.049	0.081	-0.0098	0.0064	0.0033	0.0002	0.0034	0.0052
2014-06-12_22:45:24_474042	18796841.0	0.0	0.0	0.0	0.425	-89.717	1.77	-0.111	-1.265	-1.567	0.0	89.99	-38.624	38.624	1000.0	-89.717	0.025	0.0	0.0	0.976	0.976	0	0	0	0.08	0.0	0.0	0.0	0.0	0.976	20.039	239.0	250.0	0.05	0.08	-0.0101	0.0065	0.0034	0.0002	0.0035	0.0052
2014-06-12_22:45:24_494203	18816970.0	0.0	0.0	0.0	-8.201	-85.854	1.724	-0.362	-0.501	-1.233	0.0	90.0	-34.368	34.368	1000.0	-85.854	0.025	0.0	0.0	0.869	0.869	0	0	0	0.08	0.0	0.0	0.0	0.0	0.869	20.014	239.0	250.0	0.051	0.079	-0.0099	0.0064	0.0033	0.0003	0.0034	0.0053
2014-06-12_22:45:24_514525	18837294.0	0.0	0.0	0.0	-1.613	-85.679	-2.856	-0.737	-0.26	-1.562	0.0	90.0	-30.198	30.198	1000.0	-85.679	0.025	0.0	0.0	0.765	0.765	0	0	0	0.08	0.0	0.0	0.0	0.0	0.765	20.034	239.0	249.0	0.052	0.078	-0.01	0.0063	0.0034	0.0002	0.0036	0.0052
2014-06-12_22:45:24_534520	18857289.0	0.0	0.0	0.0	-5.949	-73.137	-5.619	-0.521	1.5	-0.892	0.0	90.0	-26.364	26.364	1000.0	-73.137	0.025	0.0	0.0	0.669	0.669	0	0	0	0.08	0.0	0.0	0.0	0.0	0.669	19.959	240.0	249.0	0.053	0.077	-0.0098	0.0063	0.0032	0.0002	0.0034	0.0053
2014-06-12_22:45:24_554524	18877292.0	0.0	0.0	0.0	3.746	-68.87	-0.367	-0.193	0.887	-1.28	0.0	90.0	-22.702	22.702	1000.0	-68.87	0.025	0.0	0.0	0.578	0.578	0	0	0	0.08	0.0	0.0	0.0	0.0	0.578	19.774	240.0	248.0	0.054	0.076	-0.0098	0.0062	0.0033	0.0002	0.0036	0.0052
2014-06-12_22:45:24_574676	18897448.0	0.0	0.0	0.0	0.883	-82.022	4.205	0.033	-0.308	-1.372	0.0	-89.95	-22.438	22.438	1000.0	-82.022	0.025	0.0	0.0	0.571	0.571	0	0	0	0.08	0.0	0.0	0.0	0.0	0.571	20.016	240.0	248.0	0.054	0.076	-0.0099	0.0063	0.0034	0.0002	0.0034	0.0053
2014-06-12_22:45:24_594795	18917559.0	0.0	0.0	0.0	-10.002	-111.099	2.335	0.092	-1.045	-1.116	0.0	-89.99	-21.639	21.639	1000.0	-111.099	0.025	0.0	0.0	0.551	0.551	0	0	0	0.08	0.0	0.0	0.0	0.0	0.551	19.751	240.0	248.0	0.054	0.075	-0.0099	0.0064	0.003	0.0002	0.0037	0.0052
2014-06-12_22:45:24_615030	18937836.0	0.0	0.0	0.0	-14.712	-86.007	-3.001	-0.098	-0.252	-0.634	0.0	90.0	-17.702	17.702	1000.0	-86.007	0.025	0.0	0.0	0.453	0.453	0	0	0	0.08	0.0	0.0	0.0	0.0	0.453	20.213	241.0	248.0	0.055	0.074	-0.0101	0.0063	0.0033	0.0003	0.0034	0.0053
2014-06-12_22:45:24_635832	18958594.0	0.0	0.0	0.0	-3.33	-79.03	-0.184	-0.519	0.011	-0.575	0.0	90.01	-13.983	13.983	1000.0	-79.03	0.025	0.0	0.0	0.36	0.36	0	0	0	0.08	0.0	0.0	0.0	0.0	0.36	20.209	241.0	247.0	0.056	0.073	-0.0105	0.0063	0.0035	0.0002	0.0034	0.0057
2014-06-12_22:45:24_656488	18979259.0	0.0	0.0	0.0	-2.773	-88.045	-0.207	-0.979	0.096	-0.834	0.0	90.01	-10.105	10.105	1000.0	-88.045	0.025	0.0	0.0	0.263	0.263	0	0	0	0.08	0.0	0.0	0.0	0.0	0.263	20.837	241.0	247.0	0.057	0.072	-0.0103	0.0066	0.0034	0.0002	0.0034	0.0054
2014-06-12_22:45:24_676812	18999579.0	0.0	0.0	0.0	26.265	-15.671	0.281	-0.41	-0.294	-2.0	0.0	90.0	-7.793	7.793	1000.0	-15.671	0.025	0.0	0.0	0.205	0.205	0	0	0	0.08	0.0	0.0	0.0	0.0	0.205	20.161	242.0	247.0	0.058	0.071	-0.0102	0.0063	0.0035	0.0002	0.0035	0.0053
2014-06-12_22:45:24_697255	19020019.0	0.0	0.0	0.0	-2.269	36.604	-0.367	-0.536	-0.646	-1.201	0.0	90.0	-6.566	6.566	1000.0	36.604	0.025	0.0	0.0	0.174	0.174	0	0	0	0.08	0.0	0.0	0.0	0.0	0.174	20.307	242.0	246.0	0.058	0.071	-0.0101	0.0063	0.0035	0.0002	0.0034	0.0054
2014-06-12_22:45:24_717677	19040446.0	0.0	0.0	0.0	-5.285	24.222	10.526	0.074	1.083	-0.987	0.0	-89.99	-8.714	8.714	1000.0	24.222	0.025	0.0	0.0	0.228	0.228	0	0	0	0.08	0.0	0.0	0.0	0.0	0.228	20.188	241.0	247.0	0.058	0.072	-0.0102	0.0063	0.0035	0.0002	0.0035	0.0054
