datetime	reltime	speed	x	y	z	d	error	integral	derivative	dt	diff_speed
2014-01-12_14:49:49_789431	1280.59375	10.0	12.0	161.0	-220.0	0.0	0	0	0	0	0
2014-01-12_14:49:49_809609	3227.109375	0.05	12.0	161.0	-217.0	0.0	161.0	-2.214784920688218e+16	-1.1703619506288384e-12	-137564280788088.08	0
2014-01-12_14:49:49_827271	4993.796875	0.05	15.0	159.0	-218.0	0.0	159.0	-4.402056985255836e+16	1.453865777154076e-14	-137564280790416.23	0
2014-01-12_14:49:49_845658	6836.203125	0.05	14.0	162.0	-219.0	0.0	162.0	-6.630598334091309e+16	-2.180798665701042e-14	-137564280792313.16	0
2014-01-12_14:49:49_863510	8621.3125	0.05	17.0	151.0	-214.0	0.0	151.0	-8.707818974081642e+16	7.996261774135513e-14	-137564280794061.73	0
2014-01-12_14:49:49_881361	10402.890625	0.05	11.0	160.0	-225.0	0.0	160.0	-1.0908847466815987e+17	-6.542395996932701e-14	-137564280795896.61	0
2014-01-12_14:49:49_899033	12170.09375	0.05	14.0	156.0	-218.0	0.0	156.0	-1.305485024725967e+17	2.907731554154785e-14	-137564280797671.98	0
2014-01-12_14:49:49_916897	13955.8125	0.05	5.0	159.0	-209.0	0.0	159.0	-1.5242122311970384e+17	-2.180798665588441e-14	-137564280799416.0	0
2014-01-12_14:49:49_934488	15715.3125	0.05	14.0	164.0	-221.0	0.0	164.0	-1.7498176517109523e+17	-3.634664442601135e-14	-137564280801167.08	0
2014-01-12_14:49:49_952091	17476.015625	0.05	25.0	180.0	-207.0	0.0	180.0	-1.9974333571562307e+17	-1.1630926216174373e-13	-137564280802932.45	0
2014-01-12_14:49:49_969806	19246.90625	0.05	8.0	166.0	-224.0	0.0	166.0	-2.2257900632919933e+17	1.0177060439023569e-13	-137564280804676.25	0
2014-01-12_14:49:49_987606	21027.703125	0.05	-6.0	173.0	-223.0	0.0	173.0	-2.4637762690871014e+17	-5.088530219447248e-14	-137564280806420.94	0
2014-01-12_14:49:50_005227	22797.515625	0.05	7.0	163.0	-230.0	0.0	163.0	-2.688006046804421e+17	7.269328884832135e-14	-137564280808171.52	0
2014-01-12_14:49:50_023048	24571.390625	0.05	6.0	167.0	-214.0	0.0	167.0	-2.9177383957570157e+17	-2.907731553895539e-14	-137564280809936.84	0
2014-01-12_14:49:50_040749	26341.796875	0.05	16.0	154.0	-228.0	0.0	154.0	-3.129587388207014e+17	9.450127550040274e-14	-137564280811687.02	0
2014-01-12_14:49:50_058770	28143.90625	0.05	6.0	171.0	-222.0	0.0	171.0	-3.3648223083979994e+17	-1.2357859103741172e-13	-137564280813441.89	0
2014-01-12_14:49:50_076533	29920.09375	0.05	12.0	156.0	-217.0	0.0	156.0	-3.5794225864697043e+17	1.0903993326691451e-13	-137564280815195.45	0
2014-01-12_14:49:50_094346	31701.390625	0.05	9.0	170.0	-218.0	0.0	170.0	-3.8132818638585734e+17	-1.0177060438113206e-13	-137564280816981.72	0
2014-01-12_14:49:50_129047	35171.515625	0.05	18.0	180.0	-213.0	0.0	180.0	-4.060897569332269e+17	-7.269328884274737e-14	-137564280818719.66	0
2014-01-12_14:49:50_146797	36946.015625	0.05	0.0	152.0	-224.0	0.0	152.0	-4.269995276181979e+17	2.0354120875457592e-13	-137564280822177.81	0
2014-01-12_14:49:50_165125	38787.203125	0.05	17.0	170.0	-210.0	0.0	170.0	-4.50385455358267e+17	-1.3084791991198358e-13	-137564280823936.03	0
2014-01-12_14:49:50_182947	40561.203125	0.05	33.0	167.0	-225.0	0.0	167.0	-4.7335869025615814e+17	2.180798665171837e-14	-137564280825695.27	0
2014-01-12_14:49:50_200589	42325.109375	0.04	-6.0	138.0	-206.0	0.0	138.0	-4.923425610103552e+17	2.1081053763048928e-13	-137564280827514.78	0
2014-01-12_14:49:50_218378	44104.5	0.05	16.0	164.0	-209.0	0.0	164.0	-5.149031030663563e+17	-1.8900255097664111e-13	-137564280829274.88	0
2014-01-12_14:49:50_236074	45873.59375	0.05	31.0	151.0	-217.0	0.0	151.0	-5.3567530947184006e+17	9.450127548712298e-14	-137564280831018.19	0
2014-01-12_14:49:50_253550	47621.390625	0.04	19.0	142.0	-232.0	0.0	142.0	-5.55209437350096e+17	6.542395995178172e-14	-137564280832788.38	0
2014-01-12_14:49:50_271539	49420.21875	0.05	25.0	173.0	-204.0	0.0	173.0	-5.790080579344699e+17	-2.2534919538661512e-13	-137564280834531.36	0
2014-01-12_14:49:50_289282	51194.6875	0.05	1.0	162.0	-211.0	0.0	162.0	-6.012934714299485e+17	7.996261771681018e-14	-137564280836287.83	0
2014-01-12_14:49:50_306993	52965.90625	0.05	17.0	172.0	-211.0	0.0	172.0	-6.249545277340918e+17	-7.269328883253664e-14	-137564280838042.38	0
2014-01-12_14:49:50_324552	54725.09375	0.05	11.0	171.0	-208.0	0.0	171.0	-6.484780197576977e+17	7.269328883160747e-15	-137564280839800.73	0
2014-01-12_14:49:50_342143	56487.203125	0.05	8.0	168.0	-226.0	0.0	168.0	-6.71588818939079e+17	2.1807986649203984e-14	-137564280841555.97	0
2014-01-12_14:49:50_360037	58270.40625	0.06	13.0	198.0	-208.0	0.0	198.0	-6.98826546546051e+17	-2.1807986648928708e-13	-137564280843292.4	0
2014-01-12_14:49:50_377688	60035.296875	0.05	-12.0	154.0	-205.0	0.0	154.0	-7.200114457961873e+17	3.198504708468892e-13	-137564280845040.8	0
2014-01-12_14:49:50_395287	61802.296875	0.05	11.0	152.0	-212.0	0.0	152.0	-7.409212164849015e+17	1.4538657765581285e-14	-137564280846804.56	0
2014-01-12_14:49:50_413123	63583.703125	0.05	9.0	160.0	-210.0	0.0	160.0	-7.629315014206701e+17	-5.815463106158579e-14	-137564280848553.47	0
2014-01-12_14:49:50_430777	65344.3125	0.04	6.0	140.0	-216.0	0.0	140.0	-7.821905007397125e+17	1.4538657765211572e-13	-137564280850302.78	0
2014-01-12_14:49:50_448560	67122.703125	0.05	-10.0	153.0	-202.0	0.0	153.0	-8.032378357100785e+17	-9.450127547266433e-14	-137564280852065.45	0
2014-01-12_14:49:50_466321	68898.796875	0.05	13.0	156.0	-201.0	0.0	156.0	-8.246978635232727e+17	-2.1807986647261537e-14	-137564280853808.88	0
2014-01-12_14:49:50_483921	70658.390625	0.05	-8.0	159.0	-238.0	0.0	159.0	-8.465705841793083e+17	-2.180798664698245e-14	-137564280855569.36	0
2014-01-12_14:49:50_501458	72412.390625	0.05	32.0	158.0	-209.0	0.0	158.0	-8.683057405547668e+17	7.269328882234322e-15	-137564280857332.33	0
2014-01-12_14:49:50_519217	74188.203125	0.05	-22.0	178.0	-191.0	0.0	178.0	-8.927921825476814e+17	-1.4538657764284955e-13	-137564280859070.39	0
2014-01-12_14:49:50_536875	75953.5	0.05	-7.0	164.0	-204.0	0.0	164.0	-9.153527246088535e+17	1.017706043487108e-13	-137564280860805.83	0
2014-01-12_14:49:50_554330	77699.5	0.05	21.0	162.0	-228.0	0.0	162.0	-9.37638138108589e+17	1.4538657763915646e-14	-137564280862564.78	0
2014-01-12_14:49:50_572508	79517.609375	0.05	9.0	161.0	-202.0	0.0	161.0	-9.597859873277434e+17	7.269328881865455e-15	-137564280864312.75	0
2014-01-12_14:49:50_590236	81293.390625	0.05	25.0	171.0	-214.0	0.0	171.0	-9.833094793558377e+17	-7.269328881773703e-14	-137564280866049.05	0
2014-01-12_14:49:50_607922	83059.40625	0.05	-3.0	176.0	-218.0	0.0	176.0	-1.0075207927885773e+18	-3.634664440839569e-14	-137564280867838.6	0
2014-01-12_14:49:50_625624	84829.71875	0.05	22.0	157.0	-205.0	0.0	157.0	-1.029118384885104e+18	1.3811724875013852e-13	-137564280869596.64	0
2014-01-12_14:49:50_643309	86597.796875	0.05	12.0	165.0	-206.0	0.0	165.0	-1.0518164912288759e+18	-5.815463105195091e-14	-137564280871344.7	0
2014-01-12_14:49:50_661073	88374.5	0.05	18.0	160.0	-231.0	0.0	160.0	-1.073826776168572e+18	3.634664440700535e-14	-137564280873100.73	0
2014-01-12_14:49:50_679058	90173.0	0.05	6.0	152.0	-222.0	0.0	152.0	-1.0947365468615489e+18	5.815463105046987e-14	-137564280874848.11	0
2014-01-12_14:49:50_696963	91962.59375	0.05	36.0	155.0	-209.0	0.0	155.0	-1.116059010397424e+18	-2.1807986643646355e-14	-137564280876613.38	0
2014-01-12_14:49:50_714506	93717.59375	0.05	26.0	151.0	-219.0	0.0	151.0	-1.1368312168100605e+18	2.907731552448668e-14	-137564280878388.08	0
2014-01-12_14:49:50_732322	95498.890625	0.05	-13.0	156.0	-196.0	0.0	156.0	-1.1582912446273656e+18	-3.6346644405139987e-14	-137564280880160.75	0
2014-01-12_14:49:50_749852	97259.40625	0.05	1.0	175.0	-212.0	0.0	175.0	-1.182364993781699e+18	-1.3811724873778024e-13	-137564280881905.42	0
2014-01-12_14:49:50_767738	99040.109375	0.04	17.0	141.0	-220.0	0.0	141.0	-1.2017615573862956e+18	2.47157181948661e-13	-137564280883662.19	0
2014-01-12_14:49:50_785507	100816.890625	0.05	-4.0	178.0	-219.0	0.0	178.0	-1.226247999383898e+18	-2.6896516858777824e-13	-137564280885407.11	0
2014-01-12_14:49:50_803086	102574.984375	0.05	38.0	159.0	-212.0	0.0	159.0	-1.2481207200449577e+18	1.38117248732498e-13	-137564280887166.53	0
2014-01-12_14:49:50_820769	104343.109375	0.05	35.0	166.0	-229.0	0.0	166.0	-1.2709563906725197e+18	-5.0885302163953334e-14	-137564280888926.97	0
2014-01-12_14:49:50_838384	106105.0	0.06	12.0	187.0	-211.0	0.0	187.0	-1.2966809111990743e+18	-1.526559064899301e-13	-137564280890666.08	0
2014-01-12_14:49:50_856081	107875.015625	0.05	30.0	162.0	-224.0	0.0	162.0	-1.3189663247036457e+18	1.8173322200950969e-13	-137564280892416.06	0
2014-01-12_14:49:50_873590	109625.59375	0.04	23.0	136.0	-214.0	0.0	136.0	-1.3376750669052516e+18	1.8900255088749173e-13	-137564280894161.69	0
2014-01-12_14:49:50_891282	111394.8125	0.04	-25.0	143.0	-192.0	0.0	143.0	-1.357346759073367e+18	-5.088530216136938e-14	-137564280895912.48	0
2014-01-12_14:49:50_908844	113150.90625	0.05	9.0	164.0	-232.0	0.0	164.0	-1.3799073011405821e+18	-1.5265590648217677e-13	-137564280897652.92	0
2014-01-12_14:49:50_926849	114964.40625	0.05	33.0	181.0	-228.0	0.0	181.0	-1.4048064359833738e+18	-1.2357859096019168e-13	-137564280899401.12	0
2014-01-12_14:49:50_944589	116725.484375	0.04	-10.0	148.0	-210.0	0.0	148.0	-1.4251659495567416e+18	2.398878530373512e-13	-137564280901133.45	0
2014-01-12_14:49:50_962257	118492.5	0.04	-10.0	150.0	-231.0	0.0	150.0	-1.4458005916921815e+18	-1.4538657759649325e-14	-137564280902932.58	0
2014-01-12_14:49:50_980102	120276.5	0.04	-13.0	147.0	-240.0	0.0	147.0	-1.4660225409851686e+18	2.180798663919794e-14	-137564280904673.86	0
2014-01-12_14:49:50_997685	122035.3125	0.04	-19.0	127.0	-253.0	0.0	127.0	-1.483493204660285e+18	1.4538657759280017e-13	-137564280906426.95	0
2014-01-12_14:49:51_015453	123812.515625	0.05	-2.0	156.0	-194.0	0.0	156.0	-1.5049532324819628e+18	-2.108105375068564e-13	-137564280908191.34	0
2014-01-12_14:49:51_033050	125571.796875	0.05	10.0	167.0	-247.0	0.0	167.0	-1.5279264673939213e+18	-7.99626176740027e-14	-137564280909931.98	0
2014-01-12_14:49:51_050633	127330.0	0.05	43.0	171.0	-248.0	0.0	171.0	-1.5514499594298207e+18	-2.907731551744706e-14	-137564280911692.4	0
2014-01-12_14:49:51_068323	129099.109375	0.04	20.0	142.0	-205.0	0.0	142.0	-1.5709840873195282e+18	2.108105374988236e-13	-137564280913433.14	0
2014-01-12_14:49:51_086534	130919.5	0.05	30.0	172.0	-201.0	0.0	172.0	-1.594645143636939e+18	-2.180798663753244e-13	-137564280915179.81	0
2014-01-12_14:49:51_104127	132679.109375	0.05	-16.0	156.0	-229.0	0.0	156.0	-1.6161051714599795e+18	1.1630926206536338e-13	-137564280916925.9	0
2014-01-12_14:49:51_121874	134453.609375	0.05	-1.0	169.0	-219.0	0.0	169.0	-1.6393535349352448e+18	-9.45012754268686e-14	-137564280918729.7	0
2014-01-12_14:49:51_139422	136209.109375	0.05	14.0	166.0	-206.0	0.0	166.0	-1.662189205568043e+18	2.18079866366936e-14	-137564280920471.19	0
2014-01-12_14:49:51_157108	137977.1875	0.04	0.0	132.0	-184.0	0.0	132.0	-1.680347690649777e+18	2.4715718187937445e-13	-137564280922226.11	0
2014-01-12_14:49:51_175113	139786.09375	0.05	11.0	161.0	-246.0	0.0	161.0	-1.7024955398785354e+18	-2.1081053748268257e-13	-137564280923965.95	0
2014-01-12_14:49:51_192975	141568.0	0.05	30.0	163.0	-211.0	0.0	163.0	-1.7249185176694267e+18	-1.4538657757241772e-14	-137564280925712.75	0
2014-01-12_14:49:51_210556	143322.296875	0.05	41.0	179.0	-220.0	0.0	179.0	-1.7495425239554537e+18	-1.1630926205640141e-13	-137564280927525.61	0
2014-01-12_14:49:51_228229	145090.0	0.06	43.0	186.0	-234.0	0.0	186.0	-1.775129480208298e+18	-5.088530214902999e-14	-137564280929271.02	0
2014-01-12_14:49:51_245855	146852.390625	0.06	19.0	193.0	-214.0	0.0	193.0	-1.8016793864279836e+18	-5.088530214838521e-14	-137564280931014.14	0
2014-01-12_14:49:51_263629	148629.5	0.05	48.0	170.0	-232.0	0.0	170.0	-1.8250653141865518e+18	1.6719456419972191e-13	-137564280932754.48	0
2014-01-12_14:49:51_281716	150438.8125	0.06	38.0	202.0	-204.0	0.0	202.0	-1.852853298935323e+18	-2.3261852410099193e-13	-137564280934510.27	0
2014-01-12_14:49:51_299395	152206.203125	0.06	34.0	188.0	-243.0	0.0	188.0	-1.8787153837513408e+18	1.0177060429288543e-13	-137564280936265.5	0
2014-01-12_14:49:51_317020	153968.8125	0.05	54.0	172.0	-250.0	0.0	172.0	-1.902376440072686e+18	1.163092620474994e-13	-137564280938054.42	0
2014-01-12_14:49:51_334755	155741.90625	0.06	28.0	201.0	-217.0	0.0	201.0	-1.9300268605415867e+18	-2.1081053745841132e-13	-137564280939804.14	0
2014-01-12_14:49:51_352381	157507.296875	0.05	30.0	166.0	-208.0	0.0	166.0	-1.9528625311778834e+18	2.544265107224464e-13	-137564280941546.48	0
2014-01-12_14:49:51_370158	159282.296875	0.05	22.0	179.0	-228.0	0.0	179.0	-1.9774865374667346e+18	-9.450127540998796e-14	-137564280943302.62	0
2014-01-12_14:49:51_387768	161043.0	0.05	-24.0	160.0	-215.0	0.0	160.0	-1.9994968224179425e+18	1.3811724867438248e-13	-137564280945049.38	0
2014-01-12_14:49:51_405260	162799.90625	0.04	-8.0	145.0	-252.0	0.0	145.0	-2.0194436431552297e+18	1.0903993316259152e-13	-137564280946808.86	0
2014-01-12_14:49:51_422786	164545.296875	0.04	-16.0	126.0	-192.0	0.0	126.0	-2.0367767425547474e+18	1.3811724867086467e-13	-137564280948553.1	0
2014-01-12_14:49:51_440446	166311.5	0.05	16.0	176.0	-196.0	0.0	176.0	-2.0609880560019983e+18	-3.6346644386610693e-13	-137564280950290.16	0
2014-01-12_14:49:51_458118	168079.40625	0.05	39.0	173.0	-217.0	0.0	173.0	-2.0847866766066972e+18	2.1807986631692705e-14	-137564280952016.72	0
2014-01-12_14:49:51_476108	169877.703125	0.05	63.0	175.0	-238.0	0.0	175.0	-2.1088604257736056e+18	-1.4538657754277328e-14	-137564280953762.23	0
2014-01-12_14:49:51_494993	171883.609375	0.04	-16.0	133.0	-185.0	0.0	133.0	-2.1271564751406915e+18	3.053118128358953e-13	-137564280955532.33	0
2014-01-12_14:49:51_513913	173658.203125	0.04	-23.0	142.0	-225.0	0.0	142.0	-2.1466906030366272e+18	-6.542395989256861e-14	-137564280957293.36	0
2014-01-12_14:49:51_531462	175416.5	0.06	18.0	187.0	-229.0	0.0	187.0	-2.1724151235760128e+18	-3.2711979945811487e-13	-137564280959281.7	0
2014-01-12_14:49:51_549159	177182.703125	0.05	43.0	178.0	-209.0	0.0	178.0	-2.1969015655870781e+18	6.542395989078598e-14	-137564280961041.62	0
2014-01-12_14:49:51_567074	178974.40625	0.05	15.0	154.0	-212.0	0.0	154.0	-2.2180864648553464e+18	1.7446389303988978e-13	-137564280962781.17	0
2014-01-12_14:49:51_584866	180753.203125	0.04	-22.0	134.0	-243.0	0.0	134.0	-2.2365200785045934e+18	1.453865775313943e-13	-137564280964528.97	0
2014-01-12_14:49:51_602654	182531.59375	0.04	17.0	142.0	-205.0	0.0	142.0	-2.2560542064018084e+18	-5.8154631011808e-14	-137564280966302.42	0
2014-01-12_14:49:51_620218	184288.40625	0.05	42.0	169.0	-207.0	0.0	169.0	-2.2793025698854136e+18	-1.9627187966231734e-13	-137564280968078.94	0
2014-01-12_14:49:51_637851	186051.203125	0.04	17.0	148.0	-200.0	0.0	148.0	-2.2996620834689482e+18	1.526559064020827e-13	-137564280969828.84	0
2014-01-12_14:49:51_655696	187836.09375	0.04	-7.0	149.0	-218.0	0.0	149.0	-2.320159161333711e+18	-7.26932887619803e-15	-137564280971562.7	0
2014-01-12_14:49:51_673283	189594.796875	0.05	5.0	156.0	-238.0	0.0	156.0	-2.341619189165548e+18	-5.0885302132737906e-14	-137564280973315.34	0
2014-01-12_14:49:51_690941	191360.90625	0.05	25.0	181.0	-213.0	0.0	181.0	-2.3665183240220365e+18	-1.81733221900312e-13	-137564280975074.05	0
2014-01-12_14:49:51_708560	193122.796875	0.04	18.0	150.0	-233.0	0.0	150.0	-2.387152966168559e+18	2.2534919515353085e-13	-137564280976817.5	0
2014-01-12_14:49:51_726150	194889.3125	0.04	-4.0	140.0	-224.0	0.0	140.0	-2.4064119655055585e+18	7.269328875827951e-14	-137564280978566.06	0
2014-01-12_14:49:51_744007	196667.5	0.05	-5.0	155.0	-222.0	0.0	155.0	-2.4277344290575063e+18	-1.0903993313603779e-13	-137564280980308.92	0
2014-01-12_14:49:51_761594	198426.015625	0.05	28.0	168.0	-232.0	0.0	168.0	-2.450845228262492e+18	-9.45012753833641e-14	-137564280982058.64	0
2014-01-12_14:49:51_779184	200185.109375	0.05	42.0	182.0	-216.0	0.0	182.0	-2.4758819274015473e+18	-1.0177060425770528e-13	-137564280983818.84	0
2014-01-12_14:49:51_796835	201950.09375	0.05	14.0	158.0	-224.0	0.0	158.0	-2.4976170837972654e+18	1.7446389301100283e-13	-137564280985558.45	0
2014-01-12_14:49:51_814360	203705.59375	0.04	-22.0	139.0	-264.0	0.0	139.0	-2.5167385188545004e+18	1.3811724863196123e-13	-137564280987300.8	0
2014-01-12_14:49:51_832112	205478.09375	0.05	23.0	158.0	-238.0	0.0	158.0	-2.53847367525077e+18	-1.3811724863020584e-13	-137564280989049.14	0
2014-01-12_14:49:51_849703	207236.8125	0.06	47.0	198.0	-235.0	0.0	198.0	-2.565711402886946e+18	-2.9077315500728754e-13	-137564280990786.42	0
2014-01-12_14:49:51_867372	209004.3125	0.05	20.0	173.0	-208.0	0.0	173.0	-2.589510023498655e+18	1.8173322187723624e-13	-137564280992541.4	0
2014-01-12_14:49:51_884868	210753.609375	0.05	-9.0	153.0	-217.0	0.0	153.0	-2.6105573584907807e+18	1.4538657749994786e-13	-137564280994283.48	0
2014-01-12_14:49:51_902494	212542.296875	0.04	-52.0	147.0	-212.0	0.0	147.0	-2.6307793077971973e+18	4.3615973249430195e-14	-137564280996031.3	0
2014-01-12_14:49:51_920451	214311.3125	0.05	27.0	176.0	-240.0	0.0	176.0	-2.654990621252805e+18	-2.1081053736957917e-13	-137564280997771.5	0
2014-01-12_14:49:51_938068	216073.015625	0.06	49.0	185.0	-225.0	0.0	185.0	-2.680440013237719e+18	-6.54239598724792e-14	-137564280999534.53	0
2014-01-12_14:49:51_955751	217841.5	0.04	4.0	147.0	-174.0	0.0	147.0	-2.700661962544908e+18	2.7623449723584406e-13	-137564281001283.78	0
2014-01-12_14:49:51_973326	219599.109375	0.04	1.0	132.0	-188.0	0.0	132.0	-2.718820447637308e+18	1.0903993311802816e-13	-137564281003029.8	0
2014-01-12_14:49:51_991176	221384.6875	0.05	39.0	154.0	-186.0	0.0	154.0	-2.7400053469120456e+18	-1.599252352377279e-13	-137564281004790.34	0
2014-01-12_14:49:52_009375	223204.609375	0.05	37.0	182.0	-175.0	0.0	182.0	-2.765042046055232e+18	-2.0354120848182318e-13	-137564281006519.03	0
2014-01-12_14:49:52_027104	224977.203125	0.04	9.0	138.0	-201.0	0.0	138.0	-2.7840259168343793e+18	3.198504704672651e-13	-137564281008313.08	0
2014-01-12_14:49:52_044756	226742.703125	0.04	-12.0	150.0	-217.0	0.0	150.0	-2.804660558985893e+18	-8.723194648994525e-14	-137564281010090.42	0
2014-01-12_14:49:52_062244	228498.203125	0.05	15.0	183.0	-195.0	0.0	183.0	-2.8298348224110607e+18	-2.398878528442867e-13	-137564281011846.75	0
2014-01-12_14:49:52_079992	230265.71875	0.05	39.0	180.0	-212.0	0.0	180.0	-2.854596392993508e+18	2.1807986621930734e-14	-137564281013595.02	0
2014-01-12_14:49:52_097911	232058.21875	0.04	-21.0	148.0	-177.0	0.0	148.0	-2.874955906583777e+18	2.326185239643247e-13	-137564281015331.55	0
2014-01-12_14:49:52_115663	233833.1875	0.05	8.0	162.0	-197.0	0.0	162.0	-2.897241320108544e+18	-1.017706042330981e-13	-137564281017080.61	0
2014-01-12_14:49:52_133294	235596.296875	0.06	29.0	184.0	-194.0	0.0	184.0	-2.9225531478160133e+18	-1.5992523522137617e-13	-137564281018855.75	0
2014-01-12_14:49:52_151053	237372.109375	0.05	42.0	182.0	-228.0	0.0	182.0	-2.9475898469617654e+18	1.4538657747211914e-14	-137564281020614.94	0
2014-01-12_14:49:52_168685	239135.5	0.04	-27.0	138.0	-207.0	0.0	138.0	-2.9665737177428506e+18	3.198504704346096e-13	-137564281022357.86	0
2014-01-12_14:49:52_186596	240925.90625	0.05	1.0	153.0	-198.0	0.0	153.0	-2.9876210527395405e+18	-1.0903993310131403e-13	-137564281024116.27	0
2014-01-12_14:49:52_204261	242698.40625	0.06	56.0	190.0	-225.0	0.0	190.0	-3.0137582661344563e+18	-2.689651683131407e-13	-137564281025872.56	0
2014-01-12_14:49:52_221933	244460.203125	0.05	4.0	156.0	-247.0	0.0	156.0	-3.0352182939747686e+18	2.4715718168997503e-13	-137564281027643.22	0
2014-01-12_14:49:52_239664	246233.515625	0.05	-24.0	162.0	-227.0	0.0	162.0	-3.05750370750153e+18	-4.3615973238853445e-14	-137564281029390.25	0
2014-01-12_14:49:52_257300	247997.09375	0.05	19.0	176.0	-210.0	0.0	176.0	-3.0817150209630106e+18	-1.0177060422269864e-13	-137564281031137.66	0
2014-01-12_14:49:52_274858	249752.71875	0.05	40.0	162.0	-233.0	0.0	162.0	-3.104000434490339e+18	1.0177060422140124e-13	-137564281032891.36	0
2014-01-12_14:49:52_292991	251567.796875	0.04	-5.0	148.0	-231.0	0.0	148.0	-3.124359948083464e+18	1.0177060422011351e-13	-137564281034632.0	0
2014-01-12_14:49:52_310716	253367.609375	0.06	26.0	187.0	-253.0	0.0	187.0	-3.150084468637277e+18	-2.8350382603803507e-13	-137564281036432.05	0
2014-01-12_14:49:52_328741	255141.0	0.05	34.0	177.0	-245.0	0.0	177.0	-3.174433346381033e+18	7.269328872678359e-14	-137564281038168.73	0
2014-01-12_14:49:52_346453	256912.109375	0.04	11.0	132.0	-247.0	0.0	132.0	-3.1925918314783063e+18	3.271197992662876e-13	-137564281039951.19	0
2014-01-12_14:49:52_364229	258689.5	0.06	15.0	186.0	-188.0	0.0	186.0	-3.218178787752064e+18	-3.9254375911453283e-13	-137564281041707.69	0
2014-01-12_14:49:52_381725	260439.390625	0.06	30.0	189.0	-251.0	0.0	189.0	-3.2441784368692787e+18	-2.1807986617195442e-14	-137564281043465.12	0
2014-01-12_14:49:52_399436	262210.203125	0.04	-14.0	130.0	-249.0	0.0	130.0	-3.2620617934051574e+18	4.288904034660432e-13	-137564281045218.69	0
2014-01-12_14:49:52_417769	264043.8125	0.05	19.0	167.0	-213.0	0.0	167.0	-3.2850350283399987e+18	-2.689651682719194e-13	-137564281046955.52	0
2014-01-12_14:49:52_435386	265805.40625	0.05	22.0	159.0	-223.0	0.0	159.0	-3.306907749026743e+18	5.815463097697315e-14	-137564281048703.97	0
2014-01-12_14:49:52_452886	267554.90625	0.04	-12.0	147.0	-234.0	0.0	147.0	-3.327129698341169e+18	8.723194646430857e-14	-137564281050519.33	0
2014-01-12_14:49:52_470578	269324.390625	0.05	-19.0	168.0	-214.0	0.0	168.0	-3.35024049755795e+18	-1.5265590631059995e-13	-137564281052267.58	0
2014-01-12_14:49:52_488249	271091.296875	0.04	28.0	148.0	-248.0	0.0	148.0	-3.3706000111539415e+18	1.4538657743683982e-13	-137564281053996.1	0
2014-01-12_14:49:52_506284	272895.0	0.05	-7.0	151.0	-228.0	0.0	151.0	-3.3913722175933594e+18	-2.1807986615248328e-14	-137564281055747.47	0
2014-01-12_14:49:52_524182	274696.703125	0.05	-20.0	165.0	-177.0	0.0	165.0	-3.41407032396785e+18	-1.0177060420318165e-13	-137564281057518.95	0
2014-01-12_14:49:52_541825	276449.515625	0.05	34.0	158.0	-197.0	0.0	158.0	-3.4358054803752233e+18	5.088530210092308e-14	-137564281059324.14	0
2014-01-12_14:49:52_559381	278205.203125	0.04	-13.0	147.0	-226.0	0.0	147.0	-3.4560274296912005e+18	7.996261758615129e-14	-137564281061067.81	0
2014-01-12_14:49:52_577201	279987.1875	0.05	7.0	157.0	-180.0	0.0	157.0	-3.4776250218180603e+18	-7.269328871376672e-14	-137564281062801.77	0
2014-01-12_14:49:52_594847	281752.109375	0.05	38.0	172.0	-196.0	0.0	172.0	-3.501286078161161e+18	-1.0903993306927239e-13	-137564281064539.84	0
2014-01-12_14:49:52_612530	283519.796875	0.04	-5.0	134.0	-224.0	0.0	134.0	-3.519719691824046e+18	2.7623449710527927e-13	-137564281066304.81	0
2014-01-12_14:49:52_630346	285307.1875	0.05	1.0	159.0	-206.0	0.0	159.0	-3.541592412513868e+18	-1.8173322177746962e-13	-137564281068060.48	0
2014-01-12_14:49:52_648213	287088.296875	0.05	37.0	182.0	-217.0	0.0	182.0	-3.566629111668572e+18	-1.6719456403315392e-13	-137564281069803.23	0
2014-01-12_14:49:52_665895	288856.203125	0.04	-20.0	146.0	-220.0	0.0	146.0	-3.5867134967050214e+18	2.6169583935287665e-13	-137564281071571.72	0
2014-01-12_14:49:52_683563	290623.3125	0.04	-11.0	149.0	-225.0	0.0	149.0	-3.6072105745849487e+18	-2.1807986612460008e-14	-137564281073336.14	0
2014-01-12_14:49:52_701115	292378.90625	0.06	35.0	193.0	-202.0	0.0	193.0	-3.6337604808324403e+18	-3.1985047031201216e-13	-137564281075085.72	0
2014-01-12_14:49:52_718774	294144.296875	0.05	15.0	173.0	-214.0	0.0	173.0	-3.6575591014587336e+18	1.4538657741269618e-13	-137564281076840.72	0
2014-01-12_14:49:52_736510	295917.296875	0.04	-9.0	137.0	-209.0	0.0	137.0	-3.6764054079664983e+18	2.61695839339557e-13	-137564281078573.38	0
2014-01-12_14:49:52_754273	297693.890625	0.05	11.0	169.0	-189.0	0.0	169.0	-3.699653771469073e+18	-2.326185238544259e-13	-137564281080322.72	0
2014-01-12_14:49:52_771792	299445.609375	0.06	66.0	186.0	-255.0	0.0	186.0	-3.725240727750339e+18	-1.235785907960875e-13	-137564281082077.36	0
2014-01-12_14:49:52_789363	301202.890625	0.04	-20.0	148.0	-231.0	0.0	148.0	-3.7456002413507466e+18	2.7623449707007694e-13	-137564281083835.5	0
